,algorithm,n,p,out,out_2model,rss,iter,time,cos,intercept_diff,l2,global_min,intercept,h_size,max_steps,leverage_ratio
0,FAST-LTS,1000,2,0.1,0.0,7652.508601676804,20,0.062092999927699566,0.9999961690916959,0.9186177772267651,0.9186569457406385,False,True,502,100,0.2
1,MOEA-I,1000,2,0.1,0.0,23815.58871172672,100,0.4044159948825836,0.9999833879763244,1.202540300118986,1.2025793450193258,False,True,502,100,0.2
2,MOEA-QR,1000,2,0.1,0.0,21040.497812198628,100,1.7373509407043457,0.9999345550940373,1.2642461115759047,1.264797024887126,False,True,502,100,0.2
3,MMEA-I,1000,2,0.1,0.0,22048.836163073644,100,0.15873600542545319,0.9990125598019572,1.1423517569860848,1.1444600525939412,False,True,502,100,0.2
4,MMEA-QR,1000,2,0.1,0.0,23424.176550717682,100,0.5038359761238098,0.9999822229201085,1.3357104213010242,1.3360397426510224,False,True,502,100,0.2
5,FAST-LTS,1000,2,0.1,0.0,365.831806319047,20,0.2967549990862608,0.9999982422817214,0.18448579247559055,0.18450521967013306,False,True,502,100,0.2
6,MOEA-I,1000,2,0.1,0.0,1107.6308046402478,100,0.40188801288604736,0.999997349611258,0.14903168108350456,0.14930995493685315,False,True,502,100,0.2
7,MOEA-QR,1000,2,0.1,0.0,1092.6082186429426,100,1.7775559425354004,0.9999964972015477,0.047621610244211646,0.047787165789651045,False,True,502,100,0.2
8,MMEA-I,1000,2,0.1,0.0,1044.3088345377314,100,0.1609649956226349,0.9999996602558291,0.054063415971055136,0.05511685471045085,False,True,502,100,0.2
9,MMEA-QR,1000,2,0.1,0.0,998.4569740719085,100,0.5086939930915833,0.9999907661407559,0.2275443718745156,0.2276365880091719,False,True,502,100,0.2
10,FAST-LTS,1000,2,0.1,0.0,86.25410275988142,30,0.31373799219727516,0.9999793307536208,0.18447351647796184,0.18474435151030408,False,True,502,100,0.2
11,MOEA-I,1000,2,0.1,0.0,346.98661599045033,100,0.4156869947910309,0.9999851769545218,0.23499927706481727,0.235177228117982,False,True,502,100,0.2
12,MOEA-QR,1000,2,0.1,0.0,331.83266674226127,100,1.7894150018692017,0.9999999246263793,0.029194831169072052,0.029358797778093398,False,True,502,100,0.2
13,MMEA-I,1000,2,0.1,0.0,349.78222729457275,100,0.14701199531555176,0.9999974140314362,0.2162312253680133,0.21630437390131363,False,True,502,100,0.2
14,MMEA-QR,1000,2,0.1,0.0,277.9594627421689,100,0.5058029890060425,0.9999995867905696,0.1093170118442543,0.10932859515091586,False,True,502,100,0.2
15,FAST-LTS,1000,2,0.1,0.0,3061.1906590320987,19,0.3073929976671934,0.9975567460202757,0.42943173833380344,0.44296620644749435,False,True,502,100,0.2
16,MOEA-I,1000,2,0.1,0.0,7643.979668953121,100,0.41298800706863403,0.9986576101345087,0.8202393455267682,0.8235311894589056,False,True,502,100,0.2
17,MOEA-QR,1000,2,0.1,0.0,9282.614091065101,100,1.851093053817749,0.9994876256011751,0.2978235456375701,0.30493606236200943,False,True,502,100,0.2
18,MMEA-I,1000,2,0.1,0.0,8226.322553660913,100,0.1656789928674698,0.9999999954902349,0.42235967640281535,0.4225366067016326,False,True,502,100,0.2
19,MMEA-QR,1000,2,0.1,0.0,8180.199288654028,100,0.5154820084571838,0.9998880110430981,0.5200410643139615,0.5207794993340767,False,True,502,100,0.2
20,FAST-LTS,1000,2,0.1,0.0,4131.617291764842,22,0.31440299563109875,0.9998648079406308,0.9893566600774817,0.9898042580942849,False,True,502,100,0.2
21,MOEA-I,1000,2,0.1,0.0,11724.682664686992,100,0.4149329960346222,0.9998607687365616,0.3525922951668521,0.3543392528215474,False,True,502,100,0.2
22,MOEA-QR,1000,2,0.1,0.0,12236.832896453994,100,1.7942039966583252,0.9999689262478888,0.4257850419695526,0.4261952618334979,False,True,502,100,0.2
23,MMEA-I,1000,2,0.1,0.0,12146.979510659867,100,0.16687700152397156,0.9999913841282588,0.7857623992288484,0.785837302008403,False,True,502,100,0.2
24,MMEA-QR,1000,2,0.1,0.0,11060.963022978769,100,0.5174430012702942,0.9998701922603646,0.11925544471217736,0.1215389292139809,False,True,502,100,0.2
25,FAST-LTS,1000,2,0.1,0.0,1399.2576377635005,18,0.3146000076085329,0.9999844137408338,0.3119681058163092,0.31526469728117396,False,True,502,100,0.2
26,MOEA-I,1000,2,0.1,0.0,3824.004297741764,100,0.4141960144042969,0.9999763423405243,0.6888993734658091,0.6894278140314426,False,True,502,100,0.2
27,MOEA-QR,1000,2,0.1,0.0,3989.213911042804,100,1.8328830003738403,0.9998133065459246,0.34714601732127864,0.3485318837044902,False,True,502,100,0.2
28,MMEA-I,1000,2,0.1,0.0,3521.2983455651993,100,0.15743699669837952,0.999961591253205,0.12054551665830796,0.12260663785046928,False,True,502,100,0.2
29,MMEA-QR,1000,2,0.1,0.0,3785.991338288326,100,0.5102440118789673,0.9999099408616517,0.06533381246627049,0.06977090195726247,False,True,502,100,0.2
30,FAST-LTS,1000,2,0.1,0.0,1397.393206469549,24,0.31070300936698914,0.9995613772864193,0.2600274650361333,0.26337869344791937,False,True,502,100,0.2
31,MOEA-I,1000,2,0.1,0.0,4181.307956455516,100,0.40946799516677856,0.9999973250361526,0.21330959155077647,0.21334018212242678,False,True,502,100,0.2
32,MOEA-QR,1000,2,0.1,0.0,3931.9082871417604,100,1.8028600215911865,0.9999145282956562,0.06495333777850132,0.07032785060935046,False,True,502,100,0.2
33,MMEA-I,1000,2,0.1,0.0,3978.562065129386,100,0.1662980020046234,0.9999133814773428,0.17456691476778938,0.17557472543149363,False,True,502,100,0.2
34,MMEA-QR,1000,2,0.1,0.0,3660.1125237404517,100,0.5109019875526428,0.9999934991929149,0.09417146074480584,0.09465669104196943,False,True,502,100,0.2
35,FAST-LTS,1000,2,0.1,0.0,352.26599081291124,23,0.31100399792194366,0.9999935286054391,0.022581256495900495,0.023199835116691308,False,True,502,100,0.2
36,MOEA-I,1000,2,0.1,0.0,987.1976224842833,100,0.41634601354599,0.9999999540710832,0.28533108099198223,0.2853378632751742,False,True,502,100,0.2
37,MOEA-QR,1000,2,0.1,0.0,1053.346228663962,100,1.79379403591156,0.9999982610642254,0.04806784556451689,0.04814555106453098,False,True,502,100,0.2
38,MMEA-I,1000,2,0.1,0.0,1127.3816797152622,100,0.16813400387763977,0.999980093859402,0.32672704198267377,0.32686003012739634,False,True,502,100,0.2
39,MMEA-QR,1000,2,0.1,0.0,965.9512164994471,100,0.5005639791488647,0.9999999154676087,0.16442744063814344,0.16447883873408548,False,True,502,100,0.2
40,FAST-LTS,1000,2,0.1,0.0,4763.958866995759,15,0.3102819975465536,0.9993422884136836,1.1168323782511598,1.1188697836140924,False,True,502,100,0.2
41,MOEA-I,1000,2,0.1,0.0,11351.837826700721,100,0.4093340039253235,0.9999996826416832,0.28940915220036423,0.28947538738744416,False,True,502,100,0.2
42,MOEA-QR,1000,2,0.1,0.0,12574.414295810191,100,1.8080459833145142,0.9999709962681168,0.4726778150779535,0.47284231342459304,False,True,502,100,0.2
43,MMEA-I,1000,2,0.1,0.0,10847.412115161242,100,0.1662289947271347,0.9999761648885935,0.02931649232290845,0.03126673172793445,False,True,502,100,0.2
44,MMEA-QR,1000,2,0.1,0.0,11398.936692207522,100,0.5144219994544983,0.9999487391889599,0.2760123060423159,0.2765195703778294,False,True,502,100,0.2
45,FAST-LTS,1000,2,0.1,0.0,344.78938739762236,19,0.31211599707603455,0.9997675601703702,0.3916806203922647,0.39288024676117983,False,True,502,100,0.2
46,MOEA-I,1000,2,0.1,0.0,906.832396699579,100,0.41963401436805725,0.9999840758874652,0.21424987559534875,0.21440325916715391,False,True,502,100,0.2
47,MOEA-QR,1000,2,0.1,0.0,1002.8553517060657,100,1.8227380514144897,0.9999906800999669,0.15153270824840426,0.15168954134835183,False,True,502,100,0.2
48,MMEA-I,1000,2,0.1,0.0,1073.8501891759352,100,0.16811400651931763,0.9999817301807153,0.2634644997703559,0.2636465526560694,False,True,502,100,0.2
49,MMEA-QR,1000,2,0.1,0.0,923.043622818541,100,0.5126739740371704,0.999975494840585,0.0794825699406124,0.08012331117466034,False,True,502,100,0.2
50,FAST-LTS,1000,2,0.1,0.0,963.3679432083815,14,0.31000600941479206,0.9999858005626201,0.11972212677849177,0.12041676316916919,False,True,502,100,0.2
51,MOEA-I,1000,2,0.1,0.0,2609.448792060567,100,0.4058130085468292,0.999911894052296,0.3871378674697865,0.3875938363530198,False,True,502,100,0.2
52,MOEA-QR,1000,2,0.1,0.0,2542.2969698986335,100,1.8128600120544434,0.9999902745014891,0.25853788639181263,0.2587113878428312,False,True,502,100,0.2
53,MMEA-I,1000,2,0.1,0.0,3201.153545535171,100,0.16721799969673157,0.9998516626450823,0.28453904328729857,0.28562046403225083,False,True,502,100,0.2
54,MMEA-QR,1000,2,0.1,0.0,3044.3383979867085,100,0.5107899904251099,0.9999809487828888,0.18588653637900135,0.18613871831623052,False,True,502,100,0.2
55,FAST-LTS,1000,2,0.1,0.0,3483.279796877322,33,0.3135170042514801,0.9994990583088446,0.33027357848103145,0.33777921297523555,False,True,502,100,0.2
56,MOEA-I,1000,2,0.1,0.0,9687.835367691909,100,0.42052099108695984,0.9998564862397511,0.4950442955721568,0.4962961448441315,False,True,502,100,0.2
57,MOEA-QR,1000,2,0.1,0.0,11055.332730543869,100,1.812391996383667,0.999971884932733,1.2451965342539215,1.245249655240464,False,True,502,100,0.2
58,MMEA-I,1000,2,0.1,0.0,9587.931782868483,100,0.169173002243042,0.9995478505402702,0.6316740712689949,0.6343084587342929,False,True,502,100,0.2
59,MMEA-QR,1000,2,0.1,0.0,9750.489093519162,100,0.5104910135269165,0.9996620591551698,0.6723606864105254,0.6734600141657338,False,True,502,100,0.2
60,FAST-LTS,1000,2,0.1,0.0,86.82821483758154,26,0.3107710052281618,0.9999521224104743,0.013185892415282733,0.01980566795848418,False,True,502,100,0.2
61,MOEA-I,1000,2,0.1,0.0,217.83002072937444,100,0.4143660068511963,0.9999964675346525,0.09682475083024322,0.09691808598096148,False,True,502,100,0.2
62,MOEA-QR,1000,2,0.1,0.0,278.1330098107493,100,1.926231026649475,0.999999886802017,0.004394522117789177,0.004445742594248065,False,True,502,100,0.2
63,MMEA-I,1000,2,0.1,0.0,286.14009779161916,100,0.09022500365972519,0.9999959364675556,0.08172942492230964,0.08185481224258014,False,True,502,100,0.2
64,MMEA-QR,1000,2,0.1,0.0,256.8052524377756,100,0.5446469783782959,0.9999990167250814,0.08432609904589844,0.08434940101832988,False,True,502,100,0.2
65,FAST-LTS,1000,2,0.1,0.0,2162.883355271222,27,0.27995699644088745,0.9999306410187375,0.024714963205479307,0.029845439632942585,False,True,502,100,0.2
66,MOEA-I,1000,2,0.1,0.0,5679.181878620253,100,0.41183599829673767,0.9999914059831648,0.39799172468257893,0.3980932693068562,False,True,502,100,0.2
67,MOEA-QR,1000,2,0.1,0.0,5689.322127329198,100,1.9667420387268066,0.9999022932559575,0.03942864502476304,0.047151294395003804,False,True,502,100,0.2
68,MMEA-I,1000,2,0.1,0.0,5643.059162259542,100,0.11930400133132935,0.999982181274842,0.317923478097416,0.31825137294192823,False,True,502,100,0.2
69,MMEA-QR,1000,2,0.1,0.0,6018.800491383588,100,0.6170110106468201,0.9999898488607508,0.34079778505995095,0.34085867315957624,False,True,502,100,0.2
70,FAST-LTS,1000,2,0.1,0.0,7032.949493423688,30,0.19937399867922068,0.9997030301064044,1.547184197055341,1.547622561351738,False,True,502,100,0.2
71,MOEA-I,1000,2,0.1,0.0,19995.69113983035,100,0.30932000279426575,0.999260506524855,0.9222043860066106,0.9238169698398819,False,True,502,100,0.2
72,MOEA-QR,1000,2,0.1,0.0,18327.599624475035,100,2.130511999130249,0.9999697473939325,0.466865795401262,0.4670382692309557,False,True,502,100,0.2
73,MMEA-I,1000,2,0.1,0.0,19488.78048778994,100,0.13341699540615082,0.9998260960834306,0.3330248159443096,0.3340725945091382,False,True,502,100,0.2
74,MMEA-QR,1000,2,0.1,0.0,18503.656041988586,100,0.5574120283126831,0.9999968216889283,0.07766378359383593,0.07777631062828541,False,True,502,100,0.2
75,FAST-LTS,1000,2,0.1,0.0,886.4192275568523,20,0.26232000440359116,0.9999394489971728,0.10389128645563214,0.10538910839854278,False,True,502,100,0.2
76,MOEA-I,1000,2,0.1,0.0,2170.034283237561,100,0.3988089859485626,0.9999890459731601,0.16497857507519187,0.16540992395025716,False,True,502,100,0.2
77,MOEA-QR,1000,2,0.1,0.0,2480.0512177843916,100,1.8556660413742065,0.9999226949731931,0.00973683453123736,0.021335487052432572,False,True,502,100,0.2
78,MMEA-I,1000,2,0.1,0.0,2452.3879634837213,100,0.14844000339508057,0.9999846381775889,0.0030325776601953305,0.009294186763658055,False,True,502,100,0.2
79,MMEA-QR,1000,2,0.1,0.0,2256.0726715345363,100,0.512935996055603,0.99996190193614,0.021285392278231376,0.02646939708612738,False,True,502,100,0.2
80,FAST-LTS,1000,2,0.1,0.0,2138.1815878679045,21,0.27558999694883823,0.9992773224879885,0.24056993768861318,0.24730620460539024,False,True,502,100,0.2
81,MOEA-I,1000,2,0.1,0.0,6123.724037320648,100,0.4022670090198517,0.9999459850528316,0.5034546403122512,0.50374660424974,False,True,502,100,0.2
82,MOEA-QR,1000,2,0.1,0.0,5316.255227235351,100,2.0153470039367676,0.9999856852602304,0.6667924970179264,0.6669312310128324,False,True,502,100,0.2
83,MMEA-I,1000,2,0.1,0.0,6549.161026607557,100,0.15885700285434723,0.9998204867713328,0.671491177072418,0.6724298063729429,False,True,502,100,0.2
84,MMEA-QR,1000,2,0.1,0.0,5996.336541044471,100,0.49816998839378357,0.9999643613490994,0.34873553216744485,0.34914674547197333,False,True,502,100,0.2
85,FAST-LTS,1000,2,0.1,0.0,362.9877294098658,19,0.2768319984897971,0.9999912910449013,0.045955462192692864,0.04691156765760446,False,True,502,100,0.2
86,MOEA-I,1000,2,0.1,0.0,1088.5759701085044,100,0.400750994682312,0.9999828465821786,0.20670887536725424,0.20688207172928902,False,True,502,100,0.2
87,MOEA-QR,1000,2,0.1,0.0,1142.0244523416955,100,1.7167810201644897,0.9999991457025376,0.08536935216902469,0.08539004774783784,False,True,502,100,0.2
88,MMEA-I,1000,2,0.1,0.0,1034.9199308436982,100,0.1499370038509369,0.9999986876295722,0.02650121111362357,0.027075740246367632,False,True,502,100,0.2
89,MMEA-QR,1000,2,0.1,0.0,1221.8447632549473,100,0.5011460185050964,0.9999979837632729,0.28053387968486587,0.280611772925747,False,True,502,100,0.2
90,FAST-LTS,1000,2,0.1,0.0,6109.3109119588735,21,0.30260199680924416,0.9999657682132935,0.06222563686306082,0.07011135809397014,False,True,502,100,0.2
91,MOEA-I,1000,2,0.1,0.0,19499.309873773953,100,0.4008769989013672,0.9999993082984278,0.00788968481892971,0.014072690829960412,False,True,502,100,0.2
92,MOEA-QR,1000,2,0.1,0.0,16157.498992588155,100,1.7866369485855103,0.9996298898726625,0.5447719222581624,0.5462419464766519,False,True,502,100,0.2
93,MMEA-I,1000,2,0.1,0.0,17456.009528452047,100,0.14561299979686737,0.9999814851146556,0.28411717542151843,0.2844496831411525,False,True,502,100,0.2
94,MMEA-QR,1000,2,0.1,0.0,18612.334812410685,100,0.5707030296325684,0.9995467717036285,0.0786222713685881,0.0894710626445198,False,True,502,100,0.2
95,FAST-LTS,1000,2,0.1,0.0,3638.190944063799,27,0.2934300024062395,0.9997556666998925,0.17811950073660127,0.18262439793944676,False,True,502,100,0.2
96,MOEA-I,1000,2,0.1,0.0,10511.556993611752,100,0.4062890112400055,0.9994070714777331,0.9575762414670868,0.9589787597146797,False,True,502,100,0.2
97,MOEA-QR,1000,2,0.1,0.0,11087.393989677807,100,1.929142951965332,0.999927673711984,0.8170535165078707,0.8172346155954072,False,True,502,100,0.2
98,MMEA-I,1000,2,0.1,0.0,11778.38695021738,100,0.09395699948072433,0.9999138785040802,0.8194540907343266,0.8197493421356447,False,True,502,100,0.2
99,MMEA-QR,1000,2,0.1,0.0,11094.505316514607,100,0.5313779711723328,0.9999767693660637,1.0058043249012871,1.0059060158139432,False,True,502,100,0.2
100,FAST-LTS,1000,2,0.1,0.0,370.3557034458339,25,0.29132600128650665,0.999969442256303,0.2758840433302513,0.2765983941142059,False,True,502,100,0.2
101,MOEA-I,1000,2,0.1,0.0,1204.1444219782823,100,0.39219099283218384,0.999998234715137,0.1422959964141356,0.14242290497800728,False,True,502,100,0.2
102,MOEA-QR,1000,2,0.1,0.0,1333.400241815782,100,1.8238630294799805,0.9999972002730921,0.018917496361470467,0.019461314450067824,False,True,502,100,0.2
103,MMEA-I,1000,2,0.1,0.0,1215.8444051844353,100,0.15452300012111664,0.9999999635788198,0.09008372678710161,0.09011369693518291,False,True,502,100,0.2
104,MMEA-QR,1000,2,0.1,0.0,1008.460735585564,100,0.6242449879646301,0.9999958886359932,0.08902661517068916,0.08932866213820796,False,True,502,100,0.2
105,FAST-LTS,1000,2,0.1,0.0,361.97239243566537,19,0.28325898898765445,0.9999866677253963,0.10210307080280352,0.10257858836359535,False,True,502,100,0.2
106,MOEA-I,1000,2,0.1,0.0,1053.9184327941525,100,0.36700600385665894,0.9999913204571612,0.20139388340456307,0.20148082169541046,False,True,502,100,0.2
107,MOEA-QR,1000,2,0.1,0.0,1258.162910922018,100,1.8719680309295654,0.9999816297640964,0.11355518042187826,0.11389213825142451,False,True,502,100,0.2
108,MMEA-I,1000,2,0.1,0.0,1229.938135107669,100,0.1660189926624298,0.999976912498033,0.23093084691333118,0.23113121481599763,False,True,502,100,0.2
109,MMEA-QR,1000,2,0.1,0.0,1171.0266201601821,100,0.5151879787445068,0.9999872740365433,0.04523811980899716,0.04586000201495252,False,True,502,100,0.2
110,FAST-LTS,1000,2,0.1,0.0,348.19493247237165,17,0.29318200144916773,0.9997719584791461,0.10795530338993459,0.11223975553170246,False,True,502,100,0.2
111,MOEA-I,1000,2,0.1,0.0,999.1429389958369,100,0.3796130120754242,0.9999635497096522,0.31743154600774887,0.3176603177063474,False,True,502,100,0.2
112,MOEA-QR,1000,2,0.1,0.0,1032.1152409165322,100,1.9404230117797852,0.9999947848370301,0.30922172996727876,0.3092916846347289,False,True,502,100,0.2
113,MMEA-I,1000,2,0.1,0.0,1130.3965399558415,100,0.16550099849700928,0.999881865447686,0.31623073730552875,0.3169942444392016,False,True,502,100,0.2
114,MMEA-QR,1000,2,0.1,0.0,1088.7574587087865,100,0.5435439944267273,0.9999365528629622,0.2937133826000139,0.2941540197885537,False,True,502,100,0.2
115,FAST-LTS,1000,2,0.1,0.0,802.9452978290502,19,0.23852500319480896,0.9999193360356975,0.6884555445110507,0.6886929580999125,False,True,502,100,0.2
116,MOEA-I,1000,2,0.1,0.0,2295.676470106002,100,0.33216801285743713,0.9999050471390781,0.5865201156866999,0.5868610550908258,False,True,502,100,0.2
117,MOEA-QR,1000,2,0.1,0.0,2431.427652213637,100,1.9292789697647095,0.9999967730536357,0.31531566142018114,0.31534450954788473,False,True,502,100,0.2
118,MMEA-I,1000,2,0.1,0.0,2231.918785656683,100,0.16389200091362,0.9998905333699826,0.16476189706703415,0.16614088270577915,False,True,502,100,0.2
119,MMEA-QR,1000,2,0.1,0.0,2729.4029882889436,100,0.5041519999504089,0.9999040928187446,0.41659683699083633,0.41706591290372275,False,True,502,100,0.2
120,FAST-LTS,1000,2,0.1,0.0,3995.3938960528667,24,0.25782200414687395,0.9997964176910242,1.073842769118684,1.0743215980902205,False,True,502,100,0.2
121,MOEA-I,1000,2,0.1,0.0,10442.073644061991,100,0.3858110010623932,0.9995453124235353,0.009871683293865174,0.043766443267135906,False,True,502,100,0.2
122,MOEA-QR,1000,2,0.1,0.0,11810.36307592941,100,1.9101940393447876,0.9997465889204292,0.08029160252861564,0.08637688559452544,False,True,502,100,0.2
123,MMEA-I,1000,2,0.1,0.0,10029.820578546205,100,0.16837799549102783,0.9998358312914754,0.07376937541160355,0.07855643363940257,False,True,502,100,0.2
124,MMEA-QR,1000,2,0.1,0.0,10689.251333059434,100,0.5140259861946106,0.9999914714833181,0.2378487101003478,0.23795288619645133,False,True,502,100,0.2
125,FAST-LTS,1000,2,0.1,0.0,4691.496923348375,19,0.28505499521270394,0.9995928864461321,0.5982329474190847,0.6051149642247555,False,True,502,100,0.2
126,MOEA-I,1000,2,0.1,0.0,12984.250140809934,100,0.3634690046310425,0.9999898770752739,0.29989725609289564,0.30104582440290806,False,True,502,100,0.2
127,MOEA-QR,1000,2,0.1,0.0,13272.816702791823,100,1.904379963874817,0.999983851217887,0.19244497595654778,0.19627283004887727,False,True,502,100,0.2
128,MMEA-I,1000,2,0.1,0.0,13508.998234857938,100,0.14354799687862396,0.9994961363609492,0.2756160379029017,0.282685716660334,False,True,502,100,0.2
129,MMEA-QR,1000,2,0.1,0.0,12556.995764074847,100,0.4640679955482483,0.9999446464506327,0.5148695594013215,0.5153714322040186,False,True,502,100,0.2
130,FAST-LTS,1000,2,0.1,0.0,5562.166282797589,18,0.23798800026997924,0.9999879198609087,0.7215703997112592,0.7216180759537142,False,True,502,100,0.2
131,MOEA-I,1000,2,0.1,0.0,13928.245873042863,100,0.35329699516296387,0.9985492860014822,0.008734381024465221,0.07812622640575705,False,True,502,100,0.2
132,MOEA-QR,1000,2,0.1,0.0,15826.854437889502,100,1.8851139545440674,0.9996468861135418,0.5632043595796944,0.5657310234159381,False,True,502,100,0.2
133,MMEA-I,1000,2,0.1,0.0,12615.662017826991,100,0.16538000106811523,0.9985724767611248,0.10577794790307737,0.13147314739082047,False,True,502,100,0.2
134,MMEA-QR,1000,2,0.1,0.0,15926.824760492582,100,0.4727410078048706,0.9994294526243737,0.6198706757797067,0.6221313575307327,False,True,502,100,0.2
135,FAST-LTS,1000,2,0.1,0.0,97.47334844992639,15,0.2863500048406422,0.9999681315106937,0.04998009916841038,0.0513056617167169,False,True,502,100,0.2
136,MOEA-I,1000,2,0.1,0.0,386.4865886316387,100,0.3769040107727051,0.999921942175402,0.25416119329739195,0.2547767686133859,False,True,502,100,0.2
137,MOEA-QR,1000,2,0.1,0.0,284.9143406346994,100,1.9122639894485474,0.999999962791171,0.028217111524643623,0.028399780729293986,False,True,502,100,0.2
138,MMEA-I,1000,2,0.1,0.0,360.849025981585,100,0.16469800472259521,0.9999800806408903,0.24518061754261072,0.24535084112119868,False,True,502,100,0.2
139,MMEA-QR,1000,2,0.1,0.0,304.0820170427101,100,0.5126990079879761,0.999996865869825,0.05517609842256806,0.055385414597754555,False,True,502,100,0.2
140,FAST-LTS,1000,2,0.1,0.0,4184.792562560127,25,0.2664489932358265,0.9994221546927992,0.052071254613587754,0.0729390936237621,False,True,502,100,0.2
141,MOEA-I,1000,2,0.1,0.0,11867.799288018523,100,0.38709598779678345,0.9999794863566109,0.09675907427852769,0.09967659989215122,False,True,502,100,0.2
142,MOEA-QR,1000,2,0.1,0.0,12791.593032464065,100,1.8753520250320435,0.9999800970640058,0.1223014490898082,0.12361503867667771,False,True,502,100,0.2
143,MMEA-I,1000,2,0.1,0.0,14014.007765403778,100,0.1485469937324524,0.9999465593445711,0.8901588925376039,0.8902808025547985,False,True,502,100,0.2
144,MMEA-QR,1000,2,0.1,0.0,11851.379436476403,100,0.48611098527908325,0.999304688296465,1.0212206985872865,1.0225908075971857,False,True,502,100,0.2
145,FAST-LTS,1000,2,0.1,0.0,87.24018786087836,18,0.28588199988007545,0.9999999856381049,0.008834868202777716,0.013124810668540154,False,True,502,100,0.2
146,MOEA-I,1000,2,0.1,0.0,310.07999168678964,100,0.40539300441741943,0.999999890200097,0.1517150325626829,0.15177556726093896,False,True,502,100,0.2
147,MOEA-QR,1000,2,0.1,0.0,317.3518981320184,100,1.8454070091247559,0.9999999707720444,0.1661856741419815,0.16618674232010114,False,True,502,100,0.2
148,MMEA-I,1000,2,0.1,0.0,311.5149605660526,100,0.14499899744987488,0.9999988291741119,0.13318004346108925,0.13329062821781795,False,True,502,100,0.2
149,MMEA-QR,1000,2,0.1,0.0,313.93122728061724,100,0.495604008436203,0.9999999602138955,0.13364138857591362,0.13364739086493668,False,True,502,100,0.2
150,FAST-LTS,1000,2,0.1,0.0,4184.302559764525,23,0.2945879939943552,0.9997483605588381,0.48417979158079827,0.48549176370075725,False,True,502,100,0.2
151,MOEA-I,1000,2,0.1,0.0,10630.997834398097,100,0.3973880112171173,0.9999749372791761,0.0721410389701862,0.0732067665269729,False,True,502,100,0.2
152,MOEA-QR,1000,2,0.1,0.0,11254.359273189137,100,1.9459439516067505,0.9999067601251432,0.27500178672836084,0.2757111737031911,False,True,502,100,0.2
153,MMEA-I,1000,2,0.1,0.0,11025.118452239722,100,0.16101999580860138,0.9999578004549304,0.40578454226162797,0.40601084537160775,False,True,502,100,0.2
154,MMEA-QR,1000,2,0.1,0.0,11254.20225356179,100,0.518900990486145,0.9998032377470142,0.4716827745940996,0.4726955436632444,False,True,502,100,0.2
155,FAST-LTS,1000,2,0.1,0.0,1749.0812298195956,15,0.29026499250903726,0.999569683666979,0.06692683656704433,0.07967816556663038,False,True,502,100,0.2
156,MOEA-I,1000,2,0.1,0.0,5833.807908513714,100,0.41762399673461914,0.9998181371041976,0.3333505260428722,0.3345067141409821,False,True,502,100,0.2
157,MOEA-QR,1000,2,0.1,0.0,5085.704405486036,100,2.103450059890747,0.9999478665272384,0.10772193778503289,0.10867762924711563,False,True,502,100,0.2
158,MMEA-I,1000,2,0.1,0.0,4908.616639708198,100,0.12343200296163559,0.9999661474284274,0.23347537807884752,0.23377904866641472,False,True,502,100,0.2
159,MMEA-QR,1000,2,0.1,0.0,5230.696682716731,100,0.5210829973220825,0.9997137623652876,0.27304750618256984,0.27512440941062055,False,True,502,100,0.2
160,FAST-LTS,1000,2,0.1,0.0,5219.673308756968,19,0.2470720037817955,0.9998977574718692,0.6984208010552198,0.7015304744222387,False,True,502,100,0.2
161,MOEA-I,1000,2,0.1,0.0,14954.670586360126,100,0.3485879898071289,0.9996506642618639,0.08318315424404882,0.09146775421808903,False,True,502,100,0.2
162,MOEA-QR,1000,2,0.1,0.0,12613.399792682018,100,2.0146420001983643,0.9997818413807024,0.8904190916597399,0.8909249080769548,False,True,502,100,0.2
163,MMEA-I,1000,2,0.1,0.0,13795.308078372993,100,0.15828199684619904,0.9999842772281529,0.1753639790831446,0.17764976839999955,False,True,502,100,0.2
164,MMEA-QR,1000,2,0.1,0.0,14259.070323301246,100,0.7118430137634277,0.999994066361598,0.9070375670755562,0.9072783729276507,False,True,502,100,0.2
165,FAST-LTS,1000,2,0.1,0.0,1990.1112229687562,19,0.22885599313303828,0.9999717822473515,0.376027532379246,0.37699756871790335,False,True,502,100,0.2
166,MOEA-I,1000,2,0.1,0.0,7181.14107864829,100,0.3230369985103607,0.9999972507735405,0.75125290273996,0.7513490093889091,False,True,502,100,0.2
167,MOEA-QR,1000,2,0.1,0.0,6764.776160349773,100,2.089000940322876,0.9999987044796532,0.635018474882728,0.6350900075996969,False,True,502,100,0.2
168,MMEA-I,1000,2,0.1,0.0,6925.890268649211,100,0.12503400444984436,0.9999998480251382,0.7710054203632605,0.7710058331612261,False,True,502,100,0.2
169,MMEA-QR,1000,2,0.1,0.0,7004.855682048536,100,0.5581539869308472,0.9999967484749659,0.3284011170124007,0.32863024357696463,False,True,502,100,0.2
170,FAST-LTS,1000,2,0.1,0.0,2316.7376892505727,29,0.2247859975323081,0.99992390732992,0.33602391008964677,0.3364881106133651,False,True,502,100,0.2
171,MOEA-I,1000,2,0.1,0.0,7460.507239226861,100,0.3177349865436554,0.999951993512849,0.4097798822124599,0.4101291114466515,False,True,502,100,0.2
172,MOEA-QR,1000,2,0.1,0.0,7453.110518747357,100,1.7361830472946167,0.9999958205657659,0.6241655226529417,0.6241931060736323,False,True,502,100,0.2
