,algorithm,n,p,out,out_2model,rss,iter,time,cos,intercept_diff,l2,global_min,intercept,h_size,max_steps,leverage_ratio
5453,FAST-LTS,1000,10,0.1,0.0,1889.831675117805,36,0.12237999774515629,0.999792457383199,0.17818342643990312,0.1899253733713413,False,True,506,100,0.2
5454,FSA-I,1000,10,0.1,0.0,5171.749695464927,100,11.283221244812012,0.9997643043519959,0.5064103381748756,0.5111038894436125,False,True,506,100,0.2
5455,FSA-QR,1000,10,0.1,0.0,5486.629422858503,100,47.90056610107422,0.9996380861309918,0.09131698883661676,0.12487516742255146,False,True,506,100,0.2
5456,MOEA-I,1000,10,0.1,0.0,8958.077075709198,100,0.17292499542236328,0.9994933112857018,1.4689478551675168,1.4724449595969555,False,True,506,100,0.2
5457,MOEA-QR,1000,10,0.1,0.0,5379.632008092665,100,1.8488819599151611,0.9996627325984624,0.22206330446114747,0.23698787857649523,False,True,506,100,0.2
5458,MMEA-I,1000,10,0.1,0.0,9973.56969326573,100,0.03407499939203262,0.9992943517888863,1.6832586758000414,1.6875291856116816,False,True,506,100,0.2
5459,MMEA-QR,1000,10,0.1,0.0,5579.887502617985,100,0.5407990217208862,0.9996814558833633,0.23407106527183763,0.24738875316551504,False,True,506,100,0.2
5460,FAST-LTS,1000,10,0.1,0.0,4510.296899993878,25,0.12136600259691477,0.9994951198855242,0.4766353537064587,0.4872565644093728,False,True,506,100,0.2
5461,FSA-I,1000,10,0.1,0.0,14563.646021267787,100,11.35227108001709,0.9999265530858154,1.0602275926836313,1.0610229543594778,False,True,506,100,0.2
5462,FSA-QR,1000,10,0.1,0.0,13715.394263671673,100,47.78678512573242,0.9999339897852259,0.16193828896709317,0.1661515372981154,False,True,506,100,0.2
5463,MOEA-I,1000,10,0.1,0.0,12096.794977542797,100,0.16345499455928802,0.9938455372304601,0.9057752816949691,0.9831112455692892,False,True,506,100,0.2
5464,MOEA-QR,1000,10,0.1,0.0,14640.152421587652,100,1.8275120258331299,0.9999524630729123,0.7633227440937731,0.7639779666408945,False,True,506,100,0.2
5465,MMEA-I,1000,10,0.1,0.0,36795.76532162348,100,0.03411300107836723,0.9952344606962769,1.354037836928366,1.3927717234506563,False,True,506,100,0.2
5466,MMEA-QR,1000,10,0.1,0.0,14382.32852799334,100,0.5498679876327515,0.9999103552447346,0.9755624233898026,0.9765680027872687,False,True,506,100,0.2
5467,FAST-LTS,1000,10,0.1,0.0,2978.299157221947,34,0.12545199878513813,0.9995561414483994,1.0155212664426512,1.0199023854933649,False,True,506,100,0.2
5468,FSA-I,1000,10,0.1,0.0,9315.014255323698,100,11.245743751525879,0.9996301871591046,0.4991317647131921,0.5065161971700461,False,True,506,100,0.2
5469,FSA-QR,1000,10,0.1,0.0,8362.46055525237,100,48.11468505859375,0.9996760148039561,0.4746140231249273,0.4813880052980767,False,True,506,100,0.2
5470,MOEA-I,1000,10,0.1,0.0,13497.123630943597,100,0.17028699815273285,0.9990568713629009,1.713896942782499,1.7196344093459464,False,True,506,100,0.2
5471,MOEA-QR,1000,10,0.1,0.0,9664.304118184484,100,1.795706033706665,0.9996385652037258,0.8899276702484835,0.8939843843564722,False,True,506,100,0.2
5472,MMEA-I,1000,10,0.1,0.0,9977.126181382378,100,0.03415700048208237,0.9995242976872951,0.9635889599078846,0.968663407215606,False,True,506,100,0.2
5473,MMEA-QR,1000,10,0.1,0.0,8552.543258747965,100,0.5574129819869995,0.9994254013125058,0.062389208941409785,0.12402199305730624,False,True,506,100,0.2
5474,FAST-LTS,1000,10,0.1,0.0,6255.0141982854075,21,0.11913799680769444,0.9994831619948198,0.809515620647736,0.8168523219087628,False,True,506,100,0.2
5475,FSA-I,1000,10,0.1,0.0,18005.287392991853,100,11.280853271484375,0.9998952865570135,0.5469451217916407,0.5488894857743826,False,True,506,100,0.2
5476,FSA-QR,1000,10,0.1,0.0,17417.31954853831,100,48.27684020996094,0.9997002752557469,0.9628800187982941,0.9659641886922554,False,True,506,100,0.2
5477,MOEA-I,1000,10,0.1,0.0,14784.730864994848,100,0.15831300616264343,0.9997836055727755,1.1839809389525913,1.1861502751051733,False,True,506,100,0.2
5478,MOEA-QR,1000,10,0.1,0.0,16535.628192634624,100,1.7802029848098755,0.9998822377711252,0.6962315358509276,0.6979150452977048,False,True,506,100,0.2
5479,MMEA-I,1000,10,0.1,0.0,17550.03323967974,100,0.03410400077700615,0.999676665232454,1.248418747551852,1.251040692202052,False,True,506,100,0.2
5480,MMEA-QR,1000,10,0.1,0.0,17933.258123435648,100,0.549439013004303,0.9997247701520127,0.35636012721063903,0.36396978470169755,False,True,506,100,0.2
5481,FAST-LTS,1000,10,0.1,0.0,90.04045014021268,30,0.12421899847686291,0.9999656882411704,0.20169552609215108,0.20339446472078077,False,True,506,100,0.2
5482,FSA-I,1000,10,0.1,0.0,250.20921752830012,100,11.288281440734863,0.9999937091608614,0.11500553484735486,0.11556517143320666,False,True,506,100,0.2
5483,FSA-QR,1000,10,0.1,0.0,248.3951593906515,100,47.21250915527344,0.9999855828792562,0.13024490002429684,0.13145249205907425,False,True,506,100,0.2
5484,MOEA-I,1000,10,0.1,0.0,1637.801577089331,100,0.17892199754714966,0.9998455591226533,0.657900461671019,0.6605067638372009,False,True,506,100,0.2
5485,MOEA-QR,1000,10,0.1,0.0,270.5143497308268,100,1.7852710485458374,0.9999772682017175,0.10791452228076404,0.11013873861738757,False,True,506,100,0.2
5486,MMEA-I,1000,10,0.1,0.0,1085.6243012617074,100,0.034015998244285583,0.9998764263103744,0.4747067941992278,0.47781282825747656,False,True,506,100,0.2
5487,MMEA-QR,1000,10,0.1,0.0,277.29659333595635,100,0.5508909821510315,0.9999889284062224,0.0017968817767784612,0.015018919117103876,False,True,506,100,0.2
5488,FAST-LTS,1000,10,0.1,0.0,359.0485194656087,32,0.12309900019317865,0.9999248819848813,0.2176787125349091,0.2211022695605697,False,True,506,100,0.2
5489,FSA-I,1000,10,0.1,0.0,1062.18648656002,100,11.222009658813477,0.9999630130073708,0.07270081776134871,0.0776537565612994,False,True,506,100,0.2
5490,FSA-QR,1000,10,0.1,0.0,997.0263974721222,100,48.324981689453125,0.9999798135521875,0.07680103744035632,0.07948816106794442,False,True,506,100,0.2
5491,MOEA-I,1000,10,0.1,0.0,860.1894803080604,100,0.17634999752044678,0.9999212524572982,0.12874937070444273,0.13474544080394046,False,True,506,100,0.2
5492,MOEA-QR,1000,10,0.1,0.0,1132.6134721215806,100,1.863163948059082,0.9999528325573735,0.08421647880623045,0.08964118181227682,False,True,506,100,0.2
5493,MMEA-I,1000,10,0.1,0.0,359.96965099333005,100,0.03418499976396561,0.9997583175006258,0.0898823477772406,0.1136638012886109,False,True,506,100,0.2
5494,MMEA-QR,1000,10,0.1,0.0,980.1976407814051,100,0.5463669896125793,0.999974098581,0.0038190182492513006,0.02325928972612897,False,True,506,100,0.2
5495,FAST-LTS,1000,10,0.1,0.0,2202.611039579775,25,0.12796999886631966,0.9997001024856768,0.419411836899487,0.4265109933571635,False,True,506,100,0.2
5496,FSA-I,1000,10,0.1,0.0,5840.996113984963,100,11.252180099487305,0.9998878072733499,0.13667307259303452,0.14476593116283795,False,True,506,100,0.2
5497,FSA-QR,1000,10,0.1,0.0,6402.478426313979,100,47.251888275146484,0.9999199629057275,0.12289158313065889,0.12925612711231796,False,True,506,100,0.2
5498,MOEA-I,1000,10,0.1,0.0,4815.484739777176,100,0.16214600205421448,0.9996248092166603,0.7074678272023238,0.712750349529946,False,True,506,100,0.2
5499,MOEA-QR,1000,10,0.1,0.0,5949.04414289439,100,1.8365130424499512,0.9999430963421767,0.27506419345633637,0.2771257965857228,False,True,506,100,0.2
5500,MMEA-I,1000,10,0.1,0.0,6278.4488930850885,100,0.035061001777648926,0.9997501113542802,0.008828528170475192,0.07124377821057885,False,True,506,100,0.2
5501,MMEA-QR,1000,10,0.1,0.0,6237.740815034017,100,0.5469819903373718,0.9999019322066207,0.13082696706812572,0.13816743588653982,False,True,506,100,0.2
5502,FAST-LTS,1000,10,0.1,0.0,370.12620885670435,20,0.1206240002065897,0.9997641460801964,0.01849619818223891,0.07144345286231628,False,True,506,100,0.2
5503,FSA-I,1000,10,0.1,0.0,1215.7674497001735,100,11.243343353271484,0.9999734075166529,0.1357360716743229,0.13778428593981812,False,True,506,100,0.2
5504,FSA-QR,1000,10,0.1,0.0,1140.2539863561901,100,48.51087188720703,0.9999669502743174,0.12086881515919563,0.12358228731790478,False,True,506,100,0.2
5505,MOEA-I,1000,10,0.1,0.0,917.7994046084208,100,0.16706299781799316,0.9990466520627987,0.3528614077187236,0.3789308480766665,False,True,506,100,0.2
5506,MOEA-QR,1000,10,0.1,0.0,1030.9810743480316,100,1.8764339685440063,0.9999677048366721,0.14663119911412953,0.1488346957971707,False,True,506,100,0.2
5507,MMEA-I,1000,10,0.1,0.0,1589.3226921954367,100,0.0339369997382164,0.9992035214968306,0.1369310888452061,0.1876805590509216,False,True,506,100,0.2
5508,MMEA-QR,1000,10,0.1,0.0,1079.1985543653868,100,0.571045994758606,0.9999643444438068,0.1342862894726745,0.1369383730274229,False,True,506,100,0.2
5509,FAST-LTS,1000,10,0.1,0.0,832.3426410477394,32,0.12293100357055664,0.9996021094487474,0.4294336421648515,0.4386826148966818,False,True,506,100,0.2
5510,FSA-I,1000,10,0.1,0.0,2410.657697206301,100,11.298253059387207,0.9999504842942218,0.09675536595253247,0.10197668388503973,False,True,506,100,0.2
5511,FSA-QR,1000,10,0.1,0.0,2199.4967709663956,100,47.683143615722656,0.9999310220306017,0.05149448979595771,0.06354892391850032,False,True,506,100,0.2
5512,MOEA-I,1000,10,0.1,0.0,2511.134884158476,100,0.16015200316905975,0.9997294407942751,0.21745213685110934,0.22961114359351784,False,True,506,100,0.2
5513,MOEA-QR,1000,10,0.1,0.0,2315.9002863736405,100,1.802819013595581,0.9999613779222493,0.09692457995230966,0.10085811205181783,False,True,506,100,0.2
5514,MMEA-I,1000,10,0.1,0.0,2200.084185659979,100,0.034915000200271606,0.9997798176881292,0.21980039673689963,0.22964286678757817,False,True,506,100,0.2
5515,MMEA-QR,1000,10,0.1,0.0,2071.0185856235307,100,0.5524669885635376,0.9999218468764268,0.0808584887996277,0.09008752577637472,False,True,506,100,0.2
5516,FAST-LTS,1000,10,0.1,0.0,723.1764021723814,20,0.11966000217944384,0.9997404841139943,0.23440509867879572,0.24525324888089173,False,True,506,100,0.2
5517,FSA-I,1000,10,0.1,0.0,2039.409375461259,100,11.256278991699219,0.9999591274596145,0.10600643209998978,0.10981939239966355,False,True,506,100,0.2
5518,FSA-QR,1000,10,0.1,0.0,1899.200806990638,100,47.822689056396484,0.999934459955356,0.2900838862289109,0.29233807859665284,False,True,506,100,0.2
5519,MOEA-I,1000,10,0.1,0.0,1789.1491129644107,100,0.1606680005788803,0.9998167655673057,0.08227087753980938,0.10246569780727886,False,True,506,100,0.2
5520,MOEA-QR,1000,10,0.1,0.0,2185.7837913170397,100,1.8075430393218994,0.9999528715561751,0.1661244864247142,0.16895512117962944,False,True,506,100,0.2
5521,MMEA-I,1000,10,0.1,0.0,2032.7048267523646,100,0.034703001379966736,0.9997623766315512,0.20247448408595656,0.2139646406470277,False,True,506,100,0.2
5522,MMEA-QR,1000,10,0.1,0.0,2177.756744228227,100,0.5727329850196838,0.9999610278314843,0.08445801925524704,0.08896665289164538,False,True,506,100,0.2
5523,FAST-LTS,1000,10,0.1,0.0,4206.864864123461,20,0.1244879961013794,0.9993077800524747,0.2144718633013604,0.24486236190513982,False,True,506,100,0.2
5524,FSA-I,1000,10,0.1,0.0,12023.263600474565,100,11.22766399383545,0.9996993246148937,0.5635881895046173,0.5690645907824193,False,True,506,100,0.2
5525,FSA-QR,1000,10,0.1,0.0,11039.63102977031,100,47.810279846191406,0.9986866714582696,0.6415247881915495,0.6617349602327853,False,True,506,100,0.2
5526,MOEA-I,1000,10,0.1,0.0,13535.677746404728,100,0.15731999278068542,0.9996056071897347,1.1247185487609517,1.1282509374327434,False,True,506,100,0.2
5527,MOEA-QR,1000,10,0.1,0.0,10205.187014843492,100,1.82465398311615,0.9998008350547035,0.7567652528129034,0.7594083129654022,False,True,506,100,0.2
5528,MMEA-I,1000,10,0.1,0.0,12897.228757870073,100,0.03387000039219856,0.9996678926090524,0.8612055010920028,0.8651354222738866,False,True,506,100,0.2
5529,MMEA-QR,1000,10,0.1,0.0,11750.702642267377,100,0.5517849922180176,0.9993642617902437,0.090294647540651,0.1446266525638437,False,True,506,100,0.2
5530,FAST-LTS,1000,10,0.1,0.0,4996.5735539118505,19,0.12444699741899967,0.9988800121732093,0.7784739543608268,0.7928047448113535,False,True,506,100,0.2
5531,FSA-I,1000,10,0.1,0.0,13910.466813499286,100,11.22824764251709,0.9996954725313854,0.5712418621502259,0.576608391659841,False,True,506,100,0.2
5532,FSA-QR,1000,10,0.1,0.0,15305.92445501946,100,47.200103759765625,0.9997385612122076,0.4568031510713234,0.46252640896390634,False,True,506,100,0.2
5533,MOEA-I,1000,10,0.1,0.0,14565.554030447434,100,0.15994100272655487,0.9996914519376346,0.09138220001321148,0.12099699569527239,False,True,506,100,0.2
5534,MOEA-QR,1000,10,0.1,0.0,14914.383243700375,100,1.7579760551452637,0.9998655341084257,0.06473210713060217,0.08303234256097226,False,True,506,100,0.2
5535,MMEA-I,1000,10,0.1,0.0,12841.015016319247,100,0.034042999148368835,0.9992599964830677,0.06540066394182643,0.1389870072203426,False,True,506,100,0.2
5536,MMEA-QR,1000,10,0.1,0.0,14891.97178978203,100,0.5444160103797913,0.9997527490792035,0.4563202960323268,0.4617761289887434,False,True,506,100,0.2
5537,FAST-LTS,1000,10,0.1,0.0,2774.1172945281205,26,0.12301300279796124,0.9985907528871594,0.4143243551088778,0.44688618871539865,False,True,506,100,0.2
5538,FSA-I,1000,10,0.1,0.0,8454.211915531565,100,11.26855754852295,0.9996763629432608,0.47035046437844724,0.4771236867290167,False,True,506,100,0.2
5539,FSA-QR,1000,10,0.1,0.0,8396.034864816194,100,47.15467071533203,0.9996994740230679,0.23404920778087318,0.24708421879741282,False,True,506,100,0.2
5540,MOEA-I,1000,10,0.1,0.0,7993.190659239162,100,0.17709100246429443,0.99944531896644,0.21452645323222264,0.24016220166977614,False,True,506,100,0.2
5541,MOEA-QR,1000,10,0.1,0.0,7600.16039488868,100,1.8110320568084717,0.9996170646473274,0.1214041740286036,0.14939489738198888,False,True,506,100,0.2
5542,MMEA-I,1000,10,0.1,0.0,7876.169107150119,100,0.0343719981610775,0.9993836869158323,0.0007374964417712904,0.11217565111800112,False,True,506,100,0.2
5543,MMEA-QR,1000,10,0.1,0.0,8324.35041773981,100,0.5457159876823425,0.9998522806122012,0.2599536814884803,0.2656722478062829,False,True,506,100,0.2
5544,FAST-LTS,1000,10,0.1,0.0,3272.61763185151,28,0.12071099691092968,0.9989197909823936,0.7230382120395502,0.7378721913855849,False,True,506,100,0.2
5545,FSA-I,1000,10,0.1,0.0,10762.543456394804,100,11.246241569519043,0.9997029842483015,0.779485613742813,0.7833084388365517,False,True,506,100,0.2
5546,FSA-QR,1000,10,0.1,0.0,8526.380973053461,100,48.12607955932617,0.9998332662780673,0.39529357269172133,0.3995461171344211,False,True,506,100,0.2
5547,MOEA-I,1000,10,0.1,0.0,12435.671084749172,100,0.1625020056962967,0.9995628777328401,1.7487402606842086,1.7512452355724442,False,True,506,100,0.2
5548,MOEA-QR,1000,10,0.1,0.0,10631.894898709075,100,1.7953439950942993,0.9997540175526719,0.9223501824590504,0.9250549283038237,False,True,506,100,0.2
5549,MMEA-I,1000,10,0.1,0.0,14371.2191265565,100,0.034005001187324524,0.9993356393052327,1.75709941065544,1.7608834453443918,False,True,506,100,0.2
5550,MMEA-QR,1000,10,0.1,0.0,10428.000400883495,100,0.5542029738426208,0.9996694802191807,0.6994728473851354,0.7041925670571039,False,True,506,100,0.2
5551,FAST-LTS,1000,10,0.1,0.0,6387.304866474944,20,0.12183999828994274,0.9987256785784197,0.26342309459421454,0.30812209400687673,False,True,506,100,0.2
5552,FSA-I,1000,10,0.1,0.0,17409.174576336758,100,11.275901794433594,0.9994494224423381,0.5284424378430201,0.5387834398756116,False,True,506,100,0.2
5553,FSA-QR,1000,10,0.1,0.0,17226.138032341398,100,47.870967864990234,0.9995341845535122,0.2239603719636699,0.24391192361427552,False,True,506,100,0.2
5554,MOEA-I,1000,10,0.1,0.0,20527.007849281752,100,0.17099300026893616,0.9996437895365794,1.0840533062427344,1.0892963177550397,False,True,506,100,0.2
5555,MOEA-QR,1000,10,0.1,0.0,17311.221179320713,100,1.8065520524978638,0.999710749087847,0.061758613017131425,0.09825557484476914,False,True,506,100,0.2
5556,MMEA-I,1000,10,0.1,0.0,21134.000055234053,100,0.034171998500823975,0.9982263592772631,1.8732352319360848,1.88274003323176,False,True,506,100,0.2
5557,MMEA-QR,1000,10,0.1,0.0,17362.041959269423,100,0.572471022605896,0.9996092681666807,0.2991908490135372,0.31205385314288475,False,True,506,100,0.2
5558,FAST-LTS,1000,10,0.1,0.0,5642.77867649973,27,0.12162000313401222,0.9994608404582824,0.23787663363560368,0.2595418343219407,False,True,506,100,0.2
5559,FSA-I,1000,10,0.1,0.0,17878.13951734624,100,11.24229621887207,0.999824832733696,0.7810332646700515,0.783271680851102,False,True,506,100,0.2
5560,FSA-QR,1000,10,0.1,0.0,15257.766482762741,100,47.425537109375,0.9998493149513332,0.47174208243629867,0.4750254850809098,False,True,506,100,0.2
5561,MOEA-I,1000,10,0.1,0.0,15609.586897739795,100,0.1631699949502945,0.999642196306316,0.29075510910835145,0.3031556329730337,False,True,506,100,0.2
5562,MOEA-QR,1000,10,0.1,0.0,15387.76269442345,100,1.7600890398025513,0.9997794460402318,0.6235101222847732,0.6270385538878419,False,True,506,100,0.2
5563,MMEA-I,1000,10,0.1,0.0,18712.687084178266,100,0.033987998962402344,0.9995763358873017,0.11229724427223453,0.145062881475085,False,True,506,100,0.2
5564,MMEA-QR,1000,10,0.1,0.0,16229.096748771548,100,0.5555850267410278,0.9996260485115054,0.43798338224010647,0.44643493917843347,False,True,506,100,0.2
5565,FAST-LTS,1000,10,0.1,0.0,3023.64967612046,23,0.12361799739301205,0.9997963051607591,0.6239208070291127,0.6271879882775496,False,True,506,100,0.2
5566,FSA-I,1000,10,0.1,0.0,8940.22491082504,100,11.2425537109375,0.9998527579021831,0.6400698638920368,0.6423830410911358,False,True,506,100,0.2
5567,FSA-QR,1000,10,0.1,0.0,8120.691235790793,100,48.17620086669922,0.9999075640177187,0.5328840978616561,0.5346261989699486,False,True,506,100,0.2
5568,MOEA-I,1000,10,0.1,0.0,9158.242744766927,100,0.16313399374485016,0.9991860982753459,1.4193670586570373,1.4251646975077612,False,True,506,100,0.2
5569,MOEA-QR,1000,10,0.1,0.0,8853.63173185916,100,1.806188941001892,0.9998761368479606,0.727956365923647,0.7296877549306402,False,True,506,100,0.2
5570,MMEA-I,1000,10,0.1,0.0,8567.09909221449,100,0.034012001007795334,0.9995471866602339,1.5273205237008542,1.5302856164684517,False,True,506,100,0.2
5571,MMEA-QR,1000,10,0.1,0.0,8408.401416856537,100,0.5557389855384827,0.9998031413106444,0.7225509965310603,0.7253249836614941,False,True,506,100,0.2
5572,FAST-LTS,1000,10,0.1,0.0,1378.026475528772,18,0.12298900075256824,0.9998501851390781,0.21287537165534798,0.22070948207956406,False,True,506,100,0.2
