algorithm,n,p,out,out_2model,rss,iter,time,intercept,h_size,max_steps,leverage_ratio
MOEA-QR-BAB,15,5,0.1,1.0,113.66755965681715,870,0.002603000029921532,True,10,100,0.2
BAB,15,5,0.1,1.0,113.66755965681715,1277,0.002816000021994114,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,113.66755965681709,2852,1.9501440525054927,True,10,100,0.2
BSA,15,5,0.1,1.0,113.66755965681709,2852,1.968629002571106,True,10,100,0.2
EXACT,15,5,0.1,1.0,113.66755965681715,0,0.007880999706685543,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,7.194890828593586,951,0.0027960001025348897,True,10,100,0.2
BAB,15,5,0.1,1.0,7.194890828593586,1210,0.002795000094920397,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,7.194890828593528,18259,2.380577087402344,True,10,100,0.2
BSA,15,5,0.1,1.0,7.194890828593528,18259,2.3843350410461426,True,10,100,0.2
EXACT,15,5,0.1,1.0,7.194890828593558,0,0.00781199987977743,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,0.6645278561967831,657,0.0017900000093504784,True,10,100,0.2
BAB,15,5,0.1,1.0,0.6645278561967831,1224,0.0026050000451505184,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,0.6645278561967799,3069,1.8877840042114256,True,10,100,0.2
BSA,15,5,0.1,1.0,0.6645278561967799,3069,1.9100810289382932,True,10,100,0.2
EXACT,15,5,0.1,1.0,0.6645278561967839,0,0.00787500012665987,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,3.792360847333661,730,0.001999000087380409,True,10,100,0.2
BAB,15,5,0.1,1.0,3.792360847333661,1327,0.0034670000895857807,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,3.7923608473336574,9424,2.448858976364136,True,10,100,0.2
BSA,15,5,0.1,1.0,3.7923608473336574,9424,2.443557977676392,True,10,100,0.2
EXACT,15,5,0.1,1.0,3.792360847333668,0,0.008309000171720982,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,15.792998022169769,731,0.0023660000879317518,True,10,100,0.2
BAB,15,5,0.1,1.0,15.792998022169769,1265,0.002850000048056245,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,15.792998022169757,5859,2.1674320697784424,True,10,100,0.2
BSA,15,5,0.1,1.0,15.792998022169757,5859,2.1873619556426998,True,10,100,0.2
EXACT,15,5,0.1,1.0,15.792998022169757,0,0.007915999740362167,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,57.877305786434526,764,0.002219999907538295,True,10,100,0.2
BAB,15,5,0.1,1.0,57.877305786434526,1208,0.0029319999739527702,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,57.877305786434356,11842,2.352480888366699,True,10,100,0.2
BSA,15,5,0.1,1.0,57.877305786434356,11842,2.361634969711304,True,10,100,0.2
EXACT,15,5,0.1,1.0,57.877305786434476,0,0.007918000221252441,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,20.302807761382933,789,0.002237000036984682,True,10,100,0.2
BAB,15,5,0.1,1.0,20.302807761382933,1407,0.0035429999697953467,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,20.30280776138287,5084,2.1338160037994385,True,10,100,0.2
BSA,15,5,0.1,1.0,20.30280776138287,5084,2.147268056869507,True,10,100,0.2
EXACT,15,5,0.1,1.0,20.302807761382876,0,0.00786499958485365,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,13.4078184916782,777,0.002098999917507172,True,10,100,0.2
BAB,15,5,0.1,1.0,13.4078184916782,1222,0.003104999894276261,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,13.407818491678178,6541,2.166156053543091,True,10,100,0.2
BSA,15,5,0.1,1.0,13.407818491678178,6541,2.167135000228882,True,10,100,0.2
EXACT,15,5,0.1,1.0,13.407818491678182,0,0.00792699959129095,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,8.466669016919951,737,0.0023350000847131014,True,10,100,0.2
BAB,15,5,0.1,1.0,8.466669016919951,1229,0.002494999906048179,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,8.466669016919912,9920,2.17557692527771,True,10,100,0.2
BSA,15,5,0.1,1.0,8.466669016919912,9920,2.1784350872039795,True,10,100,0.2
EXACT,15,5,0.1,1.0,8.466669016919905,0,0.007953999564051628,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,6.771008542726622,735,0.0020979999098926787,True,10,100,0.2
BAB,15,5,0.1,1.0,6.771008542726622,1288,0.002546000061556697,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,6.771008542726617,10850,2.106098890304565,True,10,100,0.2
BSA,15,5,0.1,1.0,6.771008542726617,10850,2.0869269371032715,True,10,100,0.2
EXACT,15,5,0.1,1.0,6.771008542726619,0,0.007925000041723251,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,40.28978211649785,842,0.0020920000970363613,True,10,100,0.2
BAB,15,5,0.1,1.0,40.28978211649785,1263,0.00330400001257658,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,40.28978211649781,7936,2.225481986999512,True,10,100,0.2
BSA,15,5,0.1,1.0,40.28978211649781,7936,2.256330966949463,True,10,100,0.2
EXACT,15,5,0.1,1.0,40.28978211649769,0,0.007943999953567982,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,93.24190349249253,845,0.002684999955818057,True,10,100,0.2
BAB,15,5,0.1,1.0,93.24190349249253,1240,0.003169999923557043,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,93.24190349249253,5673,2.172769069671631,True,10,100,0.2
BSA,15,5,0.1,1.0,93.24190349249253,5673,2.1885430812835693,True,10,100,0.2
EXACT,15,5,0.1,1.0,93.24190349249253,0,0.007946000434458256,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,3.709164688204496,758,0.002271000063046813,True,10,100,0.2
BAB,15,5,0.1,1.0,3.709164688204496,1251,0.003627999918535352,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,3.709164688204498,4681,2.277862071990967,True,10,100,0.2
BSA,15,5,0.1,1.0,3.709164688204498,4681,2.280245065689087,True,10,100,0.2
EXACT,15,5,0.1,1.0,3.7091646882044977,0,0.007880999706685543,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,43.49369484950272,863,0.002518000081181526,True,10,100,0.2
BAB,15,5,0.1,1.0,43.49369484950272,1212,0.002746999962255359,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,43.49369484950269,9858,2.059820890426636,True,10,100,0.2
BSA,15,5,0.1,1.0,43.49369484950269,9858,2.0501680374145512,True,10,100,0.2
EXACT,15,5,0.1,1.0,43.49369484950272,0,0.008023000322282314,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,46.18048299815368,837,0.002416000002995133,True,10,100,0.2
BAB,15,5,0.1,1.0,46.18048299815368,1292,0.003715000115334988,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,46.18048299815362,4588,2.129524946212769,True,10,100,0.2
BSA,15,5,0.1,1.0,46.18048299815362,4588,2.1295289993286133,True,10,100,0.2
EXACT,15,5,0.1,1.0,46.180482998153664,0,0.007962999865412712,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,15.057210264373744,770,0.002242000075057149,True,10,100,0.2
BAB,15,5,0.1,1.0,15.057210264373744,1213,0.002775999950245023,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,15.057210264373719,12958,2.0737979412078857,True,10,100,0.2
BSA,15,5,0.1,1.0,15.057210264373719,12958,2.082015991210937,True,10,100,0.2
EXACT,15,5,0.1,1.0,15.05721026437375,0,0.008018000051379206,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,1.0001136654919536,604,0.0019610000308603053,True,10,100,0.2
BAB,15,5,0.1,1.0,1.0001136654919536,1269,0.003251000074669719,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,1.0001136654919545,7781,2.34437894821167,True,10,100,0.2
BSA,15,5,0.1,1.0,1.0001136654919545,7781,2.3440320491790767,True,10,100,0.2
EXACT,15,5,0.1,1.0,1.0001136654919538,0,0.007910000160336494,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,0.5096914048379602,807,0.00241499999538064,True,10,100,0.2
BAB,15,5,0.1,1.0,0.5096914048379602,1211,0.0028770000208169218,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,0.5096914048379451,16027,2.0544779300689697,True,10,100,0.2
BSA,15,5,0.1,1.0,0.5096914048379451,16027,2.0684769153594966,True,10,100,0.2
EXACT,15,5,0.1,1.0,0.5096914048380103,0,0.007968000136315823,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,2.799687264646165,686,0.0019290000200271609,True,10,100,0.2
BAB,15,5,0.1,1.0,2.799687264646165,1215,0.0028669999446719885,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,2.7996872646461397,13733,2.1063671112060547,True,10,100,0.2
BSA,15,5,0.1,1.0,2.7996872646461397,13733,1.99537205696106,True,10,100,0.2
EXACT,15,5,0.1,1.0,2.7996872646461566,0,0.007261999882757664,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,1.5109855520621194,771,0.0021840000990778208,True,10,100,0.2
BAB,15,5,0.1,1.0,1.5109855520621194,1268,0.002876000013202429,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,1.5109855520621165,8184,2.0801711082458496,True,10,100,0.2
BSA,15,5,0.1,1.0,1.5109855520621165,8184,2.084513902664185,True,10,100,0.2
EXACT,15,5,0.1,1.0,1.5109855520621278,0,0.0073219998739659795,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,8.087187259377188,638,0.002174000022932887,True,10,100,0.2
BAB,15,5,0.1,1.0,8.087187259377188,1238,0.002815000014379621,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,8.087187259377178,10013,2.02189302444458,True,10,100,0.2
BSA,15,5,0.1,1.0,8.087187259377178,10013,2.017754077911377,True,10,100,0.2
EXACT,15,5,0.1,1.0,8.087187259377206,0,0.007294999901205301,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,52.42730227443761,848,0.0026360000483691692,True,10,100,0.2
BAB,15,5,0.1,1.0,52.42730227443761,1220,0.002920999890193343,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,52.42730227443761,8928,1.9894020557403564,True,10,100,0.2
BSA,15,5,0.1,1.0,52.42730227443761,8928,2.0005900859832764,True,10,100,0.2
EXACT,15,5,0.1,1.0,52.4273022744376,0,0.0074640000239014626,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,10.447885380033494,518,0.0015879999846220016,True,10,100,0.2
BAB,15,5,0.1,1.0,10.447885380033494,1213,0.002891999902203679,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,10.447885380033473,12586,2.069416046142578,True,10,100,0.2
BSA,15,5,0.1,1.0,10.447885380033473,12586,2.067599058151245,True,10,100,0.2
EXACT,15,5,0.1,1.0,10.447885380033485,0,0.0072650001384317875,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,13.526575622243383,652,0.0019030000548809765,True,10,100,0.2
BAB,15,5,0.1,1.0,13.526575622243383,1391,0.0036299999337643385,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,13.526575622243385,17422,2.3981359004974365,True,10,100,0.2
BSA,15,5,0.1,1.0,13.526575622243385,17422,2.3904659748077397,True,10,100,0.2
EXACT,15,5,0.1,1.0,13.526575622243431,0,0.007368999999016523,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,9.401944225343193,761,0.0019650000613182783,True,10,100,0.2
BAB,15,5,0.1,1.0,9.401944225343193,1392,0.002882000058889389,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,9.40194422534308,8897,2.060098886489868,True,10,100,0.2
BSA,15,5,0.1,1.0,9.40194422534308,8897,2.070971965789795,True,10,100,0.2
EXACT,15,5,0.1,1.0,9.40194422534315,0,0.007519000209867954,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,20.68645149621261,675,0.0020590000785887237,True,10,100,0.2
BAB,15,5,0.1,1.0,20.68645149621261,1242,0.0029800001066178088,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,20.686451496212584,9145,2.0681068897247314,True,10,100,0.2
BSA,15,5,0.1,1.0,20.686451496212584,9145,2.075299024581909,True,10,100,0.2
EXACT,15,5,0.1,1.0,20.686451496212626,0,0.0074970000423491,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,19.557893539969033,738,0.0024770000018179412,True,10,100,0.2
BAB,15,5,0.1,1.0,19.557893539969033,1490,0.003078999929130077,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,19.557893539968973,7750,1.9962329864501955,True,10,100,0.2
BSA,15,5,0.1,1.0,19.557893539968973,7750,2.0157480239868164,True,10,100,0.2
EXACT,15,5,0.1,1.0,19.557893539969,0,0.0074189999140799046,True,10,100,0.2
MOEA-QR-BAB,15,5,0.1,1.0,2.815887718282694,687,0.0016710000345483422,True,10,100,0.2
BAB,15,5,0.1,1.0,2.815887718282694,1229,0.002422000048682093,True,10,100,0.2
MOEA-QR-BSA,15,5,0.1,1.0,2.815887718282677,5983,1.917616963386536,True,10,100,0.2
BSA,15,5,0.1,1.0,2.815887718282677,5983,1.9177420139312744,True,10,100,0.2
EXACT,15,5,0.1,1.0,2.8158877182826867,0,0.007447000127285719,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,11.257679174788553,680,0.0018830000190064309,True,10,100,0.2
BAB,15,5,0.3,1.0,11.257679174788553,1457,0.003237999975681305,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,11.682352631868945,6448,1.9399960041046145,True,10,100,0.2
BSA,15,5,0.3,1.0,11.682352631868945,6448,1.9354259967803955,True,10,100,0.2
EXACT,15,5,0.3,1.0,11.257679174788539,0,0.007515000179409982,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,75.31462435564923,642,0.001753999968059361,True,10,100,0.2
BAB,15,5,0.3,1.0,75.31462435564923,1216,0.002850000048056245,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,75.31462435564923,5425,2.085724115371704,True,10,100,0.2
BSA,15,5,0.3,1.0,75.31462435564923,5425,2.052093029022217,True,10,100,0.2
EXACT,15,5,0.3,1.0,75.31462435564936,0,0.007534000091254711,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,46.67204921699521,681,0.0017350000562146304,True,10,100,0.2
BAB,15,5,0.3,1.0,46.67204921699521,1230,0.0024810000322759147,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,46.6720492169952,6386,1.819260001182556,True,10,100,0.2
BSA,15,5,0.3,1.0,46.6720492169952,6386,1.8154640197753904,True,10,100,0.2
EXACT,15,5,0.3,1.0,46.67204921699525,0,0.007406999822705984,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,189.93689360014045,841,0.0018820000113919375,True,10,100,0.2
BAB,15,5,0.3,1.0,189.93689360014045,1215,0.002389000030234456,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,189.93689360014042,10447,2.082437038421631,True,10,100,0.2
BSA,15,5,0.3,1.0,189.93689360014042,10447,2.1004478931426998,True,10,100,0.2
EXACT,15,5,0.3,1.0,189.93689360014054,0,0.007331000175327063,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,4.622488951232986,703,0.001841000048443675,True,10,100,0.2
BAB,15,5,0.3,1.0,4.622488951232986,1212,0.002309999894350767,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,4.6224889512329765,26133,2.133620023727417,True,10,100,0.2
BSA,15,5,0.3,1.0,4.6224889512329765,26133,2.137356996536255,True,10,100,0.2
EXACT,15,5,0.3,1.0,4.6224889512329925,0,0.007517999969422817,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,8.332855778697045,588,0.002189999911934137,True,10,100,0.2
BAB,15,5,0.3,1.0,8.332855778697045,1210,0.002157999901100993,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,8.33285577869702,8494,1.9752969741821291,True,10,100,0.2
BSA,15,5,0.3,1.0,8.33285577869702,8494,2.0113270282745357,True,10,100,0.2
EXACT,15,5,0.3,1.0,8.33285577869703,0,0.0073620001785457126,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,154.2435251505319,774,0.0019789999350905423,True,10,100,0.2
BAB,15,5,0.3,1.0,154.2435251505319,1367,0.003444999922066927,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,154.24352515053172,5208,1.8572889566421509,True,10,100,0.2
BSA,15,5,0.3,1.0,154.24352515053172,5208,1.8537460565567017,True,10,100,0.2
EXACT,15,5,0.3,1.0,154.2435251505319,0,0.00737700005993247,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,10.224830628088798,690,0.0019320000428706405,True,10,100,0.2
BAB,15,5,0.3,1.0,10.224830628088798,1213,0.002575000049546361,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,10.224830628088776,12338,1.93129301071167,True,10,100,0.2
BSA,15,5,0.3,1.0,10.224830628088776,12338,1.9228299856185915,True,10,100,0.2
EXACT,15,5,0.3,1.0,10.224830628088784,0,0.007466999813914298,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,9.064692512131339,634,0.002076999982818961,True,10,100,0.2
BAB,15,5,0.3,1.0,9.064692512131339,1220,0.002920999890193343,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,9.064692512131316,6448,1.8873770236968996,True,10,100,0.2
BSA,15,5,0.3,1.0,9.064692512131316,6448,1.8651549816131592,True,10,100,0.2
EXACT,15,5,0.3,1.0,9.06469251213133,0,0.0074860001914203176,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,27.070988284006127,631,0.0017160000279545786,True,10,100,0.2
BAB,15,5,0.3,1.0,27.070988284006127,1228,0.0023310000542551283,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,27.070988284005946,7657,1.974364995956421,True,10,100,0.2
BSA,15,5,0.3,1.0,27.070988284005946,7657,1.9916870594024656,True,10,100,0.2
EXACT,15,5,0.3,1.0,27.070988284006155,0,0.007433999795466661,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,129.15937681547095,641,0.002186999889090657,True,10,100,0.2
BAB,15,5,0.3,1.0,129.15937681547095,1252,0.003109999932348728,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,129.15937681547084,7843,2.0686609745025635,True,10,100,0.2
BSA,15,5,0.3,1.0,129.15937681547084,7843,2.096057891845703,True,10,100,0.2
EXACT,15,5,0.3,1.0,129.15937681547092,0,0.007428000215440989,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,57.6651473857464,766,0.0025069999974220987,True,10,100,0.2
BAB,15,5,0.3,1.0,57.6651473857464,1286,0.0030640000477433205,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,57.665147385746316,14291,2.154162883758545,True,10,100,0.2
BSA,15,5,0.3,1.0,57.665147385746316,14291,2.154205083847046,True,10,100,0.2
EXACT,15,5,0.3,1.0,57.6651473857464,0,0.007555999793112278,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,127.55598076068632,723,0.0017450000159442425,True,10,100,0.2
BAB,15,5,0.3,1.0,127.55598076068632,1446,0.0038910000585019593,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,127.55598076068623,4092,2.0030651092529297,True,10,100,0.2
BSA,15,5,0.3,1.0,127.55598076068623,4092,1.9959640502929688,True,10,100,0.2
EXACT,15,5,0.3,1.0,127.55598076068638,0,0.007455999962985516,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,101.5170898258699,1083,0.0027970001101493835,True,10,100,0.2
BAB,15,5,0.3,1.0,101.5170898258699,1242,0.003387999953702092,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,101.51708982586985,14415,2.121655941009521,True,10,100,0.2
BSA,15,5,0.3,1.0,101.51708982586985,14415,2.10290002822876,True,10,100,0.2
EXACT,15,5,0.3,1.0,101.51708982586989,0,0.00761700002476573,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,62.13882273027272,652,0.002176000038161874,True,10,100,0.2
BAB,15,5,0.3,1.0,62.13882273027272,1378,0.0037879999727010727,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,62.138822730272636,5363,1.811655044555664,True,10,100,0.2
BSA,15,5,0.3,1.0,62.138822730272636,5363,1.81802499294281,True,10,100,0.2
EXACT,15,5,0.3,1.0,62.13882273027266,0,0.007360999938100576,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,36.491673172668,607,0.0019409999949857595,True,10,100,0.2
BAB,15,5,0.3,1.0,36.491673172668,1275,0.002371999900788069,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,36.49167317266797,12431,2.006234884262085,True,10,100,0.2
BSA,15,5,0.3,1.0,36.49167317266797,12431,1.985097050666809,True,10,100,0.2
EXACT,15,5,0.3,1.0,36.491673172668,0,0.00742099992930889,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,34.632253863149245,617,0.001833999995142221,True,10,100,0.2
BAB,15,5,0.3,1.0,34.632253863149245,1283,0.0027650000993162394,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,34.63225386314928,6262,1.9947270154953003,True,10,100,0.2
BSA,15,5,0.3,1.0,34.63225386314928,6262,1.9964549541473389,True,10,100,0.2
EXACT,15,5,0.3,1.0,34.63225386314922,0,0.007974999956786633,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,98.25662370324436,684,0.002435999922454357,True,10,100,0.2
BAB,15,5,0.3,1.0,98.25662370324436,1458,0.003053999971598387,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,98.25662370324416,9269,2.146392107009888,True,10,100,0.2
BSA,15,5,0.3,1.0,98.25662370324416,9269,2.1350669860839844,True,10,100,0.2
EXACT,15,5,0.3,1.0,98.25662370324429,0,0.007550000213086605,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,57.1166431418019,704,0.002343999920412898,True,10,100,0.2
BAB,15,5,0.3,1.0,57.1166431418019,1210,0.0028029999230057,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,57.116643141801845,10075,1.9958850145339968,True,10,100,0.2
BSA,15,5,0.3,1.0,57.116643141801845,10075,2.001210927963257,True,10,100,0.2
EXACT,15,5,0.3,1.0,57.11664314180194,0,0.0074720000848174095,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,21.933737035774527,732,0.0020409999415278435,True,10,100,0.2
BAB,15,5,0.3,1.0,21.933737035774527,1238,0.002771999919787049,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,21.933737035774485,8804,1.8667149543762207,True,10,100,0.2
BSA,15,5,0.3,1.0,21.933737035774485,8804,1.8735640048980715,True,10,100,0.2
EXACT,15,5,0.3,1.0,21.933737035774477,0,0.007476000115275383,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,148.1794616770528,1162,0.003037000074982643,True,10,100,0.2
BAB,15,5,0.3,1.0,148.1794616770528,1335,0.003800000064074993,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,148.1794616770527,11594,2.368725061416626,True,10,100,0.2
BSA,15,5,0.3,1.0,148.1794616770527,11594,2.375247001647949,True,10,100,0.2
EXACT,15,5,0.3,1.0,148.17946167705273,0,0.008255000226199627,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,7.001409953570915,538,0.001567999948747456,True,10,100,0.2
BAB,15,5,0.3,1.0,7.001409953570915,1214,0.002797999884933233,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,7.001409953570902,17267,2.3460559844970703,True,10,100,0.2
BSA,15,5,0.3,1.0,7.001409953570902,17267,2.3417348861694336,True,10,100,0.2
EXACT,15,5,0.3,1.0,7.001409953570918,0,0.008158000186085701,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,8.286065748399063,763,0.0024109999649226665,True,10,100,0.2
BAB,15,5,0.3,1.0,8.286065748399063,1217,0.002692000009119511,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,8.286065748399002,10354,2.0721418857574463,True,10,100,0.2
BSA,15,5,0.3,1.0,8.286065748399002,10354,2.040050983428955,True,10,100,0.2
EXACT,15,5,0.3,1.0,8.286065748399043,0,0.00801400002092123,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,13.97336627193697,764,0.0020230000372976065,True,10,100,0.2
BAB,15,5,0.3,1.0,13.97336627193697,1221,0.0029849999118596315,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,13.973366271936994,11160,2.229552984237671,True,10,100,0.2
BSA,15,5,0.3,1.0,13.973366271936994,11160,2.281240940093994,True,10,100,0.2
EXACT,15,5,0.3,1.0,13.973366271936994,0,0.008058999665081501,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,67.32020758473665,619,0.0021649999544024467,True,10,100,0.2
BAB,15,5,0.3,1.0,67.32020758473665,1238,0.0031820000149309635,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,67.32020758473664,9920,2.18943190574646,True,10,100,0.2
BSA,15,5,0.3,1.0,67.32020758473664,9920,2.2112081050872803,True,10,100,0.2
EXACT,15,5,0.3,1.0,67.32020758473664,0,0.008112000301480293,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,55.597693613584674,750,0.002251999918371439,True,10,100,0.2
BAB,15,5,0.3,1.0,55.597693613584674,1257,0.00291300006210804,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,55.59769361358474,10044,2.0877699851989746,True,10,100,0.2
BSA,15,5,0.3,1.0,55.59769361358474,10044,2.076529026031494,True,10,100,0.2
EXACT,15,5,0.3,1.0,55.597693613584816,0,0.008011000230908394,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,33.10093208890848,694,0.0020089999306946997,True,10,100,0.2
BAB,15,5,0.3,1.0,33.10093208890848,1221,0.0031930000986903906,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,33.100932088908394,5642,1.9596649408340452,True,10,100,0.2
BSA,15,5,0.3,1.0,33.100932088908394,5642,1.99972403049469,True,10,100,0.2
EXACT,15,5,0.3,1.0,33.100932088908465,0,0.00802799966186285,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,5.151162184024878,565,0.0019890000112354755,True,10,100,0.2
BAB,15,5,0.3,1.0,5.151162184024878,1433,0.003837999887764454,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,5.151162184024863,11098,2.0723130702972408,True,10,100,0.2
BSA,15,5,0.3,1.0,5.151162184024863,11098,2.0691208839416504,True,10,100,0.2
EXACT,15,5,0.3,1.0,5.151162184024886,0,0.007956000044941902,True,10,100,0.2
MOEA-QR-BAB,15,5,0.3,1.0,28.564896184231287,629,0.0016820000018924475,True,10,100,0.2
BAB,15,5,0.3,1.0,28.564896184231287,1299,0.002975000068545341,True,10,100,0.2
MOEA-QR-BSA,15,5,0.3,1.0,28.5648961842313,9269,2.079477071762085,True,10,100,0.2
BSA,15,5,0.3,1.0,28.5648961842313,9269,2.1135571002960205,True,10,100,0.2
