,algorithm,n,p,out,out_2model,rss,iter,time,cos,intercept_diff,l2,global_min,intercept,h_size,num_starts_subsets,leverage_ratio
160,FAST-LTS,500,2,0.1,0.0,2245.7599673722075,11,0.029728999827057127,0.9999388913464592,2.1044852432830385,2.10482664123896,False,True,252,50,0.2
163,MMEA-QR,500,2,0.1,0.0,6891.893121913832,40,1.536916971206665,0.9998900702102828,0.7772832994736263,0.7777863626525904,False,True,252,50,0.2
164,MOEA-QR,500,2,0.1,0.0,6926.234163192232,40,8.381125450134277,0.9997974381019454,1.7741106249663952,1.7744488195310442,False,True,252,50,0.2
165,FAST-LTS,500,2,0.1,0.0,723.6770397771146,14,0.026595999486744404,0.9999867761553904,0.2628520880575305,0.2638041642967077,False,True,252,50,0.2
168,MMEA-QR,500,2,0.1,0.0,2292.0539711420747,40,1.5201669931411743,0.9999997362240736,0.13835517999285116,0.1383996818230318,False,True,252,50,0.2
169,MOEA-QR,500,2,0.1,0.0,2164.589056129517,40,8.344812393188478,0.999996651129452,0.1478709570125033,0.14791671720363256,False,True,252,50,0.2
170,FAST-LTS,500,2,0.1,0.0,987.182637073411,18,0.028229000512510538,0.9993684819074644,0.2504924392766422,0.2582597909945613,False,True,252,50,0.2
173,MMEA-QR,500,2,0.1,0.0,2784.525402791179,40,1.5637929439544678,0.999950480515458,0.33167219248185603,0.3320415847367345,False,True,252,50,0.2
174,MOEA-QR,500,2,0.1,0.0,2901.7524576553274,40,8.276799201965332,0.9999846284648564,0.16839694521840134,0.16896107103093702,False,True,252,50,0.2
175,FAST-LTS,500,2,0.1,0.0,773.5978860533825,12,0.026345999911427498,0.9998818743306228,0.11062279723864248,0.11311647497657087,False,True,252,50,0.2
178,MMEA-QR,500,2,0.1,0.0,2746.775769834844,40,1.516090989112854,0.9998335125210106,0.18528156380897565,0.18834357997078446,False,True,252,50,0.2
179,MOEA-QR,500,2,0.1,0.0,2484.252898676823,40,8.370601654052733,0.9998219160739704,0.5113219929845048,0.5124745078214905,False,True,252,50,0.2
180,FAST-LTS,500,2,0.1,0.0,1970.5378599482315,12,0.02648199955001473,0.9997782633447602,0.33168797099060543,0.3352478173812384,False,True,252,50,0.2
183,MMEA-QR,500,2,0.1,0.0,5656.397491085869,40,1.5234270095825195,0.999704137134868,0.19118282430335296,0.1946506152808923,False,True,252,50,0.2
184,MOEA-QR,500,2,0.1,0.0,4940.80651213114,40,8.29716682434082,0.9995714670805472,0.02204311028676962,0.047492721248065306,False,True,252,50,0.2
185,FAST-LTS,500,2,0.1,0.0,2270.6410859962025,12,0.025992000475525856,0.9992292564756028,0.2367580641118835,0.2432782726098092,False,True,252,50,0.2
188,MMEA-QR,500,2,0.1,0.0,5952.020659774123,40,1.5187629461288452,0.999993184712184,0.11990931014927801,0.12002431140237553,False,True,252,50,0.2
189,MOEA-QR,500,2,0.1,0.0,5819.969514986493,40,8.254143714904785,0.9998654439922016,0.4179088970676327,0.418670550729723,False,True,252,50,0.2
190,FAST-LTS,500,2,0.1,0.0,984.8347481243133,17,0.0293270000256598,0.9996417722261658,1.2304497580730682,1.2312992856912224,False,True,252,50,0.2
193,MMEA-QR,500,2,0.1,0.0,3014.8597833376825,40,1.5182290077209473,0.9996447030723592,0.2286325838747193,0.2317687214259844,False,True,252,50,0.2
194,MOEA-QR,500,2,0.1,0.0,2983.420070075352,40,8.200838088989258,0.9999737969349384,0.7323961977037251,0.7330443919617552,False,True,252,50,0.2
195,FAST-LTS,500,2,0.1,0.0,3053.1109635201487,25,0.02837499929592013,0.9988394898400159,0.3589917144375374,0.3651999468657063,False,True,252,50,0.2
198,MMEA-QR,500,2,0.1,0.0,9376.154876721825,40,1.400642991065979,0.9999412679654576,0.8034168284694911,0.8037788863309656,False,True,252,50,0.2
199,MOEA-QR,500,2,0.1,0.0,9206.08768184744,40,7.866305828094482,0.9998958057046768,0.270338121415418,0.2717534251366133,False,True,252,50,0.2
200,FAST-LTS,500,5,0.1,0.0,1967.6076938792864,13,0.03500000014901161,0.9983109205868248,0.6279087707403028,0.6415946487328521,False,True,253,50,0.2
203,MMEA-QR,500,5,0.1,0.0,5334.044037342331,40,2.062927007675171,0.9993700163673022,0.2855993329978659,0.2967482131415561,False,True,253,50,0.2
204,MOEA-QR,500,5,0.1,0.0,5510.868196284996,40,8.452799797058105,0.9996719643106154,0.2288859203666448,0.2361795355971579,False,True,253,50,0.2
205,FAST-LTS,500,5,0.1,0.0,1896.180810557727,11,0.03729799948632717,0.9987074925067247,0.0010455477633493082,0.11417355830336287,False,True,253,50,0.2
208,MMEA-QR,500,5,0.1,0.0,5836.916765671977,40,2.04919695854187,0.9997049534627449,0.8737520676439896,0.8754469164967389,False,True,253,50,0.2
209,MOEA-QR,500,5,0.1,0.0,5276.118718578471,40,8.440424919128418,0.999680974941175,0.17033226702517207,0.1794531132199876,False,True,253,50,0.2
210,FAST-LTS,500,5,0.1,0.0,40.99906453578644,16,0.03356499969959259,0.9999928852801868,0.055443446890465306,0.0574362165772518,False,True,253,50,0.2
213,MMEA-QR,500,5,0.1,0.0,137.0143808917093,40,2.0691940784454346,0.9999847226703812,0.004823119955901095,0.014130493464069202,False,True,253,50,0.2
214,MOEA-QR,500,5,0.1,0.0,134.96357645589347,40,9.088227272033693,0.9999880667945784,0.012894097456075572,0.01720638916124581,False,True,253,50,0.2
215,FAST-LTS,500,5,0.1,0.0,45.47536339282559,14,0.03651299979537725,0.9999771098870603,0.00037712728855825514,0.01523021257255194,False,True,253,50,0.2
218,MMEA-QR,500,5,0.1,0.0,143.3938213383584,40,2.0386319160461426,0.9999983552211508,0.07258653261270599,0.07270174352603584,False,True,253,50,0.2
219,MOEA-QR,500,5,0.1,0.0,145.90650409182751,40,8.811274528503418,0.9999999465401928,0.06222240114713853,0.0622284197180277,False,True,253,50,0.2
220,FAST-LTS,500,5,0.1,0.0,2710.109418745072,19,0.038669001311063766,0.999112044289424,0.6810679209445016,0.687698589496122,False,True,253,50,0.2
223,MMEA-QR,500,5,0.1,0.0,7497.3583932943875,40,2.0361590385437007,0.9990182016935684,0.004883514577039283,0.09947772146707297,False,True,253,50,0.2
224,MOEA-QR,500,5,0.1,0.0,7702.218809659212,40,8.464008331298826,0.9984765261529178,0.4356346466794017,0.4528629055130676,False,True,253,50,0.2
225,FAST-LTS,500,5,0.1,0.0,638.4738094639904,17,0.03837400116026402,0.9996463248804384,1.029412024776876,1.0311353610268492,False,True,253,50,0.2
228,MMEA-QR,500,5,0.1,0.0,1905.7798877052685,40,2.059377908706665,0.9996818973143756,0.5179812775100299,0.5210651726950978,False,True,253,50,0.2
229,MOEA-QR,500,5,0.1,0.0,1757.3410992545441,40,8.450834274291992,0.9999318212144448,0.3845143245364229,0.3855399740163416,False,True,253,50,0.2
230,FAST-LTS,500,5,0.1,0.0,3098.729971585392,13,0.03495599888265133,0.9964777193107408,0.13641388174874694,0.2349155633959112,False,True,253,50,0.2
233,MMEA-QR,500,5,0.1,0.0,8618.889449083228,40,2.045380115509033,0.9975672577223746,1.5729741885957689,1.5807379006086684,False,True,253,50,0.2
234,MOEA-QR,500,5,0.1,0.0,9339.385930563925,40,8.380834579467772,0.9992954925022116,0.3313126420953769,0.34253679556032923,False,True,253,50,0.2
235,FAST-LTS,500,5,0.1,0.0,42.57863462664411,19,0.040383999235928066,0.9999879435670274,0.22173819294482272,0.2220107525072,False,True,253,50,0.2
238,MMEA-QR,500,5,0.1,0.0,131.8006660203687,40,2.051300048828125,0.9999974298062828,0.03168246557364505,0.03219238691608535,False,True,253,50,0.2
239,MOEA-QR,500,5,0.1,0.0,132.15341512452915,40,9.467991828918457,0.9999829596306172,0.042452948586560325,0.044414436346586816,False,True,253,50,0.2
240,FAST-LTS,500,5,0.1,0.0,1480.227673491339,23,0.04552799928933382,0.9990876019740716,0.587140578081528,0.5960382792923903,False,True,253,50,0.2
243,MMEA-QR,500,5,0.1,0.0,4388.124573263641,40,2.233638048171997,0.9997189188005494,0.5759597453484027,0.5784388911606999,False,True,253,50,0.2
244,MOEA-QR,500,5,0.1,0.0,4606.123669003463,40,8.557183265686035,0.9999308104022874,0.3628504819732927,0.3638102466144102,False,True,253,50,0.2
245,FAST-LTS,500,5,0.1,0.0,164.71751998369172,21,0.03842800110578537,0.9999481508677628,0.3234241464223181,0.3242812723835223,False,True,253,50,0.2
248,MMEA-QR,500,5,0.1,0.0,462.32227133735296,40,2.0312349796295166,0.9999892641929532,0.06381093927557592,0.06501530075970899,False,True,253,50,0.2
249,MOEA-QR,500,5,0.1,0.0,504.58525337975,40,8.507401466369629,0.9999866871552636,0.12813989156608768,0.12867742872793145,False,True,253,50,0.2
250,FAST-LTS,20,2,0.3,0.0,154.526048295703,3,0.0024209999974118546,0.9884720279406048,0.7893170427178259,0.8314640306262465,False,True,12,50,0.2
253,MMEA-QR,20,2,0.3,0.0,143.84121046371143,5,0.0050559998489916325,0.9949085663877076,2.4634381705616564,2.469235414752766,False,True,12,50,0.2
254,MOEA-QR,20,2,0.3,0.0,143.84121046371143,6,0.008325000293552877,0.9949085663877074,2.4634381705616546,2.469235414752765,False,True,12,50,0.2
255,FAST-LTS,20,2,0.3,0.0,180.41587091792618,3,0.0004100000005564653,0.9449592927285488,4.983915998384137,5.008196661984493,False,True,12,50,0.2
258,MMEA-QR,20,2,0.3,0.0,180.4158709179261,9,0.006585999857634306,0.9449592927285492,4.983915998384137,5.008196661984493,False,True,12,50,0.2
259,MOEA-QR,20,2,0.3,0.0,180.4158709179261,4,0.009703000076115131,0.9449592927285491,4.98391599838414,5.008196661984495,False,True,12,50,0.2
260,FAST-LTS,20,2,0.3,0.0,17.7965748652102,5,0.00046699998711119406,0.9955779354437124,1.5741795677727628,1.5814738135214366,False,True,12,50,0.2
263,MMEA-QR,20,2,0.3,0.0,17.79657486521016,5,0.0066570001654326924,0.9955779354437124,1.5741795677727677,1.5814738135214417,False,True,12,50,0.2
264,MOEA-QR,20,2,0.3,0.0,17.796574865210165,7,0.008484999649226665,0.9955779354437126,1.5741795677727644,1.5814738135214377,False,True,12,50,0.2
265,FAST-LTS,20,2,0.3,0.0,167.78315310058596,4,0.0004300000073271804,0.999411537150095,1.966664696072301,1.9677907532819088,False,True,12,50,0.2
268,MMEA-QR,20,2,0.3,0.0,167.7831531005859,4,0.006626000162214041,0.999411537150095,1.9666646960723024,1.9677907532819092,False,True,12,50,0.2
269,MOEA-QR,20,2,0.3,0.0,167.783153100586,6,0.009007999673485756,0.999411537150095,1.966664696072304,1.9677907532819117,False,True,12,50,0.2
270,FAST-LTS,20,2,0.3,0.0,11.79174170489044,4,0.0005120000096212607,0.9999824837898827,0.07286514854625059,0.07340770634823998,False,True,12,50,0.2
273,MMEA-QR,20,2,0.3,0.0,11.791741704890425,5,0.0061809998005628594,0.9999824837898827,0.07286514854624859,0.07340770634823808,False,True,12,50,0.2
274,MOEA-QR,20,2,0.3,0.0,11.79174170489042,4,0.007371000014245509,0.9999824837898827,0.07286514854625215,0.07340770634824158,False,True,12,50,0.2
275,FAST-LTS,20,2,0.3,0.0,18.670847119100404,6,0.0004650000009860378,0.9994786315003156,0.7787160655303719,0.7803297193740544,False,True,12,50,0.2
278,MMEA-QR,20,2,0.3,0.0,18.670847119100394,5,0.007596000097692013,0.9994786315003156,0.7787160655303726,0.7803297193740552,False,True,12,50,0.2
279,MOEA-QR,20,2,0.3,0.0,18.670847119100397,7,0.009065000340342522,0.9994786315003156,0.7787160655303752,0.7803297193740577,False,True,12,50,0.2
280,FAST-LTS,20,2,0.3,0.0,176.73006115985282,3,0.00044199999319971534,0.9997977193187488,0.2611089772381981,0.2628025351639906,False,True,12,50,0.2
283,MMEA-QR,20,2,0.3,0.0,176.07250937182823,3,0.005601000040769577,0.9999070627755172,1.7588420226764634,1.7590794685105795,False,True,12,50,0.2
284,MOEA-QR,20,2,0.3,0.0,176.07250937182823,5,0.009585999883711338,0.9999070627755172,1.7588420226764645,1.7590794685105806,False,True,12,50,0.2
