,algorithm,n,p,out,out_2model,rss,iter,time,cos,intercept_diff,l2,global_min,intercept,h_size,num_starts_subsets,leverage_ratio,tmp2,tmp4,tmp5,tmp6,tmp7,tmp8
1212,FAST-LTS-MOEA-QR,500,6,0.3,1.0,14047.238541592966,17,8.997591018676758,0.9999626069042468,0.29862616894161176,0.2993705341109874,False,True,253,50,0.2,20,30,20,8.0,30,16.8
1213,MMEA-QR,500,6,0.3,1.0,11939.641464673414,40,2.1971390247344966,0.9996752926355872,0.5530353654739713,0.5559676994716694,False,True,253,50,0.2,20,30,26,20.0,30,2.0
1214,MOEA-QR,500,6,0.3,1.0,13490.140959731903,40,8.918905258178711,0.9995712983295336,0.5482385999356307,0.5522905439796977,False,True,253,50,0.2,20,30,29,20.0,30,2.0
1215,FAST-LTS,500,6,0.3,1.0,5022.048252627918,29,0.0382719999179244,0.9992835038951432,1.4194959622648111,1.4247638906108018,False,True,253,50,0.2,15,22,21,14.5,22,5.949999999999999
1216,FAST-LTS-MMEA-QR,500,6,0.3,1.0,15729.735685837486,22,2.318525075912476,0.9993906667088732,2.011647182835977,2.0143709207766443,False,True,253,50,0.2,8,30,22,11.0,30,12.1
1217,FAST-LTS-MOEA-QR,500,6,0.3,1.0,14240.805416960206,7,8.940938949584961,0.9996056657106844,2.130766364194116,2.132081317938322,False,True,253,50,0.2,20,30,20,8.0,30,6.8
1218,MMEA-QR,500,6,0.3,1.0,13986.165987914264,40,2.217087984085083,0.9991452205912016,3.0530884232095867,3.0550551621171516,False,True,253,50,0.2,20,30,27,20.0,30,10.0
1219,MOEA-QR,500,6,0.3,1.0,13783.950613147646,40,8.992830276489258,0.9994311190276912,3.1547481228069083,3.156753828279297,False,True,253,50,0.2,20,30,26,20.0,30,8.0
1220,FAST-LTS,500,6,0.3,1.0,2054.7090676254347,22,0.04114499967545271,0.9993621947157182,0.3817343818431572,0.3901165833713899,False,True,253,50,0.2,11,17,16,11.0,17,6.1
1221,FAST-LTS-MMEA-QR,500,6,0.3,1.0,12608.843408641676,23,2.343545913696289,0.9998457339845972,1.9558966022325028,1.956793942807439,False,True,253,50,0.2,8,30,23,11.5,30,18.65
1222,FAST-LTS-MOEA-QR,500,6,0.3,1.0,11941.449778099528,5,9.017495155334473,0.9993281073658136,0.6808812111551287,0.6891446649945204,False,True,253,50,0.2,20,30,20,8.0,30,4.8
1223,MMEA-QR,500,6,0.3,1.0,15099.504420097757,40,2.1970200538635254,0.9983483231777592,1.021321422797656,1.034451305991282,False,True,253,50,0.2,20,30,22,20.0,30,7.0
1224,MOEA-QR,500,6,0.3,1.0,15047.648481474274,40,8.914069175720215,0.9995603405321818,2.138102741078612,2.1397426119496488,False,True,253,50,0.2,20,30,24,20.0,30,9.0
1225,FAST-LTS,500,6,0.3,1.0,640.7449986470095,20,0.0440499996766448,0.9999933946819992,0.2115832366716041,0.21201865299346204,False,True,253,50,0.2,10,15,14,10.0,15,5.0
1226,FAST-LTS-MMEA-QR,500,6,0.3,1.0,10270.584138847087,19,2.296689033508301,0.9999262907621668,2.053373382575954,2.0535585175660205,False,True,253,50,0.2,8,30,19,9.5,30,7.449999999999999
1227,FAST-LTS-MOEA-QR,500,6,0.3,1.0,11175.745695587402,10,8.848465919494629,0.9998840131139388,1.726991047605655,1.7273556666141616,False,True,253,50,0.2,20,30,21,8.0,30,9.8
1228,MMEA-QR,500,6,0.3,1.0,8080.725803340758,40,2.2817471027374268,0.9999589709272958,1.6200132721546157,1.6201450779240223,False,True,253,50,0.2,20,30,29,20.0,30,11.0
1229,MOEA-QR,500,6,0.3,1.0,9018.905144151886,40,9.009137153625488,0.999979478171148,1.240112255275791,1.240202818316415,False,True,253,50,0.2,20,30,24,20.0,30,8.0
1230,FAST-LTS,500,6,0.3,1.0,3237.0199382986925,17,0.0418060002848506,0.999597869610882,0.7190697056092934,0.7218798510517748,False,True,253,50,0.2,9,13,11,8.5,13,3.3499999999999996
1231,FAST-LTS-MMEA-QR,500,6,0.3,1.0,38327.48818885505,24,2.363001108169556,0.9981603308210906,5.590213879876655,5.592827061894397,False,True,253,50,0.2,8,30,24,12.0,30,3.1999999999999993
1232,FAST-LTS-MOEA-QR,500,6,0.3,1.0,38345.287566071966,5,8.992386817932129,0.9981811556092082,5.5128451357984805,5.515615360754938,False,True,253,50,0.2,20,30,20,8.0,30,4.8
1233,MMEA-QR,500,6,0.3,1.0,31694.64432946279,40,2.2243540287017822,0.999466205632744,5.218154748606454,5.219514030586451,False,True,253,50,0.2,20,30,22,20.0,30,7.0
1234,MOEA-QR,500,6,0.3,1.0,44091.976915195286,40,8.753594398498535,0.9972747298320837,7.03848809511998,7.041560227986772,False,True,253,50,0.2,20,30,29,20.0,30,11.0
1235,FAST-LTS,500,6,0.3,1.0,70.59796344282567,16,0.03983799926936626,0.9999881247696072,0.11701429468231155,0.11752286571905572,False,True,253,50,0.2,8,12,8,8.0,12,3.8
1236,FAST-LTS-MMEA-QR,500,6,0.3,1.0,3129.5581225171254,29,2.338184118270874,0.9999464527818964,0.4675282591015811,0.4681275802250784,False,True,253,50,0.2,8,30,29,14.5,30,5.949999999999999
1237,FAST-LTS-MOEA-QR,500,6,0.3,1.0,3002.4252911438093,9,9.221172332763672,0.9999107041845248,0.6044457352151438,0.60518527588549,False,True,253,50,0.2,20,30,22,8.0,30,8.8
1238,MMEA-QR,500,6,0.3,1.0,3083.139467049298,40,2.2308180332183842,0.9997024098471357,0.7181909829989059,0.7202627533184905,False,True,253,50,0.2,20,30,23,20.0,30,8.0
1239,MOEA-QR,500,6,0.3,1.0,3734.6764298083567,40,9.000293731689453,0.9998884918055811,0.7637988871618063,0.7645302767241658,False,True,253,50,0.2,20,30,25,20.0,30,2.0
1240,FAST-LTS,500,6,0.3,1.0,316.79541014748906,10,0.03430600091814995,0.9999934601834642,0.07401841701240075,0.0746367976419564,False,True,253,50,0.2,5,8,6,5.0,8,1.5
1241,FAST-LTS-MMEA-QR,500,6,0.3,1.0,20265.808453458205,20,2.362795114517212,0.9999900546010451,2.7349752616632657,2.735009032904021,False,True,253,50,0.2,8,30,20,10.0,30,17.0
1242,FAST-LTS-MOEA-QR,500,6,0.3,1.0,18813.887031638787,4,8.92540168762207,0.9999842466715582,2.3770790760937053,2.377113250235293,False,True,253,50,0.2,20,30,23,8.0,30,3.8
1243,MMEA-QR,500,6,0.3,1.0,13091.639768698256,40,2.199110984802246,0.9999392006811224,1.8703574661006739,1.8705207457331587,False,True,253,50,0.2,20,30,20,20.0,30,8.0
1244,MOEA-QR,500,6,0.3,1.0,15604.574419795868,40,8.841304779052734,0.9999562097393726,2.536449665712724,2.5365442120787596,False,True,253,50,0.2,20,30,28,20.0,30,3.0
1245,FAST-LTS,500,6,0.3,1.0,731.907781912871,17,0.04439599998295307,0.999956911086485,0.3769456120771793,0.3775296528771395,False,True,253,50,0.2,9,13,11,8.5,13,2.3499999999999996
1246,FAST-LTS-MMEA-QR,500,6,0.3,1.0,2877.065123895983,12,2.2900409698486333,0.9998198061019636,0.05544756948618315,0.0722258326474857,False,True,253,50,0.2,8,30,12,6.0,30,19.6
1247,FAST-LTS-MOEA-QR,500,6,0.3,1.0,2540.916165605145,10,8.9334077835083,0.999994765303047,0.2750309132428095,0.27512892854917914,False,True,253,50,0.2,20,30,25,8.0,30,9.8
1248,MMEA-QR,500,6,0.3,1.0,2312.596994816924,40,2.010123014450073,0.9999865631592698,0.05288474409593688,0.054148990214085285,False,True,253,50,0.2,20,30,23,20.0,30,4.0
1249,MOEA-QR,500,6,0.3,1.0,2552.379201118466,40,8.233305931091309,0.9999794947032294,0.4806278225776669,0.4808459868686979,False,True,253,50,0.2,20,30,24,20.0,30,2.0
1250,FAST-LTS,20,3,0.45,1.0,42.45921612413692,4,0.002514000065275468,0.9970440356821184,1.5247347706386816,1.5310254977666615,False,True,12,50,0.2,2,3,2,2.0,3,0.19999999999999996
1251,FAST-LTS-MMEA-QR,20,3,0.45,1.0,40.715882863288826,5,0.033429000526666634,0.9979987850731992,2.115637244516115,2.117143519533817,False,True,12,50,0.2,2,6,5,2.5,6,-0.25
1252,FAST-LTS-MOEA-QR,20,3,0.45,1.0,40.715882863288826,0,0.007172999903559685,0.9979987850731992,2.1156372445161127,2.117143519533814,False,True,12,50,0.2,2,3,2,0.7999999999999998,3,-0.7199999999999999
1253,MMEA-QR,20,3,0.45,1.0,40.715882863288826,2,0.006000000052154064,0.9979987850731992,2.115637244516116,2.1171435195338173,False,True,12,50,0.2,1,2,1,1.0,2,0.09999999999999998
1254,MOEA-QR,20,3,0.45,1.0,40.715882863288826,9,0.007515000179409982,0.9979987850731992,2.115637244516116,2.1171435195338173,False,True,12,50,0.2,5,7,6,4.5,7,0.9500000000000002
1255,FAST-LTS,20,3,0.45,1.0,39.044794333831575,4,0.0004400000070745591,-0.9727856201824864,0.9685339195677504,1.9377666684050063,False,True,12,50,0.2,2,3,2,2.0,3,0.19999999999999996
1256,FAST-LTS-MMEA-QR,20,3,0.45,1.0,39.044794333831575,3,0.005991000216454268,-0.972785620182486,0.9685339195677491,1.9377666684050059,False,True,12,50,0.2,2,6,3,1.5,6,2.65
1257,FAST-LTS-MOEA-QR,20,3,0.45,1.0,39.044794333831575,2,0.007222000043839215,-0.972785620182486,0.96853391956775,1.9377666684050063,False,True,12,50,0.2,4,6,4,1.3999999999999995,6,1.7400000000000004
1258,MMEA-QR,20,3,0.45,1.0,39.044794333831575,4,0.005863000173121691,-0.9727856201824864,0.9685339195677496,1.9377666684050059,False,True,12,50,0.2,2,3,2,2.0,3,0.19999999999999996
1259,MOEA-QR,20,3,0.45,1.0,39.044794333831575,6,0.006982000079005957,-0.9727856201824864,0.96853391956775,1.9377666684050063,False,True,12,50,0.2,3,5,3,3.0,5,0.2999999999999998
1260,FAST-LTS,20,3,0.45,1.0,33.66717508161817,5,0.00047600000107195234,0.9999889188980337,0.6156991250928933,0.6158398215898726,False,True,12,50,0.2,3,4,3,2.5,4,-0.25
1261,FAST-LTS-MMEA-QR,20,3,0.45,1.0,33.66717508161814,3,0.005113999824970961,0.9999889188980334,0.6156991250928944,0.6158398215898737,False,True,12,50,0.2,1,4,3,1.5,4,1.65
1262,FAST-LTS-MOEA-QR,20,3,0.45,1.0,33.66717508161814,2,0.006426999811083078,0.9999889188980337,0.6156991250928918,0.6158398215898712,False,True,12,50,0.2,2,3,2,0.7999999999999998,3,1.2800000000000002
1263,MMEA-QR,20,3,0.45,1.0,33.66717508161814,3,0.004954999778419733,0.9999889188980337,0.6156991250928926,0.6158398215898719,False,True,12,50,0.2,2,3,2,1.5,3,-0.3500000000000001
1264,MOEA-QR,20,3,0.45,1.0,33.667175081618126,3,0.006484999787062407,0.9999889188980337,0.6156991250928943,0.6158398215898736,False,True,12,50,0.2,2,3,2,1.5,3,-0.3500000000000001
1265,FAST-LTS,20,3,0.45,1.0,195.98490877141705,4,0.0004700000026787166,0.9992615534444914,3.6592153470518136,3.699995986882478,False,True,12,50,0.2,2,3,2,2.0,3,0.19999999999999996
1266,FAST-LTS-MMEA-QR,20,3,0.45,1.0,184.78813691866824,2,0.00519599998369813,0.996671387349485,0.2629096043550465,0.3161795642549485,False,True,12,50,0.2,1,3,2,1.0,3,0.09999999999999998
1267,FAST-LTS-MOEA-QR,20,3,0.45,1.0,184.7881369186683,2,0.0078039998188614845,0.996671387349485,0.26290960435505273,0.3161795642549535,False,True,12,50,0.2,3,4,3,1.0,4,1.1
1268,MMEA-QR,20,3,0.45,1.0,184.78813691866824,3,0.0046919998712837705,0.9966713873494848,0.26290960435505273,0.3161795642549534,False,True,12,50,0.2,2,3,2,1.5,3,-0.3500000000000001
1269,MOEA-QR,20,3,0.45,1.0,184.7881369186683,5,0.007437000051140784,0.996671387349485,0.2629096043550523,0.3161795642549533,False,True,12,50,0.2,3,4,3,2.5,4,0.75
1270,FAST-LTS,20,3,0.45,1.0,29.619474332131766,4,0.00042700000631157314,0.09332642178991346,3.8319850158509703,4.188230423765775,False,True,12,50,0.2,2,3,2,2.0,3,0.19999999999999996
1271,FAST-LTS-MMEA-QR,20,3,0.45,1.0,29.619474332131762,1,0.006277999840676785,0.09332642178991356,3.8319850158509694,4.1882304237657735,False,True,12,50,0.2,1,4,1,0.5,4,2.55
1272,FAST-LTS-MOEA-QR,20,3,0.45,1.0,29.619474332131762,1,0.006889999844133854,0.09332642178991356,3.831985015850969,4.1882304237657735,False,True,12,50,0.2,2,3,2,0.7999999999999998,3,0.28000000000000014
1273,MMEA-QR,20,3,0.45,1.0,29.619474332131766,3,0.0062179998494684705,0.09332642178991336,3.8319850158509694,4.1882304237657735,False,True,12,50,0.2,2,3,2,1.5,3,-0.3500000000000001
1274,MOEA-QR,20,3,0.45,1.0,29.61947433213175,3,0.0065139997750520715,0.09332642178991346,3.831985015850973,4.188230423765777,False,True,12,50,0.2,2,3,2,1.5,3,-0.3500000000000001
1275,FAST-LTS,20,3,0.45,1.0,146.28745903662448,3,0.0004209999933664221,-0.7119016042924358,11.7389864014136,11.812914970952596,False,True,12,50,0.2,2,3,2,1.5,3,-0.3500000000000001
1276,FAST-LTS-MMEA-QR,20,3,0.45,1.0,146.28745903662443,1,0.0053400001488626,-0.7119016042924349,11.738986401413605,11.8129149709526,False,True,12,50,0.2,1,3,1,0.5,3,0.55
1277,FAST-LTS-MOEA-QR,20,3,0.45,1.0,146.28745903662443,2,0.006779999937862158,-0.7119016042924344,11.7389864014136,11.8129149709526,False,True,12,50,0.2,3,4,3,1.0,4,1.1
1278,MMEA-QR,20,3,0.45,1.0,146.28745903662443,4,0.005146000068634749,-0.7119016042924349,11.738986401413605,11.8129149709526,False,True,12,50,0.2,2,3,2,2.0,3,0.19999999999999996
1279,MOEA-QR,20,3,0.45,1.0,146.28745903662443,3,0.007067000027745962,-0.7119016042924351,11.7389864014136,11.8129149709526,False,True,12,50,0.2,2,3,2,1.5,3,-0.3500000000000001
1280,FAST-LTS,20,3,0.45,1.0,175.47946129076882,3,0.00044299999353825115,0.9939497547410836,9.154400008969864,9.258764098724093,False,True,12,50,0.2,2,3,2,1.5,3,0.6499999999999999
1281,FAST-LTS-MMEA-QR,20,3,0.45,1.0,175.47946129076882,1,0.0053530000150203705,0.9939497547410836,9.154400008969867,9.258764098724097,False,True,12,50,0.2,1,4,1,0.5,4,0.55
1282,FAST-LTS-MOEA-QR,20,3,0.45,1.0,175.47946129076874,2,0.006564000155776739,0.9939497547410836,9.154400008969864,9.258764098724093,False,True,12,50,0.2,2,3,2,0.7999999999999998,3,1.2800000000000002
1283,MMEA-QR,20,3,0.45,1.0,175.47946129076882,5,0.0054410002194345,0.9939497547410834,9.154400008969864,9.258764098724093,False,True,12,50,0.2,3,4,3,2.5,4,0.75
1284,MOEA-QR,20,3,0.45,1.0,175.47946129076874,3,0.00646300008520484,0.9939497547410834,9.154400008969864,9.258764098724093,False,True,12,50,0.2,2,3,2,1.5,3,0.6499999999999999
1285,FAST-LTS,20,3,0.45,1.0,79.63412220359308,4,0.00045199998930911534,0.911435983250013,4.5172196648056016,4.5570444238422185,False,True,12,50,0.2,2,3,2,2.0,3,0.19999999999999996
1286,FAST-LTS-MMEA-QR,20,3,0.45,1.0,79.63412220359305,5,0.004987000022083521,0.9114359832500128,4.5172196648056016,4.5570444238422185,False,True,12,50,0.2,2,6,5,2.5,6,2.75
1287,FAST-LTS-MOEA-QR,20,3,0.45,1.0,79.63412220359305,2,0.007899000309407711,0.9114359832500132,4.5172196648056016,4.5570444238422185,False,True,12,50,0.2,2,3,2,0.7999999999999998,3,1.2800000000000002
1288,MMEA-QR,20,3,0.45,1.0,79.63412220359305,7,0.005342999938875437,0.9114359832500128,4.5172196648056016,4.5570444238422185,False,True,12,50,0.2,4,6,4,3.5,6,0.8500000000000001
1289,MOEA-QR,20,3,0.45,1.0,79.63412220359305,6,0.008032999932765959,0.9114359832500132,4.5172196648056016,4.5570444238422185,False,True,12,50,0.2,3,5,3,3.0,5,1.2999999999999998
1290,FAST-LTS,20,3,0.45,1.0,143.14757319075062,4,0.00047199999971780926,-0.2793423218168936,10.233393729288306,10.366946858436307,False,True,12,50,0.2,2,3,2,2.0,3,0.19999999999999996
1291,FAST-LTS-MMEA-QR,20,3,0.45,1.0,59.42815942189942,2,0.005237999837845564,0.9999591383622076,0.6748937844420111,0.6750404596727311,False,True,12,50,0.2,1,4,2,1.0,4,1.1
1292,FAST-LTS-MOEA-QR,20,3,0.45,1.0,59.42815942189942,3,0.007708000019192696,0.9999591383622078,0.6748937844420118,0.6750404596727317,False,True,12,50,0.2,3,4,3,1.0,4,2.1
1293,MMEA-QR,20,3,0.45,1.0,59.42815942189942,4,0.0050409999676048756,0.9999591383622078,0.6748937844420111,0.6750404596727311,False,True,12,50,0.2,2,3,2,2.0,3,0.19999999999999996
1294,MOEA-QR,20,3,0.45,1.0,59.42815942189942,4,0.006537000183016062,0.9999591383622078,0.6748937844420115,0.6750404596727315,False,True,12,50,0.2,2,3,2,2.0,3,0.19999999999999996
1295,FAST-LTS,20,3,0.45,1.0,7.677220058146582,4,0.0005239999882178381,0.9999968183615908,0.13100382650283193,0.13107786258027607,False,True,12,50,0.2,2,3,2,2.0,3,0.19999999999999996
1296,FAST-LTS-MMEA-QR,20,3,0.45,1.0,7.6772200581465775,4,0.0056730001233518115,0.9999968183615908,0.1310038265028316,0.13107786258027573,False,True,12,50,0.2,2,5,4,2.0,5,2.2
1297,FAST-LTS-MOEA-QR,20,3,0.45,1.0,7.677220058146576,2,0.006850999779999256,0.9999968183615908,0.13100382650282902,0.13107786258027312,False,True,12,50,0.2,2,3,2,0.7999999999999998,3,1.2800000000000002
1298,MMEA-QR,20,3,0.45,1.0,7.677220058146577,5,0.006372999865561725,0.9999968183615908,0.13100382650282966,0.1310778625802738,False,True,12,50,0.2,3,4,3,2.5,4,0.75
1299,MOEA-QR,20,3,0.45,1.0,7.677220058146576,5,0.007829999551177025,0.9999968183615908,0.13100382650283182,0.13107786258027596,False,True,12,50,0.2,3,4,3,2.5,4,0.75
1300,FAST-LTS,100,4,0.45,1.0,1975.6122416756225,14,0.0013800000015180556,0.41687409102796813,4.496224785087662,4.766287079958606,False,True,52,50,0.2,7,11,7,7.0,11,0.7000000000000002
1301,FAST-LTS-MMEA-QR,100,4,0.45,1.0,1774.427846189228,12,0.12128800153732301,0.9930743543951552,0.08020468778599876,0.22214314223122272,False,True,52,50,0.2,5,17,12,6.0,17,6.6
1302,FAST-LTS-MOEA-QR,100,4,0.45,1.0,1774.427846189228,15,0.29452699422836304,0.9930743543951552,0.08020468778599676,0.2221431422312216,False,True,52,50,0.2,17,25,23,6.599999999999998,25,14.060000000000002
1303,MMEA-QR,100,4,0.45,1.0,1774.4278461892286,26,0.12041500210762025,0.9930743543951556,0.08020468778599676,0.2221431422312221,False,True,52,50,0.2,13,20,13,13.0,20,3.299999999999999
1304,MOEA-QR,100,4,0.45,1.0,1774.427846189228,24,0.2954379916191101,0.9930743543951552,0.08020468778599943,0.2221431422312233,False,True,52,50,0.2,12,18,12,12.0,18,5.199999999999999
1305,FAST-LTS,100,4,0.45,1.0,544.3186393645035,10,0.0013369999651331455,-0.9614162137526971,1.4000451110102592,2.900842132233548,False,True,52,50,0.2,5,8,7,5.0,8,1.5
1306,FAST-LTS-MMEA-QR,100,4,0.45,1.0,544.3186393645035,15,0.11970700323581696,-0.9614162137526974,1.40004511101026,2.9008421322335485,False,True,52,50,0.2,5,17,15,7.5,17,5.25
1307,FAST-LTS-MOEA-QR,100,4,0.45,1.0,544.3186393645034,1,0.3054940104484558,-0.9614162137526971,1.4000451110102567,2.9008421322335467,False,True,52,50,0.2,13,19,15,5.0,19,0.5
1308,MMEA-QR,100,4,0.45,1.0,544.3186393645034,23,0.1251019984483719,-0.9614162137526974,1.4000451110102592,2.9008421322335485,False,True,52,50,0.2,12,18,13,11.5,18,6.65
1309,MOEA-QR,100,4,0.45,1.0,544.3186393645035,28,0.30817800760269165,-0.9614162137526974,1.4000451110102594,2.900842132233548,False,True,52,50,0.2,14,21,20,14.0,21,1.4000000000000004
1310,FAST-LTS,100,4,0.45,1.0,883.5152946811615,6,0.00128599998424761,0.99910393767467,0.08350625957673752,0.1633478465231519,False,True,52,50,0.2,3,5,3,3.0,5,0.2999999999999998
1311,FAST-LTS-MMEA-QR,100,4,0.45,1.0,827.2183440863672,8,0.11692000180482864,0.9999213606826975,1.1953517966952365,1.196727245748792,False,True,52,50,0.2,5,18,8,4.0,18,11.4
1312,FAST-LTS-MOEA-QR,100,4,0.45,1.0,827.2183440863672,2,0.2947370111942291,0.9999213606826975,1.1953517966952325,1.196727245748788,False,True,52,50,0.2,12,18,16,4.799999999999997,18,1.6800000000000024
1313,MMEA-QR,100,4,0.45,1.0,827.2183440863672,24,0.12082800269126892,0.9999213606826975,1.1953517966952338,1.1967272457487894,False,True,52,50,0.2,12,18,14,12.0,18,2.1999999999999993
1314,MOEA-QR,100,4,0.45,1.0,827.2183440863672,24,0.2898310124874115,0.9999213606826978,1.1953517966952336,1.1967272457487892,False,True,52,50,0.2,12,18,13,12.0,18,6.199999999999999
1315,FAST-LTS,100,4,0.45,1.0,749.7835775126828,9,0.0012229999992996454,0.9998325408852532,0.7476872998365877,0.7484299900015129,False,True,52,50,0.2,5,7,5,4.5,7,0.9500000000000002
1316,FAST-LTS-MMEA-QR,100,4,0.45,1.0,749.7835775126822,6,0.12032700330018994,0.9998325408852532,0.7476872998365851,0.7484299900015103,False,True,52,50,0.2,5,19,6,3.0,19,11.3
1317,FAST-LTS-MOEA-QR,100,4,0.45,1.0,749.7835775126821,5,0.2877019941806793,0.9998325408852528,0.7476872998365858,0.748429990001511,False,True,52,50,0.2,12,18,12,4.799999999999997,18,4.680000000000002
1318,MMEA-QR,100,4,0.45,1.0,749.7835775126822,28,0.12086399644613265,0.9998325408852532,0.7476872998365861,0.7484299900015113,False,True,52,50,0.2,14,21,17,14.0,21,6.4
1319,MOEA-QR,100,4,0.45,1.0,749.7835775126823,25,0.2918829917907715,0.9998325408852532,0.747687299836583,0.7484299900015082,False,True,52,50,0.2,13,19,18,12.5,19,6.75
1320,FAST-LTS,100,4,0.45,1.0,809.9677672638954,7,0.0011050000030081721,0.9995926965790476,4.1612225196853805,4.162706626879218,False,True,52,50,0.2,4,6,5,3.5,6,-0.1499999999999999
1321,FAST-LTS-MMEA-QR,100,4,0.45,1.0,752.0053431256537,11,0.11822500079870225,0.9968466603967334,4.256213404790451,4.258655958819971,False,True,52,50,0.2,5,18,11,5.5,18,10.05
1322,FAST-LTS-MOEA-QR,100,4,0.45,1.0,752.0053431256532,8,0.28582000732421875,0.9968466603967334,4.256213404790449,4.25865595881997,False,True,52,50,0.2,15,22,16,5.799999999999997,22,7.780000000000002
1323,MMEA-QR,100,4,0.45,1.0,752.0053431256537,26,0.11537399888038635,0.9968466603967332,4.256213404790447,4.258655958819968,False,True,52,50,0.2,13,20,13,13.0,20,3.299999999999999
1324,MOEA-QR,100,4,0.45,1.0,752.0053431256531,24,0.2822439968585968,0.9968466603967334,4.256213404790451,4.258655958819972,False,True,52,50,0.2,12,18,13,12.0,18,3.1999999999999993
1325,FAST-LTS,100,4,0.45,1.0,28.551109071738054,6,0.0011680000025080515,0.99999457451686,0.09494235262848348,0.09521962876879872,False,True,52,50,0.2,3,5,4,3.0,5,0.2999999999999998
1326,FAST-LTS-MMEA-QR,100,4,0.45,1.0,28.551109071738022,17,0.12100300192832948,0.9999945745168596,0.0949423526284855,0.09521962876880068,False,True,52,50,0.2,6,20,17,8.5,20,7.35
1327,FAST-LTS-MOEA-QR,100,4,0.45,1.0,28.551109071737947,8,0.2959949970245361,0.9999945745168596,0.09494235262848713,0.09521962876880233,False,True,52,50,0.2,16,24,17,6.399999999999999,24,7.240000000000001
1328,MMEA-QR,100,4,0.45,1.0,28.551109071737947,30,0.12673600018024445,0.99999457451686,0.0949423526284854,0.09521962876880062,False,True,52,50,0.2,15,23,21,15.0,23,2.5
1329,MOEA-QR,100,4,0.45,1.0,28.55110907173796,26,0.3036380112171173,0.99999457451686,0.09494235262848384,0.0952196287687991,False,True,52,50,0.2,13,20,13,13.0,20,2.299999999999999
1330,FAST-LTS,100,4,0.45,1.0,295.5007364282875,6,0.0013230000040493903,0.999551519482786,0.08745855313365555,0.10347408942337773,False,True,52,50,0.2,3,5,3,3.0,5,0.2999999999999998
1331,FAST-LTS-MMEA-QR,100,4,0.45,1.0,273.08452187916566,11,0.12022899836301805,0.9994292468845252,0.2548661927893794,0.2615216856117601,False,True,52,50,0.2,6,22,11,5.5,22,3.05
1332,FAST-LTS-MOEA-QR,100,4,0.45,1.0,273.08452187916555,13,0.3002929985523224,0.9994292468845252,0.25486619278937983,0.26152168561176065,False,True,52,50,0.2,13,20,18,5.199999999999999,20,12.32
1333,MMEA-QR,100,4,0.45,1.0,273.08452187916555,26,0.1216910034418106,0.9994292468845252,0.25486619278937983,0.2615216856117608,False,True,52,50,0.2,13,20,14,13.0,20,6.299999999999999
1334,MOEA-QR,100,4,0.45,1.0,273.0845218791656,31,0.30317801237106323,0.9994292468845252,0.25486619278937794,0.2615216856117588,False,True,52,50,0.2,16,24,20,15.5,24,2.049999999999999
1335,FAST-LTS,100,4,0.45,1.0,297.31422113791587,6,0.001269000000320375,0.9995956770433476,0.4535689207330046,0.4563475522574088,False,True,52,50,0.2,3,5,4,3.0,5,1.2999999999999998
1336,FAST-LTS-MMEA-QR,100,4,0.45,1.0,295.47407406547086,11,0.12081900238990785,0.9993664259803716,0.4582911964169534,0.4625818800666513,False,True,52,50,0.2,5,16,11,5.5,16,4.05
1337,FAST-LTS-MOEA-QR,100,4,0.45,1.0,295.47407406547086,10,0.3068090081214905,0.9993664259803722,0.4582911964169515,0.4625818800666495,False,True,52,50,0.2,13,19,17,5.0,19,9.5
1338,MMEA-QR,100,4,0.45,1.0,298.06233733665266,34,0.12275800108909607,0.9999199736786534,0.2093126117866808,0.21056748570661266,False,True,52,50,0.2,17,26,25,17.0,26,7.699999999999999
1339,MOEA-QR,100,4,0.45,1.0,295.47407406547075,25,0.3093020021915436,0.9993664259803716,0.4582911964169514,0.4625818800666493,False,True,52,50,0.2,13,19,13,12.5,19,3.75
1340,FAST-LTS,100,4,0.45,1.0,721.8190571230617,13,0.0014169999922160061,-0.4817245505425611,3.643164395551559,4.494150676566849,False,True,52,50,0.2,7,10,9,6.5,10,0.14999999999999947
1341,FAST-LTS-MMEA-QR,100,4,0.45,1.0,721.7097321910259,12,0.12067800015211105,-0.4925236534559221,4.1775133820313375,4.941069934533287,False,True,52,50,0.2,5,16,12,6.0,16,8.6
1342,FAST-LTS-MOEA-QR,100,4,0.45,1.0,721.7097321910259,11,0.3172790110111237,-0.4925236534559221,4.177513382031337,4.941069934533286,False,True,52,50,0.2,13,20,17,5.199999999999999,20,10.32
1343,MMEA-QR,100,4,0.45,1.0,721.709732191026,29,0.12382099777460097,-0.4925236534559223,4.1775133820313375,4.941069934533287,False,True,52,50,0.2,15,22,21,14.5,22,6.949999999999999
1344,MOEA-QR,100,4,0.45,1.0,721.709732191026,22,0.3061249852180481,-0.4925236534559221,4.17751338203134,4.941069934533289,False,True,52,50,0.2,11,17,15,11.0,17,1.0999999999999996
1345,FAST-LTS,100,4,0.45,1.0,595.2713623244243,5,0.0019659999816212803,-0.9269712237966216,0.4185959883127934,2.571951436154484,False,True,52,50,0.2,3,4,3,2.5,4,-0.25
1346,FAST-LTS-MMEA-QR,100,4,0.45,1.0,580.2155584019395,12,0.12321200221776962,-0.9260053029919066,0.059333559239585824,2.5572545968968043,False,True,52,50,0.2,7,26,12,6.0,26,3.5999999999999996
