,algorithm,n,p,out,out_2model,rss,iter,time,cos,intercept_diff,l2,global_min,intercept,h_size,num_starts_subsets,leverage_ratio
1054,MMEA-QR,1000,2,0.1,1.0,12999.990074064783,50,0.32430100440979004,0.9998884107888277,0.09561828080547469,0.09797834066616012,False,True,502,1000,0.2
1055,FAST-LTS,1000,2,0.1,1.0,3118.3669285826345,23,0.08560599945485592,0.9982538602865597,0.4085068186003022,0.4170919336694825,False,True,502,1000,0.2
1056,RBSA,1000,2,0.1,1.0,5876.609988319227,14,0.7575790286064148,0.9972979685064269,3.531093264822675,3.5331409185518954,False,True,502,1000,0.2
1057,RANDOM,1000,2,0.1,1.0,47112.10856257436,0,0.19459599256515503,0.9999917010539703,0.416412658044832,0.4173220381180693,False,True,502,1000,0.2
1058,MMEA-QR,1000,2,0.1,1.0,21325.851837491704,50,0.3198310136795044,0.9999679534791464,0.42579556030047205,0.4265964512747989,False,True,502,1000,0.2
1059,FAST-LTS,1000,2,0.1,1.0,5014.365173911892,22,0.08596700057387352,0.9998492481409382,2.5659058387955453,2.5665310547945914,False,True,502,1000,0.2
1060,RBSA,1000,2,0.1,1.0,3438.371860948475,21,0.7561399936676025,0.9830272902688125,0.3712351561008359,0.4869908807381801,False,True,502,1000,0.2
1061,RANDOM,1000,2,0.1,1.0,27284.518275372582,0,0.19437900185585022,0.9999736882846456,0.615086977500661,0.6221717983787591,False,True,502,1000,0.2
1062,MMEA-QR,1000,2,0.1,1.0,6107.549156937434,50,0.3105680048465729,0.9999536405299481,0.16307835254033468,0.1644008875578274,False,True,502,1000,0.2
1063,FAST-LTS,1000,2,0.1,1.0,1353.2361040829223,24,0.08863999880850315,0.9999999463815122,0.4915987480902611,0.491599089737845,False,True,502,1000,0.2
1064,RBSA,1000,2,0.1,1.0,5928.361138380256,14,0.756663978099823,0.9998187488232266,2.985786278932572,2.9863539875357965,False,True,502,1000,0.2
1065,RANDOM,1000,2,0.1,1.0,36976.58271427726,0,0.1961749941110611,0.9999827578544388,0.16329169451874098,0.1652436220510718,False,True,502,1000,0.2
1066,MMEA-QR,1000,2,0.1,1.0,18562.421633386817,50,0.31679800152778625,0.9999910612447255,0.2707916817133421,0.27088649448766877,False,True,502,1000,0.2
1067,FAST-LTS,1000,2,0.1,1.0,4672.564772140515,23,0.09036299958825111,0.9999617461383654,0.3758102998308136,0.37626853482710826,False,True,502,1000,0.2
1068,RBSA,1000,2,0.1,1.0,7104.950288113052,35,0.7569069862365723,0.9998608039511917,0.973772592270353,0.9854099856089067,False,True,502,1000,0.2
1069,RANDOM,1000,2,0.1,1.0,32839.61216659176,0,0.15238000452518463,0.999935102347868,0.0193611195499912,0.03205066902885,False,True,502,1000,0.2
1070,MMEA-QR,1000,2,0.1,1.0,20966.840309745872,50,0.3001500070095062,0.9999855950825025,0.34844114424825956,0.35208798404981345,False,True,502,1000,0.2
1071,FAST-LTS,1000,2,0.1,1.0,5567.10230270319,37,0.08716700039803982,0.9998970971920694,0.19201764410527242,0.1931328344987988,False,True,502,1000,0.2
1072,RBSA,1000,2,0.1,1.0,231.4949102293677,28,0.7198399901390076,0.9996948722436924,0.394080743224076,0.39842716078589563,False,True,502,1000,0.2
1073,RANDOM,1000,2,0.1,1.0,35499.42133079296,0,0.17930999398231506,0.9991681870656851,1.6929537951606357,1.6951711324291943,False,True,502,1000,0.2
1074,MMEA-QR,1000,2,0.1,1.0,404.77007646530103,50,0.3110249936580658,0.999997423504558,0.004316047687724693,0.005879726496389623,False,True,502,1000,0.2
1075,FAST-LTS,1000,2,0.1,1.0,83.44714906594768,18,0.08096699975430965,0.9999973550708783,0.08601049922540056,0.08636162857905878,False,True,502,1000,0.2
1076,RBSA,1000,2,0.1,1.0,115.62371356106965,7,0.6851069927215576,0.9999711918909211,0.027960653128279396,0.04120465295212874,False,True,502,1000,0.2
1077,RANDOM,1000,2,0.1,1.0,8355.11320199787,0,0.1742130070924759,0.9998213463184475,0.2670380487487168,0.2692288504867287,False,True,502,1000,0.2
1078,MMEA-QR,1000,2,0.1,1.0,372.3056242146372,50,0.30972298979759216,0.999999991280564,0.07572259496976178,0.0758778886568624,False,True,502,1000,0.2
1079,FAST-LTS,1000,2,0.1,1.0,77.4868196120942,30,0.09104200266301632,0.9999968381520716,0.05085491775821329,0.051001142434913806,False,True,502,1000,0.2
1080,RBSA,1000,5,0.1,1.0,2065.9947462480704,315,7.431628227233887,0.9962309322504613,0.8645968885080848,0.8899873464047924,False,True,503,1000,0.2
1081,RANDOM,1000,5,0.1,1.0,30663.04633582933,0,0.23537300527095795,0.9998192858239621,1.1590703102888693,1.1601862586593334,False,True,503,1000,0.2
1082,MMEA-QR,1000,5,0.1,1.0,3298.9028607113164,50,0.36250099539756775,0.9999940670414572,0.1152577417928381,0.11559428610093038,False,True,503,1000,0.2
1083,FAST-LTS,1000,5,0.1,1.0,820.3899367247532,15,0.11738800071179867,0.9999300844382373,0.1720394977029071,0.1740897751149408,False,True,503,1000,0.2
1084,RBSA,1000,5,0.1,1.0,15433.009962599699,315,7.375233173370361,0.9864189990542129,3.993666223756228,4.014405375042866,False,True,503,1000,0.2
1085,RANDOM,1000,5,0.1,1.0,117252.31449733739,0,0.23582400381565094,0.9991675859481721,1.3876686987745743,1.392288147712557,False,True,503,1000,0.2
1086,MMEA-QR,1000,5,0.1,1.0,24622.392909916813,50,0.35783299803733826,0.9999411294670314,0.43495835855064513,0.4362734215895602,False,True,503,1000,0.2
1087,FAST-LTS,1000,5,0.1,1.0,5966.943074166767,28,0.1188070010393858,0.999723700606797,0.4611438247948504,0.4641472649794273,False,True,503,1000,0.2
1088,RBSA,1000,5,0.1,1.0,10060.07748021402,126,7.427256107330322,0.99018700027532,2.3843331192261266,2.4084851871560127,False,True,503,1000,0.2
1089,RANDOM,1000,5,0.1,1.0,88699.61015442426,0,0.23196999728679657,0.9996986347179052,1.3864077892304199,1.387504212196146,False,True,503,1000,0.2
1090,MMEA-QR,1000,5,0.1,1.0,26516.22922449823,50,0.3577379882335663,0.9997589173515642,0.3937110783794304,0.39715027769219646,False,True,503,1000,0.2
1091,FAST-LTS,1000,5,0.1,1.0,5283.322293318623,23,0.12130300141870975,0.9991058866985637,0.44488040821650077,0.4548553394919339,False,True,503,1000,0.2
1092,RBSA,1000,5,0.1,1.0,7057.8704634205515,126,7.500429153442383,0.9923170333601774,1.4857243368112454,1.536291591834762,False,True,503,1000,0.2
1093,RANDOM,1000,5,0.1,1.0,62611.4228021167,0,0.23496299982070923,0.9998289503638883,1.3660696181841876,1.367882738770485,False,True,503,1000,0.2
1094,MMEA-QR,1000,5,0.1,1.0,14067.820718064238,50,0.3536530137062073,0.9999669171244336,0.0711564523517719,0.07628807592884605,False,True,503,1000,0.2
1095,FAST-LTS,1000,5,0.1,1.0,2778.773787996817,18,0.10652000084519386,0.9998856593040312,0.5901428000936629,0.5917010032840223,False,True,503,1000,0.2
1096,RBSA,1000,5,0.1,1.0,7940.3634347935895,126,7.5719828605651855,0.9900651653455911,0.8200705810157021,0.8916302993119736,False,True,503,1000,0.2
1097,RANDOM,1000,5,0.1,1.0,28254.464208616882,0,0.2360759973526001,0.9996059018792582,1.463481498377799,1.4648153433480275,False,True,503,1000,0.2
1098,MMEA-QR,1000,5,0.1,1.0,7163.685865856495,50,0.3850579857826233,0.9999943698118439,0.05614515410824539,0.05665635554737637,False,True,503,1000,0.2
1099,FAST-LTS,1000,5,0.1,1.0,1314.5031900543822,22,0.1037869993597269,0.9999644695699879,0.7172954795690436,0.7177931158587897,False,True,503,1000,0.2
1100,RBSA,1000,5,0.1,1.0,42274.16691990479,189,7.452581882476807,0.909058911168437,6.002237728773066,6.086599165051609,False,True,503,1000,0.2
1101,RANDOM,1000,5,0.1,1.0,148292.07391430179,0,0.23431499302387238,0.9980484049255653,2.8196265999744448,2.824281628427728,False,True,503,1000,0.2
1102,MMEA-QR,1000,5,0.1,1.0,20757.98729038224,50,0.3646489977836609,0.9998315287836482,0.3393297732114019,0.34184675981103263,False,True,503,1000,0.2
1103,FAST-LTS,1000,5,0.1,1.0,4058.309150637548,19,0.11874600127339363,0.9998604730682503,0.13569191315327586,0.14074411379643742,False,True,503,1000,0.2
1104,RBSA,1000,5,0.1,1.0,980.4918992310991,189,7.462792873382568,0.9983720409751403,0.5246527469278454,0.5402413697013776,False,True,503,1000,0.2
1105,RANDOM,1000,5,0.1,1.0,234163.28331033653,0,0.2277670055627823,0.9976953692152576,3.126751367773231,3.1373789626679596,False,True,503,1000,0.2
1106,MMEA-QR,1000,5,0.1,1.0,3147.2285765940323,50,0.36008399724960327,0.9999808477959211,0.038287661045699535,0.04080069204522703,False,True,503,1000,0.2
1107,FAST-LTS,1000,5,0.1,1.0,325.4221472741316,21,0.11429299786686897,0.9999541120998159,0.24405810056694846,0.2454257176101303,False,True,503,1000,0.2
1108,RBSA,1000,5,0.1,1.0,145020.83359476778,0,7.438337802886963,0.4568130783213198,8.074539247153927,8.333426314130186,False,True,503,1000,0.2
1109,RANDOM,1000,5,0.1,1.0,125319.86701361291,0,0.19799500703811646,0.999668479636083,3.777195771170172,3.778341629457867,False,True,503,1000,0.2
1110,MMEA-QR,1000,5,0.1,1.0,34431.97790870658,50,0.3698689937591553,0.9998272800370114,0.32623184737909283,0.32887901627403004,False,True,503,1000,0.2
1111,FAST-LTS,1000,5,0.1,1.0,7713.764032581617,19,0.11436399817466736,0.9990738770760252,0.2140610245744978,0.2352979831463072,False,True,503,1000,0.2
1112,RBSA,1000,5,0.1,1.0,1235.4259675124133,252,7.392393112182617,0.9987236954675166,1.3798825702052981,1.3845124073260364,False,True,503,1000,0.2
1113,RANDOM,1000,5,0.1,1.0,48807.376180968415,0,0.23438499867916107,0.9997694420029,2.729261533973246,2.7340673549205303,False,True,503,1000,0.2
1114,MMEA-QR,1000,5,0.1,1.0,2476.905963475976,50,0.365449994802475,0.999971560154886,0.1774677946839581,0.17830260931748695,False,True,503,1000,0.2
1115,FAST-LTS,1000,5,0.1,1.0,369.56971238026904,24,0.1416739970445633,0.9998602922952663,0.31832600175244796,0.32069477866140467,False,True,503,1000,0.2
1116,RBSA,1000,5,0.1,1.0,19973.377560447065,189,8.203962326049805,0.9697375151130414,3.342834998875289,3.4017785503885265,False,True,503,1000,0.2
1117,RANDOM,1000,5,0.1,1.0,140789.02851157333,0,0.2004469931125641,0.9981554335713995,0.6646404818406071,0.681915392746037,False,True,503,1000,0.2
1118,MMEA-QR,1000,5,0.1,1.0,27068.41718819692,50,0.3836039900779724,0.9994632601261058,0.32760051465722945,0.3357252769925931,False,True,503,1000,0.2
1119,FAST-LTS,1000,5,0.1,1.0,6173.418819361413,20,0.12306100130081177,0.9994673984713768,0.3930655842695154,0.3999592463106113,False,True,503,1000,0.2
1120,RBSA,20,2,0.3,1.0,45.308521650627895,847,0.22222499549388885,0.9978245939089581,5.3333717031264385,5.334621027550688,False,True,12,1000,0.2
1121,RANDOM,20,2,0.3,1.0,246.25005034765047,0,0.0025080000050365925,0.9987489685414667,3.0665926225693365,3.0677091901095013,False,True,12,1000,0.2
1122,MMEA-QR,20,2,0.3,1.0,45.308521650627895,6,0.00016900000628083944,0.9978245939089581,5.333371703126439,5.334621027550689,False,True,12,1000,0.2
1123,FAST-LTS,20,2,0.3,1.0,195.68451967496677,3,0.0010070000134874135,0.8882607236210202,1.836734325815187,1.9668038176369398,False,True,12,1000,0.2
1124,RBSA,20,2,0.3,1.0,55.1019603734479,742,0.04154599830508232,0.9995766932695587,0.049222818757046094,0.06734863805305308,False,True,12,1000,0.2
1125,RANDOM,20,2,0.3,1.0,87.76509511876915,0,0.0025390000082552433,0.9854559069901739,0.39818711663580875,0.4763952257477483,False,True,12,1000,0.2
1126,MMEA-QR,20,2,0.3,1.0,55.10196037344791,2,8.099999831756577e-05,0.9995766932695584,0.04922281875704376,0.06734863805305132,False,True,12,1000,0.2
1127,FAST-LTS,20,2,0.3,1.0,57.07231354287743,4,0.0009730000310810283,0.9999680011095319,1.6892845125302376,1.6899325898903605,False,True,12,1000,0.2
1128,RBSA,20,2,0.3,1.0,11.101966219621271,581,0.042615000158548355,0.9999772902939432,0.05633542713162176,0.05715843521735869,False,True,12,1000,0.2
1129,RANDOM,20,2,0.3,1.0,22.64775831033021,0,0.002481000032275915,0.9966565638433618,0.06679184554359219,0.1273409214661064,False,True,12,1000,0.2
1130,MMEA-QR,20,2,0.3,1.0,11.10196621962129,6,0.00017600000137463212,0.9999772902939432,0.05633542713162243,0.057158435217359395,False,True,12,1000,0.2
1131,FAST-LTS,20,2,0.3,1.0,11.101966219621273,5,0.0010000000038417056,0.9999772902939432,0.05633542713162265,0.057158435217359624,False,True,12,1000,0.2
