,algorithm,n,p,out,out_2model,rss,iter,time,cos,intercept_diff,l2,global_min,intercept,h_size,num_starts_subsets,leverage_ratio
599,FAST-LTS,20,2,0.45,0.0,1479.4735813819173,3,0.0008759999946050812,0.9999147527601181,3.0316345204748525,3.0317234292334496,False,True,12,1000,0.2
600,RBSA,100,3,0.45,0.0,6497.232653097408,450,0.17682400345802307,0.8644352782921916,7.486085521510878,7.5419234528989865,False,True,52,1000,0.2
601,RANDOM,100,3,0.45,0.0,27385.610637734797,0,0.0053159999661147594,0.9886091579923373,5.184133865036442,5.190748200864271,False,True,52,1000,0.2
602,MMEA-QR,100,3,0.45,0.0,819.2304952702993,40,0.0034390001092106104,0.9999916573012534,0.4628278799042864,0.4696028998213639,False,True,52,1000,0.2
603,FAST-LTS,100,3,0.45,0.0,824.2079379231466,9,0.002253999962704256,0.999873325460067,1.1384389048710921,1.1411386776054175,False,True,52,1000,0.2
604,RBSA,100,3,0.45,0.0,1656.1515274067394,555,0.17824900150299072,0.9998848238064422,2.05188479395702,2.052138462879096,False,True,52,1000,0.2
605,RANDOM,100,3,0.45,0.0,127418.93054342532,0,0.005317999981343746,0.907069856043694,0.5126521693256805,0.9203225877793609,False,True,52,1000,0.2
606,MMEA-QR,100,3,0.45,0.0,1352.3654408193247,27,0.002383999992161989,0.9996655280084212,0.8538247390796428,0.855977253935194,False,True,52,1000,0.2
607,FAST-LTS,100,3,0.45,0.0,1378.3837270719575,8,0.00210899997910019,0.999690170726427,1.3789258244721911,1.3799147139993264,False,True,52,1000,0.2
608,RBSA,100,3,0.45,0.0,8595.753428089927,495,0.17256200313568115,0.9980475590913286,3.6689152414146307,3.6711324623926354,False,True,52,1000,0.2
609,RANDOM,100,3,0.45,0.0,251052.68761894404,0,0.005324999801814556,0.8134397406021483,44.07583033064544,44.099189035041206,False,True,52,1000,0.2
610,MMEA-QR,100,3,0.45,0.0,200.43179389492065,32,0.002807999961078167,0.9999850403394092,0.23056648764481052,0.2308034916402593,False,True,52,1000,0.2
611,FAST-LTS,100,3,0.45,0.0,200.43179389492065,7,0.002046000023256056,0.9999850403394092,0.2305664876448072,0.23080349164025593,False,True,52,1000,0.2
612,RBSA,100,3,0.45,0.0,7644.693921320726,480,0.17350700497627258,0.9877606600458314,0.9108464857412126,0.9663170505393246,False,True,52,1000,0.2
613,RANDOM,100,3,0.45,0.0,36226.32293430615,0,0.005392000079154968,0.9955157143229368,17.320855467524478,17.32164544727315,False,True,52,1000,0.2
614,MMEA-QR,100,3,0.45,0.0,1163.194559271969,30,0.0026279999874532223,0.9967365865693268,2.7071590359167343,2.7110411457170174,False,True,52,1000,0.2
615,FAST-LTS,100,3,0.45,0.0,1163.194559271969,10,0.002167000056942925,0.9967365865693268,2.707159035916741,2.711041145717024,False,True,52,1000,0.2
616,RBSA,100,3,0.45,0.0,1283.1898324699505,555,0.17378400266170502,0.9998643456876938,1.2036404636940288,1.2057906215279641,False,True,52,1000,0.2
617,RANDOM,100,3,0.45,0.0,53242.55971762514,0,0.005326000042259693,0.9245987219295922,4.827749484641637,4.896268288900041,False,True,52,1000,0.2
618,MMEA-QR,100,3,0.45,0.0,739.9310400683867,26,0.0022879999596625566,0.9998895512068261,0.8239085104278434,0.8249638263528634,False,True,52,1000,0.2
619,FAST-LTS,100,3,0.45,0.0,739.9310400683867,12,0.00225499999942258,0.999889551206826,0.8239085104278441,0.824963826352864,False,True,52,1000,0.2
620,RBSA,100,3,0.45,0.0,9625.25784892384,510,0.17275699973106384,0.9989726198494204,9.179655692913617,9.182006711821746,False,True,52,1000,0.2
621,RANDOM,100,3,0.45,0.0,163120.02457213026,0,0.005404999945312738,0.9885168503333043,31.151513363117434,31.152770172916224,False,True,52,1000,0.2
622,MMEA-QR,100,3,0.45,0.0,2213.9726572474556,31,0.0026650000363588333,0.9992956224298016,0.9676817206004666,0.9725161598353707,False,True,52,1000,0.2
623,FAST-LTS,100,3,0.45,0.0,2239.950294728008,8,0.0021560000313911587,0.9986004183342164,1.033271324426786,1.0391435064206378,False,True,52,1000,0.2
624,RBSA,100,3,0.45,0.0,5818.328312473886,555,0.17474499344825745,0.9988079137942005,4.363616526885159,4.365976613167857,False,True,52,1000,0.2
625,RANDOM,100,3,0.45,0.0,83456.38493719946,0,0.005357999820262194,0.7753257447806571,9.628870333811665,9.71609923844039,False,True,52,1000,0.2
626,MMEA-QR,100,3,0.45,0.0,840.8103274628178,24,0.0020989999175071716,0.9990634849189419,0.8420836105575606,0.8455818124401799,False,True,52,1000,0.2
627,FAST-LTS,100,3,0.45,0.0,840.8103274628176,11,0.002247000054921955,0.9990634849189421,0.8420836105575622,0.8455818124401815,False,True,52,1000,0.2
628,RBSA,100,3,0.45,0.0,5613.522622304356,570,0.1759449988603592,0.9282338119484853,4.982186258270338,5.044791696505447,False,True,52,1000,0.2
629,RANDOM,100,3,0.45,0.0,62929.073242911225,0,0.005537999793887138,0.9558476986245167,17.239156807232767,17.27197403380922,False,True,52,1000,0.2
630,MMEA-QR,100,3,0.45,0.0,765.2894928124937,28,0.0024900001008063555,0.9997077301506602,1.0607537279123451,1.06177822265106,False,True,52,1000,0.2
631,FAST-LTS,100,3,0.45,0.0,765.2894928124938,7,0.0022780000290367752,0.9997077301506604,1.060753727912345,1.0617782226510597,False,True,52,1000,0.2
632,RBSA,100,3,0.45,0.0,1286.0432220605182,720,0.17507299780845642,0.9905464824829242,1.5531352099788216,1.5825731625772794,False,True,52,1000,0.2
633,RANDOM,100,3,0.45,0.0,293986.48740225757,0,0.005444999784231186,0.836930867351761,54.2520357750148,54.26256941018139,False,True,52,1000,0.2
634,MMEA-QR,100,3,0.45,0.0,527.8616001744128,30,0.002612000098451972,0.9995197210368532,0.7718357834412333,0.7780754298224657,False,True,52,1000,0.2
635,FAST-LTS,100,3,0.45,0.0,527.8616001744128,9,0.0022100000642240047,0.9995197210368533,0.7718357834412328,0.7780754298224652,False,True,52,1000,0.2
636,RBSA,100,3,0.45,0.0,1034.9179960130707,420,0.17687299847602844,0.9998582633758677,0.49734127153075336,0.4993096085219156,False,True,52,1000,0.2
637,RANDOM,100,3,0.45,0.0,114396.01108331839,0,0.005491999909281731,0.9387822346823002,1.3527399881584303,1.5169690129099427,False,True,52,1000,0.2
638,MMEA-QR,100,3,0.45,0.0,571.0604588075037,23,0.0020600000862032175,0.999890393851745,0.010638545942346922,0.0625748621537068,False,True,52,1000,0.2
639,FAST-LTS,100,3,0.45,0.0,571.0604588075037,5,0.0021539999870583415,0.999890393851745,0.010638545942347921,0.06257486215370783,False,True,52,1000,0.2
640,RBSA,100,5,0.45,0.0,3800.9506702301587,3654,1.3031710386276245,0.9907081943049801,0.205930604362563,0.370391975640427,False,True,53,1000,0.2
641,RANDOM,100,5,0.45,0.0,302936.27903341467,0,0.006527999881654978,0.6016183002285753,53.17657348441504,53.2411586576894,False,True,53,1000,0.2
642,MMEA-QR,100,5,0.45,0.0,2420.2516683094614,32,0.004437999799847603,0.9923240830298167,1.235800706100819,1.2671755768716029,False,True,53,1000,0.2
643,FAST-LTS,100,5,0.45,0.0,2420.251668309461,7,0.002561000030254945,0.9923240830298168,1.2358007061008238,1.2671755768716078,False,True,53,1000,0.2
644,RBSA,100,5,0.45,0.0,10603.718927895032,3087,1.2723360061645508,0.8614312354063643,3.628229545689948,3.795206587465815,False,True,53,1000,0.2
645,RANDOM,100,5,0.45,0.0,212130.7776079839,0,0.006479999981820583,0.9329025126826267,38.45317936697233,38.47320598263533,False,True,53,1000,0.2
646,MMEA-QR,100,5,0.45,0.0,2535.302463276718,31,0.003269999986514449,0.9975813998120993,1.515834817402937,1.5229814711174692,False,True,53,1000,0.2
647,FAST-LTS,100,5,0.45,0.0,2563.1999640945646,4,0.0024050000502029434,0.9942825591391204,0.2694483900832692,0.38204831132522604,False,True,53,1000,0.2
648,RBSA,100,5,0.45,0.0,2035.8115683724882,3402,1.2746909856796265,0.9927354045992701,2.5720087618639265,2.5977460453549948,False,True,53,1000,0.2
649,RANDOM,100,5,0.45,0.0,19632.951321997316,0,0.006519999820739031,0.9618349384508595,11.772301002533442,11.789627868470042,False,True,53,1000,0.2
650,MMEA-QR,100,5,0.45,0.0,1919.0762362421522,24,0.002526999916881323,0.9642086605270148,2.6944095060096043,2.8083794303340404,False,True,53,1000,0.2
651,FAST-LTS,100,5,0.45,0.0,540.1360382975083,9,0.0027660000196192414,0.9999643361286534,1.3693205411170597,1.3694478591634958,False,True,53,1000,0.2
652,RBSA,100,5,0.45,0.0,45467.6143817303,3213,1.292294979095459,0.7571727288232704,33.29978280534647,33.352671774940816,False,True,53,1000,0.2
653,RANDOM,100,5,0.45,0.0,155245.28163088718,0,0.006508000195026398,0.9670195973424095,28.46026339375065,28.466437586064092,False,True,53,1000,0.2
654,MMEA-QR,100,5,0.45,0.0,862.6583857922918,34,0.0035810000263154507,0.9959214239954327,0.37275749075008147,0.42395753016280363,False,True,53,1000,0.2
655,FAST-LTS,100,5,0.45,0.0,867.6467360604233,7,0.0026779999607242644,0.9962279561362836,0.806494635596914,0.8294571345450991,False,True,53,1000,0.2
656,RBSA,100,5,0.45,0.0,7356.349755597266,3654,1.3045940399169922,0.9979130463938175,4.783957800010283,4.7870666804631155,False,True,53,1000,0.2
657,RANDOM,100,5,0.45,0.0,288562.98916274006,0,0.006535000167787075,0.5957618290424642,54.51432350084396,54.576086520698524,False,True,53,1000,0.2
658,MMEA-QR,100,5,0.45,0.0,19.087067044748803,34,0.0036349999718368053,0.9999964033127651,0.09185398721100238,0.09205323961837569,False,True,53,1000,0.2
659,FAST-LTS,100,5,0.45,0.0,19.08706704474883,9,0.0027230000123381615,0.9999964033127651,0.09185398721100402,0.09205323961837732,False,True,53,1000,0.2
660,RBSA,100,5,0.45,0.0,15359.959887070483,2457,1.2602119445800781,0.9562601144479562,12.096462480743318,12.115001693444723,False,True,53,1000,0.2
661,RANDOM,100,5,0.45,0.0,209045.08552355878,0,0.006450999993830919,0.7315937740284266,42.55334983432583,42.600009946744855,False,True,53,1000,0.2
662,MMEA-QR,100,5,0.45,0.0,574.0345698030085,30,0.0031449999660253525,0.999770815090254,0.012932013167997747,0.049670664358863234,False,True,53,1000,0.2
663,FAST-LTS,100,5,0.45,0.0,574.0345698030089,8,0.002559000044129789,0.999770815090254,0.012932013167997802,0.04967066435886415,False,True,53,1000,0.2
664,RBSA,100,5,0.45,0.0,5701.537203330022,2646,1.2971659898757935,0.9330400537375378,5.824914206612682,5.8916683140160275,False,True,53,1000,0.2
665,RANDOM,100,5,0.45,0.0,43883.13884359388,0,0.0065100002102553844,0.9527384709312309,1.776249735989576,1.9047281244476575,False,True,53,1000,0.2
666,MMEA-QR,100,5,0.45,0.0,1190.5381438263842,27,0.0028639999218285084,0.9977030763612703,0.45606786431791435,0.4822496521918906,False,True,53,1000,0.2
667,FAST-LTS,100,5,0.45,0.0,1190.538143826384,8,0.0025900000182446092,0.9977030763612701,0.45606786431791324,0.48224965219188937,False,True,53,1000,0.2
668,RBSA,100,5,0.45,0.0,4102.803495082516,2961,1.2976429462432861,0.9991696652490387,3.492772562716083,3.4952690894046254,False,True,53,1000,0.2
669,RANDOM,100,5,0.45,0.0,335855.70261976676,0,0.006508000195026398,0.22281804215341727,63.70371776459166,63.76324774937846,False,True,53,1000,0.2
670,MMEA-QR,100,5,0.45,0.0,1805.732977342823,34,0.0035959999077022076,0.9967694797339677,0.7099026601942044,0.73143530520101,False,True,53,1000,0.2
671,FAST-LTS,100,5,0.45,0.0,1805.732977342823,5,0.0026980000257026404,0.9967694797339675,0.7099026601942053,0.7314353052010109,False,True,53,1000,0.2
672,RBSA,100,5,0.45,0.0,189.91835254331906,2646,1.3038179874420166,0.9998612725426026,0.19998890123555252,0.20518557369316265,False,True,53,1000,0.2
673,RANDOM,100,5,0.45,0.0,22189.85104943369,0,0.009154999628663063,0.9905179067464167,10.203070422342792,10.208631056627281,False,True,53,1000,0.2
674,MMEA-QR,100,5,0.45,0.0,62.79234775553198,29,0.005448999814689159,0.9999897115650516,0.3047848940291581,0.3052291951334999,False,True,53,1000,0.2
675,FAST-LTS,100,5,0.45,0.0,62.792347755531885,10,0.00500800006557256,0.9999897115650513,0.30478489402915715,0.30522919513349894,False,True,53,1000,0.2
676,RBSA,100,5,0.45,0.0,19683.573497142068,3906,1.3820949792861938,0.8686869911117052,6.226829518976087,6.368814707956178,False,True,53,1000,0.2
677,RANDOM,100,5,0.45,0.0,183633.75647868647,0,0.006512000225484371,0.6108493614732872,37.08101763098998,37.326612117439694,False,True,53,1000,0.2
678,MMEA-QR,100,5,0.45,0.0,1067.5687774977482,31,0.003280000062659383,0.9929267642247821,0.8464875865837426,0.8878165047905308,False,True,53,1000,0.2
679,FAST-LTS,100,5,0.45,0.0,1104.5332058687939,6,0.0026960000686813146,0.9959743158907316,1.215466047111805,1.2324355524941186,False,True,53,1000,0.2
680,RBSA,500,2,0.45,0.0,573442.3101920714,7,0.2399670034646988,0.8075851850874962,34.948262961148494,34.96716225084822,False,True,252,1000,0.2
681,RANDOM,500,2,0.45,0.0,2786054.7304553683,0,0.09404300153255463,0.7815708088247074,18.72524078333891,18.763798668652917,False,True,252,1000,0.2
682,MMEA-QR,500,2,0.45,0.0,344167.71403689415,50,0.21056899428367615,0.9543606540817994,2.286062313143399,2.326407689000175,False,True,252,1000,0.2
683,FAST-LTS,500,2,0.45,0.0,10299.616937147406,10,0.03863699967041612,0.9998735042841799,0.5035896863174392,0.5042095352422464,False,True,252,1000,0.2
684,RBSA,500,2,0.45,0.0,229577.53181297373,21,0.4509100019931793,0.20755054948340512,39.79194997169858,39.864533179265116,False,True,252,1000,0.2
685,RANDOM,500,2,0.45,0.0,2201209.2056164406,0,0.09581399708986282,0.9494113964682068,53.422493746265424,53.42616762990157,False,True,252,1000,0.2
686,MMEA-QR,500,2,0.45,0.0,186715.4080060699,50,0.18428200483322144,0.9922301481972683,15.491456535489025,15.492482463545617,False,True,252,1000,0.2
687,FAST-LTS,500,2,0.45,0.0,984.6441106140919,5,0.03513799933716655,0.9999701668308869,0.23393241829589567,0.2344777324350374,False,True,252,1000,0.2
688,RBSA,500,2,0.45,0.0,26861.19115276615,42,0.45174700021743774,0.7323715651373941,1.5010050152491263,1.7883827906293235,False,True,252,1000,0.2
689,RANDOM,500,2,0.45,0.0,382258.25360208924,0,0.09368500113487244,0.9902880369270466,11.28096498099699,11.282754383860263,False,True,252,1000,0.2
690,MMEA-QR,500,2,0.45,0.0,78104.03384218681,50,0.20635999739170074,0.9901781796567041,3.921171234992182,3.92654215578413,False,True,252,1000,0.2
691,FAST-LTS,500,2,0.45,0.0,3972.548305766569,13,0.03925999905914068,0.9999878231853639,0.40577935862459064,0.405844738100756,False,True,252,1000,0.2
692,RBSA,500,2,0.45,0.0,10440.894394594518,7,0.451324999332428,0.9907886177021213,0.0757832747379017,0.24908192860073022,False,True,252,1000,0.2
693,RANDOM,500,2,0.45,0.0,672721.2389664141,0,0.0888810008764267,0.9928653823081458,7.317519586334688,7.319747858525312,False,True,252,1000,0.2
694,MMEA-QR,500,2,0.45,0.0,79134.36738419258,50,0.2035049945116043,0.998844813157785,3.806222511360002,3.8077602329201388,False,True,252,1000,0.2
695,FAST-LTS,500,2,0.45,0.0,5917.541837958912,10,0.03729999903589487,0.9997739558421167,0.505552724403209,0.5076607661817873,False,True,252,1000,0.2
696,RBSA,500,2,0.45,0.0,3443764.026885203,7,0.44558000564575195,0.6499550483151643,41.902970423471544,42.01523285799969,False,True,252,1000,0.2
697,RANDOM,500,2,0.45,0.0,2873638.9414238855,0,0.10088899731636047,0.9984336135812946,16.5112041101262,16.51796364074267,False,True,252,1000,0.2
698,MMEA-QR,500,2,0.45,0.0,839623.6872230037,50,0.23334600031375885,0.9886403906032801,1.496408053577801,1.5130433737977114,False,True,252,1000,0.2
699,FAST-LTS,500,2,0.45,0.0,2598.508452180068,9,0.04239199962466955,0.9999824422821058,0.209885726994219,0.21007629222850685,False,True,252,1000,0.2
700,RBSA,500,2,0.45,0.0,47849.09561564921,0,0.47342801094055176,0.7959503698879231,2.3770805579885037,2.5371730481899375,False,True,252,1000,0.2
701,RANDOM,500,2,0.45,0.0,489418.2867936406,0,0.08493299782276154,0.9955576231686389,26.663973998953146,26.664504281452086,False,True,252,1000,0.2
702,MMEA-QR,500,2,0.45,0.0,61289.65051785033,50,0.17297199368476868,0.9994803034318046,10.058484421780642,10.058604199684149,False,True,252,1000,0.2
703,FAST-LTS,500,2,0.45,0.0,8386.094731276906,10,0.04247799888253212,0.9999508171077772,2.2037106229445103,2.2037626464373417,False,True,252,1000,0.2
704,RBSA,500,2,0.45,0.0,101362.30826306675,56,0.46447500586509705,-0.16355094775463375,11.496023433234203,11.603523142018597,False,True,252,1000,0.2
705,RANDOM,500,2,0.45,0.0,626396.2767744774,0,0.09300000220537186,0.9969185225076939,1.3543692199305015,1.3619379621615688,False,True,252,1000,0.2
706,MMEA-QR,500,2,0.45,0.0,155427.815818088,50,0.2235729992389679,0.9975619121572332,4.181121675322029,4.183637599023959,False,True,252,1000,0.2
707,FAST-LTS,500,2,0.45,0.0,161.5147290615858,9,0.04213899886235595,0.9999978337091336,0.006775300751276941,0.007546626539942785,False,True,252,1000,0.2
708,RBSA,500,2,0.45,0.0,53505.30159844368,14,0.4747759997844696,0.862507372050521,4.841686276485245,4.90140831320509,False,True,252,1000,0.2
709,RANDOM,500,2,0.45,0.0,2694790.315001766,0,0.11046300083398819,0.9862753886191494,57.787612295021425,57.78828608237398,False,True,252,1000,0.2
710,MMEA-QR,500,2,0.45,0.0,310186.8433699715,50,0.22882899641990662,0.9789431849321573,20.302345099199687,20.30523391874049,False,True,252,1000,0.2
711,FAST-LTS,500,2,0.45,0.0,3738.088785556046,7,0.031395000172778964,0.9998314376254688,0.22508329658406323,0.22662421407994174,False,True,252,1000,0.2
712,RBSA,500,2,0.45,0.0,70383.04458721325,21,0.4777649939060211,0.9958982139632868,9.57416949173713,9.621222680439912,False,True,252,1000,0.2
713,RANDOM,500,2,0.45,0.0,587057.9040419667,0,0.10857699811458588,0.9452609962441503,8.522715721712832,8.537982335075625,False,True,252,1000,0.2
714,MMEA-QR,500,2,0.45,0.0,99824.37631842274,50,0.21935899555683136,0.9943833593192638,2.3837789408499814,2.388440580823388,False,True,252,1000,0.2
715,FAST-LTS,500,2,0.45,0.0,6635.701048407518,11,0.041676999535411596,0.9996505968519062,0.49181130617716096,0.4934055799667072,False,True,252,1000,0.2
716,RBSA,500,2,0.45,0.0,130192.83519634782,14,0.4847530126571655,0.6659858490334057,24.043789607846286,24.0743291781127,False,True,252,1000,0.2
717,RANDOM,500,2,0.45,0.0,1092109.6887724958,0,0.10864400118589401,0.9657530317683648,38.84500879729425,38.846776860430104,False,True,252,1000,0.2
718,MMEA-QR,500,2,0.45,0.0,110793.4693892412,50,0.22840100526809692,0.9998104819010316,12.171457934051135,12.171493866357693,False,True,252,1000,0.2
719,FAST-LTS,500,2,0.45,0.0,6763.327140067384,12,0.042954000644385815,0.9999297734889135,0.9927134228761729,0.9929640444798753,False,True,252,1000,0.2
720,RBSA,500,5,0.45,0.0,381122.2431455779,693,4.138391017913818,0.5316881650985855,52.37075715618702,52.46265179721081,False,True,253,1000,0.2
721,RANDOM,500,5,0.45,0.0,2216519.4020960913,0,0.14658600091934204,0.9050681880659739,55.20752638005777,55.216709352161324,False,True,253,1000,0.2
722,MMEA-QR,500,5,0.45,0.0,259166.67477463995,50,0.27457699179649353,0.9693064577451214,19.43108268283042,19.439337970395815,False,True,253,1000,0.2
723,FAST-LTS,500,5,0.45,0.0,6504.755761255711,10,0.059587000869214535,0.9997174433324144,0.8116705737473523,0.8134197177253075,False,True,253,1000,0.2
724,RBSA,500,5,0.45,0.0,75136.9389169813,504,4.097503185272217,0.9319595695642049,0.7506535876356318,1.2258346693536273,False,True,253,1000,0.2
725,RANDOM,500,5,0.45,0.0,1378123.159132478,0,0.1459520012140274,0.9209305696444935,42.376458731898275,42.38601775733885,False,True,253,1000,0.2
726,MMEA-QR,500,5,0.45,0.0,135338.42039675906,50,0.2682340145111084,0.9906115183738727,14.416603330406106,14.420779682600035,False,True,253,1000,0.2
727,FAST-LTS,500,5,0.45,0.0,5928.116108410824,8,0.05852999910712242,0.9995104731063081,0.8097292162200811,0.8128830185948664,False,True,253,1000,0.2
728,RBSA,500,5,0.45,0.0,504171.8965255461,693,4.048397064208984,0.6654650248026918,31.08998651382728,31.175178067454564,False,True,253,1000,0.2
729,RANDOM,500,5,0.45,0.0,2004584.8728436301,0,0.14434699714183807,0.9349073365387726,7.1311164824162665,7.188204201413355,False,True,253,1000,0.2
730,MMEA-QR,500,5,0.45,0.0,248156.55729514168,50,0.27098599076271057,0.9927262888442563,3.0406799354611325,3.053132643673545,False,True,253,1000,0.2
731,FAST-LTS,500,5,0.45,0.0,166.43961043388893,9,0.05844100005924702,0.9999970982115107,0.017345624289031455,0.01819853376682733,False,True,253,1000,0.2
732,RBSA,500,5,0.45,0.0,109687.12692176478,315,4.001640796661377,0.8968154564109324,14.311429997961216,14.374644351422365,False,True,253,1000,0.2
733,RANDOM,500,5,0.45,0.0,3232037.742135613,0,0.14403200149536133,0.9218836306853787,57.876236176773794,57.884143783703905,False,True,253,1000,0.2
734,MMEA-QR,500,5,0.45,0.0,278641.9322730504,50,0.274385005235672,0.9473445887126056,20.741653676985393,20.75478872037402,False,True,253,1000,0.2
735,FAST-LTS,500,5,0.45,0.0,11954.49622011888,14,0.0557689992710948,0.9980800736754633,2.265171974021125,2.2694894686197413,False,True,253,1000,0.2
736,RBSA,500,5,0.45,0.0,152032.40116941117,504,3.9512240886688232,0.9308359092135372,21.683924455646864,21.71083949935399,False,True,253,1000,0.2
737,RANDOM,500,5,0.45,0.0,2065367.5122998857,0,0.1443749964237213,0.9742190783350314,53.87838013231804,53.880876395747705,False,True,253,1000,0.2
738,MMEA-QR,500,5,0.45,0.0,159738.45280401377,50,0.2731829881668091,0.9933128094062732,13.969994922159783,13.972914243543144,False,True,253,1000,0.2
739,FAST-LTS,500,5,0.45,0.0,5059.950618961406,11,0.053542000241577625,0.9998964056401226,1.3686648270439954,1.3690478647363367,False,True,253,1000,0.2
740,RBSA,500,5,0.45,0.0,242957.2344088777,441,3.987278938293457,0.46165898879805156,20.834173200241906,21.175510534088353,False,True,253,1000,0.2
741,RANDOM,500,5,0.45,0.0,1857635.1138740396,0,0.14305700361728668,0.8487673053583711,22.053925268599812,22.10163783474586,False,True,253,1000,0.2
742,MMEA-QR,500,5,0.45,0.0,323033.22811166657,50,0.2745879888534546,0.9760052166498404,3.2840921047775558,3.321139236281989,False,True,253,1000,0.2
743,FAST-LTS,500,5,0.45,0.0,189.33539875652366,10,0.051354000344872475,0.9999901948928147,0.02586682055814849,0.02769890951691943,False,True,253,1000,0.2
744,RBSA,500,5,0.45,0.0,206191.37654454084,567,3.976883888244629,0.8128637603677994,17.273619364307994,17.516829562275166,False,True,253,1000,0.2
745,RANDOM,500,5,0.45,0.0,3144058.3206325048,0,0.14250999689102173,0.9109248736432246,63.22063354174799,63.22812424893161,False,True,253,1000,0.2
746,MMEA-QR,500,5,0.45,0.0,428338.0517018688,50,0.27360799908638,0.9710209790943669,27.940161987430333,27.945598431429808,False,True,253,1000,0.2
747,FAST-LTS,500,5,0.45,0.0,7368.134869395529,13,0.056177000515162945,0.9999372969112043,0.44734705753577925,0.44811946256815205,False,True,253,1000,0.2
748,RBSA,500,5,0.45,0.0,365547.2739951904,378,3.950845956802368,0.7212269994495175,25.526719533638765,25.677257027408455,False,True,253,1000,0.2
749,RANDOM,500,5,0.45,0.0,2540906.628086126,0,0.1422329992055893,0.90738374483266,17.504426285120097,17.538545073026487,False,True,253,1000,0.2
750,MMEA-QR,500,5,0.45,0.0,279535.29702128057,50,0.2724609971046448,0.9708877355515083,5.209386463123214,5.239669164569579,False,True,253,1000,0.2
751,FAST-LTS,500,5,0.45,0.0,6305.758510960601,11,0.0513890003785491,0.9994969838233839,0.5379812732079678,0.5426296412336399,False,True,253,1000,0.2
752,RBSA,500,5,0.45,0.0,14411.008931910488,504,3.9482290744781494,0.9559240342847832,1.4560803291779538,1.6293334401677353,False,True,253,1000,0.2
753,RANDOM,500,5,0.45,0.0,928639.67992886,0,0.14148500561714172,0.9488068614307574,33.07109014384411,33.079594075727194,False,True,253,1000,0.2
754,MMEA-QR,500,5,0.45,0.0,166872.51438176306,50,0.2734909951686859,0.9938362965798695,16.141597217054343,16.14354397957154,False,True,253,1000,0.2
755,FAST-LTS,500,5,0.45,0.0,172.43724308004812,12,0.059274000115692616,0.9999988480737687,0.07785699469831983,0.07793279091110888,False,True,253,1000,0.2
756,RBSA,500,5,0.45,0.0,166060.0003791576,630,3.987328052520752,0.7061719156069182,24.573115053138892,24.664260356275392,False,True,253,1000,0.2
757,RANDOM,500,5,0.45,0.0,1819576.826167029,0,0.14187699556350708,0.9260317641674669,51.89652926929365,51.90403918505761,False,True,253,1000,0.2
758,MMEA-QR,500,5,0.45,0.0,258003.49220657407,50,0.2755280137062073,0.9848394172239816,20.301952673343486,20.30589640878399,False,True,253,1000,0.2
759,FAST-LTS,500,5,0.45,0.0,2513.813177395039,8,0.05744300037622452,0.9999595322317407,0.24748801248085295,0.24830779135825604,False,True,253,1000,0.2
760,RBSA,1000,2,0.45,0.0,677554.6878785093,0,0.7747359871864319,0.9211157189165277,37.66483270413176,37.686326945089725,False,True,502,1000,0.2
761,RANDOM,1000,2,0.45,0.0,3762540.5261818813,0,0.19364599883556366,0.999818725888879,48.61823358765829,48.61826323015522,False,True,502,1000,0.2
762,MMEA-QR,1000,2,0.45,0.0,1153183.3480368755,50,0.3464309871196747,0.9986982133019152,26.321219473198134,26.321539850628387,False,True,502,1000,0.2
763,FAST-LTS,1000,2,0.45,0.0,13394.865045757833,12,0.0742870019748807,0.9999465075645441,0.5208457630939538,0.5210623011558115,False,True,502,1000,0.2
764,RBSA,1000,2,0.45,0.0,2760706.997272537,0,0.767985999584198,0.3891357944326137,6.485750505865079,9.497743477176646,False,True,502,1000,0.2
765,RANDOM,1000,2,0.45,0.0,5270827.127076594,0,0.15162299573421478,0.9489538351427214,62.18252327574636,62.18488095298729,False,True,502,1000,0.2
766,MMEA-QR,1000,2,0.45,0.0,1852309.4222915582,50,0.3412480056285858,0.9786865064406266,40.086165333299064,40.0872287571332,False,True,502,1000,0.2
767,FAST-LTS,1000,2,0.45,0.0,9930.91444056112,11,0.07249300088733435,0.9999372192693179,1.1587066356899893,1.1591850091092557,False,True,502,1000,0.2
768,RBSA,1000,2,0.45,0.0,1160436.1035423514,14,0.7522209882736206,0.8187725804328263,36.202576018468584,36.21381330001035,False,True,502,1000,0.2
769,RANDOM,1000,2,0.45,0.0,4326979.772370515,0,0.1865379959344864,0.9705607902915067,9.606650364623642,9.612749837627868,False,True,502,1000,0.2
770,MMEA-QR,1000,2,0.45,0.0,2114457.2618411407,50,0.3466300070285797,0.997559464129951,5.806425524454565,5.808023399423052,False,True,502,1000,0.2
771,FAST-LTS,1000,2,0.45,0.0,6927.141758208533,13,0.07221500109881163,0.9999972911396329,0.09003825464038487,0.09109015176448389,False,True,502,1000,0.2
772,RBSA,1000,2,0.45,0.0,139626.52200447046,7,0.7832620143890381,0.4845366423345252,2.581462075490446,2.9214651523328747,False,True,502,1000,0.2
773,RANDOM,1000,2,0.45,0.0,1496015.2313078935,0,0.19434300065040588,0.9935548616509624,31.158332937618038,31.159192822235532,False,True,502,1000,0.2
774,MMEA-QR,1000,2,0.45,0.0,588599.311053134,50,0.33055201172828674,0.9994689302663673,20.66776272290038,20.667824129169116,False,True,502,1000,0.2
