idx,cnt,rss,step
6,135.0,2746.9591015369515,6.0
7,135.0,2610.751233508565,7.0
8,135.0,2532.8092041892146,8.0
9,135.0,2257.2690057246255,9.0
10,135.0,2114.301518717465,10.0
11,135.0,2054.959711968644,11.0
12,135.0,2005.0838161495897,12.0
13,135.0,2005.0838161495888,13.0
0,136.0,18214.815155019074,0.0
1,136.0,11623.340047477237,1.0
2,136.0,5954.820443114361,2.0
3,136.0,2936.3247101078264,3.0
4,136.0,2502.726262468497,4.0
5,136.0,2502.726262468498,5.0
0,137.0,20962.95058276756,0.0
1,137.0,5423.188339199177,1.0
2,137.0,3784.654891352465,2.0
3,137.0,2926.5979689067854,3.0
4,137.0,2678.5580408448213,4.0
5,137.0,2468.723681841738,5.0
6,137.0,2433.5519176518414,6.0
7,137.0,2433.5519176518414,7.0
0,138.0,16341.165655599634,0.0
1,138.0,8749.541132379081,1.0
2,138.0,5873.969677641435,2.0
3,138.0,4094.7678811393325,3.0
4,138.0,3619.1071229323593,4.0
5,138.0,2854.893416546912,5.0
6,138.0,2662.0540792142883,6.0
7,138.0,2589.419978515778,7.0
8,138.0,2481.4231037068494,8.0
9,138.0,2466.260226229922,9.0
10,138.0,2461.0023524912003,10.0
11,138.0,2461.0023524912003,11.0
0,139.0,12186.598027615632,0.0
1,139.0,3964.247945175705,1.0
2,139.0,2452.4902639559186,2.0
3,139.0,2191.915576043443,3.0
4,139.0,2124.586107481523,4.0
5,139.0,2068.734408443923,5.0
6,139.0,2045.165206790301,6.0
7,139.0,2011.2238069303403,7.0
8,139.0,1986.7582731818932,8.0
9,139.0,1986.7582731818934,9.0
0,140.0,15012.99292032808,0.0
1,140.0,10651.961990533498,1.0
2,140.0,7256.236529751257,2.0
3,140.0,5917.296577401304,3.0
4,140.0,4377.48988194813,4.0
5,140.0,3345.784606385234,5.0
6,140.0,2718.7417970974334,6.0
7,140.0,2366.527669959682,7.0
8,140.0,2273.502692137852,8.0
9,140.0,2136.659121008072,9.0
10,140.0,1994.569979343915,10.0
11,140.0,1867.6667114451855,11.0
12,140.0,1856.1591744033651,12.0
13,140.0,1856.159174403366,13.0
0,141.0,23802.79290103599,0.0
1,141.0,12932.123380932728,1.0
2,141.0,8852.679969838078,2.0
3,141.0,6941.081785613134,3.0
4,141.0,5263.538003102597,4.0
5,141.0,3876.6364748040237,5.0
6,141.0,3438.5203160173787,6.0
7,141.0,3410.958406097859,7.0
8,141.0,3372.3731941504907,8.0
9,141.0,3241.3128850793423,9.0
10,141.0,3109.254545542857,10.0
11,141.0,2865.1679283436806,11.0
12,141.0,2663.177833038648,12.0
13,141.0,2648.974501283718,13.0
14,141.0,2648.9745012837175,14.0
0,142.0,5248.272074487305,0.0
1,142.0,3999.39921692973,1.0
2,142.0,3543.499552198175,2.0
3,142.0,2902.8416544764664,3.0
4,142.0,2614.9905204107845,4.0
5,142.0,2614.990520410785,5.0
0,143.0,14822.640604386257,0.0
1,143.0,8075.889862689083,1.0
2,143.0,5781.161453518673,2.0
3,143.0,4129.773020746853,3.0
4,143.0,3155.205735672685,4.0
5,143.0,2647.7821857806066,5.0
6,143.0,2397.9349719006245,6.0
7,143.0,2211.9647468577027,7.0
8,143.0,2156.742309551541,8.0
9,143.0,2113.056702450979,9.0
10,143.0,2080.1279751999577,10.0
11,143.0,2041.822283655174,11.0
12,143.0,2003.4313668883685,12.0
13,143.0,1984.1985131272959,13.0
14,143.0,1984.1985131272963,14.0
0,144.0,18350.039324872807,0.0
1,144.0,7497.916292893489,1.0
2,144.0,3841.5796153872802,2.0
3,144.0,2962.883493871249,3.0
4,144.0,2794.971239017471,4.0
5,144.0,2693.0854004013268,5.0
6,144.0,2558.068781893063,6.0
7,144.0,2541.878963477888,7.0
8,144.0,2528.360603440968,8.0
9,144.0,2492.966592171407,9.0
10,144.0,2479.6378332125105,10.0
11,144.0,2479.6378332125096,11.0
0,145.0,10140.632313294333,0.0
1,145.0,5789.958327798193,1.0
2,145.0,4734.075935995342,2.0
3,145.0,3779.3208902903525,3.0
4,145.0,3061.8104973345016,4.0
5,145.0,2987.845813413493,5.0
6,145.0,2857.432653905119,6.0
7,145.0,2603.8358412096127,7.0
8,145.0,2532.1833703640573,8.0
9,145.0,2532.183370364058,9.0
0,146.0,13830.941760440277,0.0
1,146.0,9281.705531688945,1.0
2,146.0,7511.475907233585,2.0
3,146.0,6667.469943054246,3.0
4,146.0,6266.648917894944,4.0
5,146.0,6119.56596349387,5.0
6,146.0,5987.026909493181,6.0
7,146.0,5758.535831176198,7.0
8,146.0,5038.739742569115,8.0
9,146.0,4443.831764634646,9.0
10,146.0,3994.2247213580185,10.0
11,146.0,3381.2504920058645,11.0
12,146.0,2884.84652493155,12.0
13,146.0,2364.4378277171586,13.0
14,146.0,2209.847913939668,14.0
15,146.0,2084.9491669469508,15.0
16,146.0,1984.2832477632471,16.0
17,146.0,1900.4313229525715,17.0
18,146.0,1900.4313229525712,18.0
0,147.0,28134.50174927492,0.0
1,147.0,10181.452927708493,1.0
2,147.0,6283.052897987266,2.0
3,147.0,4389.813114533505,3.0
4,147.0,3394.4641057668064,4.0
5,147.0,2963.080563467522,5.0
6,147.0,2513.649492190523,6.0
7,147.0,2223.7073458091904,7.0
8,147.0,2014.0721720153988,8.0
9,147.0,1888.1963022212922,9.0
10,147.0,1838.1065481532373,10.0
11,147.0,1827.713514673821,11.0
12,147.0,1827.7135146738208,12.0
0,148.0,20276.22649479043,0.0
1,148.0,7130.610853023614,1.0
2,148.0,5539.995322686272,2.0
3,148.0,4652.535068384555,3.0
4,148.0,3264.647999967273,4.0
5,148.0,2807.8432254138647,5.0
6,148.0,2677.8565137740084,6.0
7,148.0,2648.974501283717,7.0
8,148.0,2648.9745012837175,8.0
0,149.0,7642.358742408252,0.0
1,149.0,4424.5165714923705,1.0
2,149.0,3007.4161622978854,2.0
3,149.0,2579.5619289331557,3.0
4,149.0,2303.588833538601,4.0
5,149.0,2239.757858340555,5.0
6,149.0,2218.2046672896277,6.0
7,149.0,2218.204667289625,7.0
0,150.0,8955.535359889625,0.0
1,150.0,5629.470325349095,1.0
2,150.0,3534.0595583507684,2.0
3,150.0,2686.260264410503,3.0
4,150.0,2238.7369069666884,4.0
5,150.0,2126.7139532733167,5.0
6,150.0,2055.2802334531025,6.0
7,150.0,1964.7010530580976,7.0
8,150.0,1964.7010530580965,8.0
0,151.0,3813.691326855099,0.0
1,151.0,3002.295611497561,1.0
2,151.0,2767.474230193875,2.0
3,151.0,2606.2963095000173,3.0
4,151.0,2400.0827331941664,4.0
5,151.0,2265.929941032774,5.0
6,151.0,2123.165950166367,6.0
7,151.0,2101.8153862566787,7.0
8,151.0,2101.8153862566787,8.0
0,152.0,11819.099785973247,0.0
1,152.0,6200.594461490998,1.0
2,152.0,4208.428578562079,2.0
3,152.0,3526.3980306405574,3.0
4,152.0,3099.2601345761364,4.0
5,152.0,2862.435542749392,5.0
6,152.0,2518.604565293793,6.0
7,152.0,2281.6477232364873,7.0
8,152.0,2120.9517626524553,8.0
9,152.0,2016.0350505729511,9.0
10,152.0,1860.5511014715162,10.0
11,152.0,1849.7642372628325,11.0
12,152.0,1849.764237262833,12.0
0,153.0,11085.056815906157,0.0
1,153.0,7424.130719885639,1.0
2,153.0,4184.815937132714,2.0
3,153.0,2865.5827198095412,3.0
4,153.0,2692.7508106159335,4.0
5,153.0,2366.053582878922,5.0
6,153.0,2218.497149283072,6.0
7,153.0,2100.346194706704,7.0
8,153.0,2057.622792556752,8.0
9,153.0,2006.460608247202,9.0
10,153.0,1904.806447844723,10.0
11,153.0,1904.806447844722,11.0
0,154.0,20789.03817684598,0.0
1,154.0,7957.688920479814,1.0
2,154.0,4718.726545781418,2.0
3,154.0,4313.313210106483,3.0
4,154.0,4107.138832429196,4.0
5,154.0,4031.150405826628,5.0
6,154.0,3976.5032098155298,6.0
7,154.0,3976.503209815531,7.0
0,155.0,13060.129243230404,0.0
1,155.0,10134.330707805406,1.0
2,155.0,8577.853920617785,2.0
3,155.0,6027.65568883942,3.0
4,155.0,4506.711328160898,4.0
5,155.0,3881.395265377102,5.0
6,155.0,3101.7797593283194,6.0
7,155.0,2727.2610150133146,7.0
8,155.0,2414.638320070367,8.0
9,155.0,2093.497481409963,9.0
10,155.0,2009.5562404882758,10.0
11,155.0,1904.9819113630058,11.0
12,155.0,1857.4756878027456,12.0
13,155.0,1857.4756878027463,13.0
0,156.0,17504.078502883218,0.0
1,156.0,5886.618417888997,1.0
2,156.0,3033.090042313239,2.0
3,156.0,2613.0953424551885,3.0
4,156.0,2411.6164889626953,4.0
5,156.0,2296.296502526512,5.0
6,156.0,2254.197805113104,6.0
7,156.0,2254.1978051131046,7.0
0,157.0,8795.748417518069,0.0
1,157.0,3810.0703558432597,1.0
2,157.0,2311.9520240874363,2.0
3,157.0,2121.6506524915644,3.0
4,157.0,2083.1042329560537,4.0
5,157.0,2083.1042329560555,5.0
0,158.0,5233.792408581228,0.0
1,158.0,3684.7830019955736,1.0
2,158.0,2839.3561355412594,2.0
3,158.0,2507.86479071957,3.0
4,158.0,2425.168305060065,4.0
5,158.0,2345.6478295187294,5.0
6,158.0,2269.393622292943,6.0
7,158.0,2269.393622292945,7.0
0,159.0,20702.555944543423,0.0
1,159.0,8518.144345266657,1.0
2,159.0,5039.316634487941,2.0
3,159.0,3600.2695376640477,3.0
4,159.0,3040.9969111514415,4.0
5,159.0,2614.6860830801115,5.0
6,159.0,2398.969303674989,6.0
7,159.0,2200.0528737566606,7.0
8,159.0,2063.9587608012407,8.0
9,159.0,1969.2619427002596,9.0
10,159.0,1868.6485061224514,10.0
11,159.0,1853.8856736163407,11.0
12,159.0,1811.5992986171316,12.0
13,159.0,1811.5992986171298,13.0
0,160.0,11698.23152144217,0.0
1,160.0,6621.487464157998,1.0
2,160.0,4524.019356769338,2.0
3,160.0,2979.477854523305,3.0
4,160.0,2376.4503868109095,4.0
5,160.0,2176.1092606937154,5.0
6,160.0,2080.909369517903,6.0
7,160.0,2053.627480747148,7.0
8,160.0,2026.1283410670815,8.0
9,160.0,1955.7809896758954,9.0
10,160.0,1910.2880766393425,10.0
11,160.0,1910.2880766393428,11.0
0,161.0,28329.671218491247,0.0
1,161.0,16673.012732446743,1.0
2,161.0,11718.609594944957,2.0
3,161.0,8464.390494217883,3.0
4,161.0,8058.604485307275,4.0
5,161.0,7924.361054596083,5.0
6,161.0,7584.322088235286,6.0
7,161.0,7430.9798924510915,7.0
8,161.0,7244.265164464655,8.0
9,161.0,6566.909343800318,9.0
10,161.0,4709.141892769738,10.0
11,161.0,3714.3743148222857,11.0
12,161.0,3135.8722893520176,12.0
13,161.0,2796.915491191838,13.0
14,161.0,2650.2653568348005,14.0
15,161.0,2650.265356834799,15.0
0,162.0,10202.646358731365,0.0
1,162.0,4735.391522448685,1.0
2,162.0,3362.945828893549,2.0
3,162.0,2802.5452891562913,3.0
4,162.0,2697.238573672039,4.0
5,162.0,2682.700522994206,5.0
6,162.0,2682.700522994206,6.0
0,163.0,10644.521989325838,0.0
1,163.0,6340.81272397251,1.0
2,163.0,4083.2843151244447,2.0
3,163.0,3045.6223025870063,3.0
4,163.0,2462.906961441142,4.0
5,163.0,2212.9278838537066,5.0
6,163.0,1983.3419425890006,6.0
7,163.0,1948.1517124961038,7.0
8,163.0,1931.7360552242528,8.0
9,163.0,1931.7360552242526,9.0
0,164.0,40350.097488609965,0.0
1,164.0,12272.84059873003,1.0
2,164.0,7869.043361189068,2.0
3,164.0,5648.404171431517,3.0
4,164.0,3751.152613858533,4.0
5,164.0,2911.1000242937293,5.0
6,164.0,2368.7072537957033,6.0
7,164.0,2280.906225844065,7.0
8,164.0,2221.564802328651,8.0
9,164.0,2069.2996216434008,9.0
10,164.0,1943.5942907631281,10.0
11,164.0,1898.1766260222757,11.0
12,164.0,1898.176626022275,12.0
0,165.0,51936.08431793569,0.0
1,165.0,30770.11744334536,1.0
2,165.0,15523.555783318314,2.0
3,165.0,7424.620469076469,3.0
4,165.0,5011.738789378704,4.0
5,165.0,4075.826176267843,5.0
6,165.0,2998.6258953880815,6.0
7,165.0,2534.952293596802,7.0
8,165.0,2209.2969604312725,8.0
9,165.0,1955.7809896758954,9.0
10,165.0,1910.2880766393425,10.0
11,165.0,1910.2880766393428,11.0
0,166.0,13492.321084270081,0.0
1,166.0,9002.400764657972,1.0
2,166.0,4836.434727306639,2.0
3,166.0,2557.7033456789773,3.0
4,166.0,2311.0450339698573,4.0
5,166.0,2184.9175674305275,5.0
6,166.0,2094.082258156124,6.0
7,166.0,2023.791222477391,7.0
8,166.0,2023.791222477393,8.0
0,167.0,33623.21243894401,0.0
1,167.0,11503.179276238812,1.0
2,167.0,7901.232434926516,2.0
3,167.0,4405.066768819215,3.0
4,167.0,2782.027763526779,4.0
5,167.0,2470.965102840739,5.0
6,167.0,2199.939284411044,6.0
7,167.0,2178.2754288988745,7.0
8,167.0,2148.4699129025994,8.0
9,167.0,2109.604403228076,9.0
10,167.0,2067.209053044251,10.0
11,167.0,2036.3496757461178,11.0
12,167.0,2000.4403217677295,12.0
13,167.0,1949.5694558201883,13.0
14,167.0,1949.5694558201885,14.0
0,168.0,8887.08118982668,0.0
1,168.0,5752.625504243242,1.0
2,168.0,4118.2042385158775,2.0
3,168.0,3490.460628592189,3.0
4,168.0,3069.433292504378,4.0
5,168.0,2486.483373519763,5.0
6,168.0,2104.230106809693,6.0
7,168.0,1981.689355025705,7.0
8,168.0,1875.3920836822092,8.0
9,168.0,1809.0787767196182,9.0
10,168.0,1809.0787767196184,10.0
0,169.0,18959.428348291538,0.0
1,169.0,6301.27698197117,1.0
2,169.0,4412.535580945343,2.0
3,169.0,3592.5084365473604,3.0
4,169.0,3123.4602470228833,4.0
5,169.0,2831.4616866185456,5.0
6,169.0,2586.0185950826317,6.0
7,169.0,2431.3405269033206,7.0
8,169.0,2383.8516063277266,8.0
9,169.0,2377.8117797641435,9.0
10,169.0,2377.8117797641457,10.0
0,170.0,21697.40265100903,0.0
1,170.0,7423.154246680808,1.0
2,170.0,4522.304914376317,2.0
3,170.0,3348.2763041420385,3.0
4,170.0,2955.607719011818,4.0
5,170.0,2318.7716653085354,5.0
6,170.0,2048.5629193520654,6.0
7,170.0,1956.9033551827154,7.0
8,170.0,1956.9033551827156,8.0
0,171.0,9557.984833340344,0.0
1,171.0,4233.516329547834,1.0
2,171.0,2916.750881112788,2.0
3,171.0,2467.270831058805,3.0
4,171.0,2371.6069812554942,4.0
5,171.0,2346.2475885430445,5.0
6,171.0,2332.185314824365,6.0
7,171.0,2332.1853148243645,7.0
0,172.0,6934.036405128954,0.0
1,172.0,3523.9257543859244,1.0
2,172.0,2863.110945904258,2.0
3,172.0,2750.079331127366,3.0
4,172.0,2728.6905509394564,4.0
5,172.0,2676.583618344552,5.0
6,172.0,2641.1041162161437,6.0
7,172.0,2616.199400706733,7.0
8,172.0,2575.8671356817636,8.0
9,172.0,2575.8671356817645,9.0
0,173.0,15898.368413448276,0.0
1,173.0,6152.687485446965,1.0
2,173.0,4291.0837690578865,2.0
3,173.0,3235.472069433284,3.0
4,173.0,2343.801087139933,4.0
5,173.0,2136.5321287947518,5.0
6,173.0,2094.189103189829,6.0
7,173.0,2094.1891031898276,7.0
0,174.0,36888.101207018895,0.0
1,174.0,17254.084099958265,1.0
2,174.0,8138.206225874476,2.0
3,174.0,4139.080847365983,3.0
4,174.0,2688.6048684475536,4.0
5,174.0,2197.7375484219133,5.0
6,174.0,1980.2237763877183,6.0
7,174.0,1930.7542844117347,7.0
8,174.0,1930.754284411734,8.0
0,175.0,12654.331476830494,0.0
1,175.0,5314.454675665709,1.0
2,175.0,3923.790569316069,2.0
3,175.0,3604.5895477202757,3.0
4,175.0,3293.4219296125916,4.0
5,175.0,2698.783009878745,5.0
6,175.0,2469.2874698620476,6.0
7,175.0,2334.250119245726,7.0
8,175.0,2243.507464764365,8.0
9,175.0,2079.445323074093,9.0
10,175.0,2035.2441535960884,10.0
11,175.0,1986.5752943628747,11.0
12,175.0,1949.66896903792,12.0
13,175.0,1949.6689690379203,13.0
0,176.0,7191.072443186696,0.0
1,176.0,3558.4154967789264,1.0
2,176.0,2600.0547593065517,2.0
3,176.0,2336.0547465608242,3.0
4,176.0,2087.3738889406736,4.0
5,176.0,1908.1989249602482,5.0
6,176.0,1900.5054083967,6.0
7,176.0,1900.5054083966997,7.0
0,177.0,12332.703746980862,0.0
1,177.0,5060.66637625001,1.0
2,177.0,3284.1745002302446,2.0
3,177.0,2684.6722469386077,3.0
4,177.0,2283.5411178941695,4.0
5,177.0,2139.1253877491,5.0
6,177.0,2041.6262597094008,6.0
7,177.0,2010.9778467972428,7.0
8,177.0,1930.630288862927,8.0
9,177.0,1930.6302888629275,9.0
0,178.0,15908.325878579302,0.0
1,178.0,5019.351667314827,1.0
2,178.0,3126.5268236947613,2.0
3,178.0,2189.1634231183125,3.0
4,178.0,1995.1686249455306,4.0
5,178.0,1985.8728997651365,5.0
6,178.0,1985.872899765136,6.0
0,179.0,27697.87448165586,0.0
1,179.0,6470.529643013476,1.0
2,179.0,4181.267068959241,2.0
3,179.0,3277.6070522853233,3.0
4,179.0,2715.7458352310546,4.0
5,179.0,2545.1661288542678,5.0
6,179.0,2482.597943778749,6.0
7,179.0,2473.087074885789,7.0
8,179.0,2466.496958594137,8.0
9,179.0,2436.5827263320703,9.0
10,179.0,2386.048463080002,10.0
11,179.0,2310.583004386169,11.0
12,179.0,2246.517855533509,12.0
13,179.0,2166.52863216805,13.0
14,179.0,2110.5719690952487,14.0
15,179.0,2110.5719690952483,15.0
0,180.0,11430.46742022504,0.0
1,180.0,4647.396889250638,1.0
2,180.0,2861.1587471058856,2.0
3,180.0,2534.175247684926,3.0
4,180.0,2359.8316338816553,4.0
5,180.0,2197.773175299156,5.0
6,180.0,2114.398261517706,6.0
7,180.0,2025.3457235333542,7.0
8,180.0,1978.7148239954831,8.0
9,180.0,1963.2224219026416,9.0
10,180.0,1963.2224219026393,10.0
0,181.0,36096.693139189425,0.0
1,181.0,7077.360127845158,1.0
2,181.0,5239.505197184937,2.0
3,181.0,3695.363809709892,3.0
4,181.0,3211.5944676519607,4.0
5,181.0,3084.0493378856677,5.0
6,181.0,2856.505051376251,6.0
7,181.0,2642.8116644964034,7.0
8,181.0,2625.0133052867063,8.0
9,181.0,2589.7702125028673,9.0
10,181.0,2514.12751379466,10.0
11,181.0,2463.367508431489,11.0
12,181.0,2445.5711247756494,12.0
13,181.0,2416.1674422328456,13.0
14,181.0,2387.0328141683262,14.0
15,181.0,2368.9757993375792,15.0
16,181.0,2341.53992782194,16.0
17,181.0,2295.648596802547,17.0
18,181.0,2247.1138312562725,18.0
19,181.0,2211.5899957983684,19.0
20,181.0,2172.7052752879463,20.0
21,181.0,2071.8790494617006,21.0
22,181.0,2032.3507614782168,22.0
23,181.0,2018.0633485240119,23.0
24,181.0,2018.063348524011,24.0
0,182.0,24962.72498838946,0.0
1,182.0,10401.001800160828,1.0
2,182.0,6127.240323941241,2.0
3,182.0,3923.9575408952714,3.0
4,182.0,2963.0827699463384,4.0
5,182.0,2719.616345676327,5.0
6,182.0,2545.223528974805,6.0
7,182.0,2473.979199615529,7.0
8,182.0,2473.9791996155295,8.0
0,183.0,12651.31763710262,0.0
1,183.0,4455.070485258125,1.0
2,183.0,2721.967847285953,2.0
3,183.0,2363.5998074665695,3.0
4,183.0,2275.4974498244715,4.0
5,183.0,2176.523144626471,5.0
6,183.0,2098.5852150328783,6.0
7,183.0,2080.2012069851385,7.0
8,183.0,2080.2012069851385,8.0
0,184.0,5644.6986872797215,0.0
1,184.0,2401.4358300200724,1.0
2,184.0,2072.8140750166717,2.0
3,184.0,1923.132309056315,3.0
4,184.0,1884.8430265078105,4.0
5,184.0,1846.5763767423643,5.0
6,184.0,1834.2735248393444,6.0
7,184.0,1829.3121561002652,7.0
8,184.0,1829.3121561002647,8.0
0,185.0,24111.445610926035,0.0
1,185.0,19612.143854892394,1.0
2,185.0,18098.983109803252,2.0
3,185.0,12443.40203416121,3.0
4,185.0,8797.183962341995,4.0
5,185.0,6413.254783420158,5.0
6,185.0,3962.0019174726763,6.0
7,185.0,2715.5691007846685,7.0
8,185.0,2666.400798925538,8.0
9,185.0,2666.4007989255365,9.0
0,186.0,23010.98743034239,0.0
1,186.0,8721.489939904439,1.0
2,186.0,5182.902123215546,2.0
3,186.0,3637.9470391550967,3.0
4,186.0,3030.204397919662,4.0
5,186.0,2207.935837946761,5.0
6,186.0,2053.4553408747147,6.0
7,186.0,2053.4553408747133,7.0
0,187.0,8077.814717791913,0.0
1,187.0,3821.9541756927447,1.0
2,187.0,3455.9229542175567,2.0
3,187.0,3260.443850280486,3.0
4,187.0,2924.008009009218,4.0
5,187.0,2455.24525633789,5.0
6,187.0,2252.8294828106723,6.0
7,187.0,2166.8175034950655,7.0
8,187.0,2097.5297466420157,8.0
9,187.0,2097.5297466420157,9.0
0,188.0,24650.534283986326,0.0
1,188.0,7751.834138374534,1.0
2,188.0,6102.493088369247,2.0
3,188.0,4711.135390335097,3.0
4,188.0,4309.590366226304,4.0
5,188.0,3820.475136949383,5.0
6,188.0,3312.029536040342,6.0
7,188.0,2990.817906802289,7.0
8,188.0,2815.650799181538,8.0
9,188.0,2690.726623076657,9.0
10,188.0,2690.7266230766572,10.0
0,189.0,11135.984498637014,0.0
1,189.0,4191.662412538581,1.0
2,189.0,2906.907744482939,2.0
3,189.0,2685.805247223092,3.0
4,189.0,2494.657489133822,4.0
5,189.0,2494.657489133823,5.0
0,190.0,10506.376299905045,0.0
1,190.0,7392.9118249810745,1.0
2,190.0,5413.847099000857,2.0
3,190.0,4808.637793158658,3.0
4,190.0,4277.85266048886,4.0
5,190.0,3833.435620410396,5.0
6,190.0,2988.6797881299,6.0
7,190.0,2761.556066921317,7.0
8,190.0,2648.974501283717,8.0
9,190.0,2648.9745012837175,9.0
0,191.0,26698.340523036357,0.0
1,191.0,13638.155061011406,1.0
2,191.0,5636.5770429348795,2.0
3,191.0,3176.5618914381103,3.0
4,191.0,2624.2925093796557,4.0
5,191.0,2603.243953217927,5.0
6,191.0,2584.874156199082,6.0
7,191.0,2584.874156199082,7.0
0,192.0,14092.798585773287,0.0
1,192.0,5980.610587118854,1.0
2,192.0,2890.1494149156106,2.0
3,192.0,2492.898920245659,3.0
4,192.0,2307.1304269031325,4.0
5,192.0,2180.3625073569583,5.0
6,192.0,2090.977960068695,6.0
7,192.0,1996.408724230597,7.0
8,192.0,1948.3924836658755,8.0
9,192.0,1901.8271198650377,9.0
10,192.0,1864.9972501750808,10.0
11,192.0,1826.0505985944744,11.0
12,192.0,1826.0505985944733,12.0
0,193.0,22063.76026600606,0.0
1,193.0,12366.806552857572,1.0
2,193.0,8898.732010840044,2.0
3,193.0,6248.7759269120315,3.0
4,193.0,3785.4420696909133,4.0
5,193.0,3188.7099115797396,5.0
6,193.0,2956.791908302036,6.0
7,193.0,2784.210381356873,7.0
8,193.0,2672.4549102438527,8.0
9,193.0,2672.4549102438527,9.0
0,194.0,30205.043728560253,0.0
1,194.0,10149.6207955178,1.0
2,194.0,5268.330349803285,2.0
3,194.0,3178.6666517559825,3.0
4,194.0,2462.114699005779,4.0
5,194.0,2210.8278707905283,5.0
6,194.0,2180.5677972320996,6.0
7,194.0,2170.5790944608016,7.0
8,194.0,2155.340992887895,8.0
9,194.0,2059.1450802359077,9.0
10,194.0,2022.062679818108,10.0
11,194.0,1939.6753758336915,11.0
12,194.0,1913.307773980257,12.0
13,194.0,1913.3077739802563,13.0
0,195.0,7225.77822746432,0.0
1,195.0,4007.2981001105804,1.0
2,195.0,2479.088499262132,2.0
3,195.0,2200.6171408670807,3.0
4,195.0,2069.4642306102073,4.0
5,195.0,1971.7904655875348,5.0
6,195.0,1909.6513004629383,6.0
7,195.0,1899.6335041473633,7.0
8,195.0,1857.4484186659909,8.0
9,195.0,1857.4484186659902,9.0
0,196.0,7958.626259762459,0.0
1,196.0,5165.449663036241,1.0
2,196.0,3669.683165507253,2.0
3,196.0,2785.293747971206,3.0
4,196.0,2372.158629519496,4.0
5,196.0,2145.9977596917574,5.0
6,196.0,1983.1611028977798,6.0
7,196.0,1955.7809896758945,7.0
8,196.0,1910.2880766393425,8.0
9,196.0,1910.2880766393428,9.0
0,197.0,8974.501837672227,0.0
1,197.0,5782.726130539256,1.0
2,197.0,5005.783021463663,2.0
3,197.0,4323.558362104856,3.0
4,197.0,3495.259623874778,4.0
5,197.0,3097.62447908665,5.0
6,197.0,2918.8212904137854,6.0
7,197.0,2831.725877553043,7.0
8,197.0,2635.55866745837,8.0
9,197.0,2527.1147137024277,9.0
10,197.0,2426.3561766242965,10.0
11,197.0,2426.3561766242965,11.0
0,198.0,13472.104349585017,0.0
1,198.0,5920.157450103491,1.0
2,198.0,3082.8215938132844,2.0
3,198.0,2905.8575926036674,3.0
4,198.0,2611.04365200978,4.0
5,198.0,2225.7787318747205,5.0
6,198.0,2096.993624527527,6.0
7,198.0,2041.8222836551715,7.0
8,198.0,2003.4313668883685,8.0
9,198.0,1984.1985131272959,9.0
10,198.0,1984.1985131272963,10.0
0,199.0,3242.2499589177114,0.0
1,199.0,2920.9310410604876,1.0
2,199.0,2761.6185034842633,2.0
3,199.0,2469.686698358912,3.0
4,199.0,2279.999720956577,4.0
5,199.0,2206.6431977002944,5.0
6,199.0,2141.3469833539298,6.0
7,199.0,2103.93774983368,7.0
8,199.0,2103.937749833679,8.0
0,200.0,8575.327541959246,0.0
1,200.0,6882.528208168786,1.0
2,200.0,4985.669159792633,2.0
3,200.0,3807.335871809549,3.0
4,200.0,3252.7335302090396,4.0
5,200.0,3108.5027450384027,5.0
6,200.0,3051.7167007591206,6.0
7,200.0,2854.783978966864,7.0
8,200.0,2640.7325686559793,8.0
9,200.0,2536.0151911219127,9.0
10,200.0,2445.0371131946968,10.0
11,200.0,2412.0037173675864,11.0
12,200.0,2412.0037173675873,12.0
0,201.0,34287.8175206669,0.0
1,201.0,19558.953207368722,1.0
2,201.0,9241.987672802996,2.0
3,201.0,5804.966086847326,3.0
4,201.0,3531.3961944116354,4.0
5,201.0,2447.4144793855016,5.0
6,201.0,2328.8475422255924,6.0
7,201.0,2328.847542225593,7.0
0,202.0,8647.727222871667,0.0
1,202.0,4493.086478343789,1.0
2,202.0,4045.1291312141484,2.0
3,202.0,3399.648154570806,3.0
4,202.0,3261.433622037183,4.0
5,202.0,3155.6033014865925,5.0
6,202.0,3008.931169562959,6.0
7,202.0,2942.387545594386,7.0
8,202.0,2843.237086900079,8.0
9,202.0,2552.383312359765,9.0
10,202.0,2438.173936848463,10.0
11,202.0,2304.62169243347,11.0
12,202.0,2091.716924699676,12.0
13,202.0,2091.716924699676,13.0
0,203.0,6354.380538256829,0.0
1,203.0,3317.6351715045953,1.0
2,203.0,2687.9945948697114,2.0
3,203.0,2392.868869299377,3.0
4,203.0,2281.2496875253246,4.0
5,203.0,2243.836530180985,5.0
6,203.0,2196.324499568194,6.0
7,203.0,2196.324499568195,7.0
0,204.0,22449.885261407075,0.0
1,204.0,8611.557017154077,1.0
2,204.0,5294.772034659246,2.0
3,204.0,3027.24455735496,3.0
4,204.0,2436.133899009367,4.0
5,204.0,2057.7509838037013,5.0
6,204.0,1983.1454108250005,6.0
7,204.0,1951.6065518853175,7.0
8,204.0,1938.0323565328783,8.0
9,204.0,1938.0323565328786,9.0
0,205.0,15772.677551438235,0.0
1,205.0,7277.989818430654,1.0
2,205.0,3946.512338951758,2.0
3,205.0,3064.2824563845757,3.0
4,205.0,2804.5469253685023,4.0
5,205.0,2574.2127177522016,5.0
6,205.0,2548.0140936610105,6.0
7,205.0,2513.8028947494204,7.0
8,205.0,2337.7950635461616,8.0
